tm,pm10,pm25,o3,no2,co,so2
2024-04-30:24,10,7,0.0460,0.0060,0.37,0.0028
2024-04-30:23,18,10,0.0477,0.0071,0.38,0.0024
2024-04-30:22,26,16,0.0533,0.0076,0.38,0.0022
2024-04-30:21,26,22,0.0581,0.0092,0.42,0.0022
2024-04-30:20,27,19,0.0535,0.0118,0.44,0.0023
2024-04-30:19,27,17,0.0468,0.0141,0.42,0.0023
2024-04-30:18,16,11,0.0426,0.0081,0.39,0.0023
2024-04-30:17,10,9,0.0488,0.0034,0.33,0.0022
2024-04-30:16,14,13,0.0511,0.0039,0.34,0.0022
2024-04-30:15,14,6,0.0453,0.0063,0.36,0.0022
2024-04-30:14,13,7,0.0483,0.0046,0.36,0.0021
2024-04-30:13,8,,0.0507,0.0047,0.35,0.0022
2024-04-30:12,11,6,0.0490,0.0053,0.35,0.0022
2024-04-30:11,15,12,0.0437,0.0070,0.37,0.0022
2024-04-30:10,18,10,0.0398,0.0084,0.39,0.0022
2024-04-30:09,18,14,0.0341,0.0110,0.40,0.0022
2024-04-30:08,26,16,0.0290,0.0117,0.40,0.0021
2024-04-30:07,27,11,0.0238,0.0069,0.38,0.0021
2024-04-30:06,27,15,0.0239,0.0047,0.37,0.0022
2024-04-30:05,27,13,0.0259,0.0048,0.37,0.0022
2024-04-30:04,26,17,0.0279,0.0050,0.36,0.0021
2024-04-30:03,23,16,0.0316,0.0043,0.36,0.0021
2024-04-30:02,23,15,0.0377,0.0040,0.36,0.0021
2024-04-30:01,26,9,0.0343,0.0045,0.37,0.0021
2024-04-29:24,21,11,0.0370,0.0052,0.37,0.0022
2024-04-29:23,23,11,0.0351,0.0067,0.39,0.0022
2024-04-29:22,17,12,0.0374,0.0077,0.40,0.0023
2024-04-29:21,18,12,0.0428,0.0061,0.41,0.0021
2024-04-29:20,14,9,0.0466,0.0057,0.42,0.0021
2024-04-29:19,11,8,0.0436,0.0098,0.45,0.0022
2024-04-29:18,8,5,0.0469,0.0086,0.46,0.0022
2024-04-29:17,13,8,0.0403,0.0143,0.45,0.0024
2024-04-29:16,14,11,0.0370,0.0170,0.45,0.0023
2024-04-29:15,10,9,0.0361,0.0150,0.44,0.0023
2024-04-29:14,10,8,0.0363,0.0131,0.44,0.0024
2024-04-29:13,10,,0.0349,0.0126,0.43,0.0024
2024-04-29:12,,,,,,
2024-04-29:11,15,9,0.0349,0.0154,0.51,0.0024
2024-04-29:10,25,14,0.0348,0.0148,0.57,0.0024
2024-04-29:09,24,22,0.0406,0.0101,0.54,0.0023
