tm,pm10,pm25,o3,no2,co,so2
2024-04-30:24,22,,0.0481,0.0090,0.32,0.0025
2024-04-30:23,26,,0.0348,0.0120,0.32,0.0026
2024-04-30:22,26,,0.0222,0.0131,0.28,0.0026
2024-04-30:21,25,,0.0220,0.0116,0.28,0.0027
2024-04-30:20,23,,0.0306,0.0089,0.29,0.0026
2024-04-30:19,29,20,0.0386,0.0078,0.27,0.0027
2024-04-30:18,26,21,0.0378,0.0068,0.25,0.0026
2024-04-30:17,36,21,0.0368,0.0062,0.26,0.0027
2024-04-30:16,37,18,0.0367,0.0059,0.26,0.0027
2024-04-30:15,40,16,0.0452,0.0058,0.24,0.0027
2024-04-30:14,17,11,0.1948,0.0054,,
2024-04-30:13,,,0.0377,0.0033,,
2024-04-30:12,,,0.0184,0.0040,0.14,0.0022
2024-04-30:11,7,,0.0348,0.0065,0.24,0.0026
2024-04-30:10,10,,0.0309,0.0080,0.25,0.0026
2024-04-30:09,28,24,0.0260,0.0100,0.25,0.0026
2024-04-30:08,25,18,0.0169,0.0183,0.26,0.0026
2024-04-30:07,28,13,0.0080,0.0213,0.26,0.0026
2024-04-30:06,23,17,0.0079,0.0214,0.26,0.0026
2024-04-30:05,27,18,0.0172,0.0084,0.26,0.0026
2024-04-30:04,21,16,0.0166,0.0112,0.24,0.0025
2024-04-30:03,20,14,0.0207,0.0090,0.23,0.0025
2024-04-30:02,20,18,0.0206,0.0112,0.25,0.0025
2024-04-30:01,20,15,0.0264,0.0095,0.23,0.0025
2024-04-29:24,15,12,0.0327,0.0081,0.22,0.0025
2024-04-29:23,19,13,0.0366,0.0091,0.22,0.0025
2024-04-29:22,11,,0.0441,0.0074,0.22,0.0025
2024-04-29:21,12,,0.0483,0.0087,0.23,0.0025
2024-04-29:20,9,,0.0413,0.0111,0.24,0.0026
2024-04-29:19,13,,0.0426,0.0102,0.24,0.0025
2024-04-29:18,6,,0.0437,0.0106,0.24,0.0025
2024-04-29:17,5,,0.0492,0.0097,0.23,0.0026
2024-04-29:16,8,,0.0518,0.0091,0.22,0.0026
2024-04-29:15,8,,0.0525,0.0085,0.21,0.0026
2024-04-29:14,9,,0.0512,0.0088,0.21,0.0026
2024-04-29:13,18,,0.0478,0.0098,0.21,0.0026
2024-04-29:12,20,20,0.0482,0.0080,0.21,0.0026
2024-04-29:11,26,24,0.0510,0.0085,0.22,0.0026
