tm,pm10,pm25,o3,no2,co,so2
2024-06-30:24,6,2,0.0181,0.0066,0.27,0.0015
2024-06-30:23,1,,0.0190,0.0078,0.29,0.0014
2024-06-30:22,2,2,0.0199,0.0078,0.29,0.0016
2024-06-30:21,5,5,0.0232,0.0048,0.29,0.0015
2024-06-30:20,6,,0.0232,0.0055,0.29,0.0016
2024-06-30:19,6,5,0.0219,0.0073,0.29,0.0016
2024-06-30:18,10,5,0.0262,0.0041,0.28,0.0016
2024-06-30:17,8,4,0.0254,0.0037,0.26,0.0015
2024-06-30:16,2,2,0.0215,0.0040,0.25,0.0016
2024-06-30:15,6,3,0.0192,0.0049,0.25,0.0015
2024-06-30:14,12,6,0.0186,0.0037,0.24,0.0015
2024-06-30:13,7,4,0.0196,0.0038,0.25,0.0016
2024-06-30:12,2,1,0.0187,0.0037,0.25,0.0016
2024-06-30:11,6,4,0.0171,0.0039,0.24,0.0015
2024-06-30:10,6,6,0.0174,0.0036,0.24,0.0013
2024-06-30:09,5,4,0.0177,0.0036,0.23,0.0015
2024-06-30:08,6,6,0.0174,0.0039,0.24,0.0015
2024-06-30:07,6,5,0.0174,0.0045,0.23,0.0015
2024-06-30:06,10,6,0.0189,0.0042,0.24,0.0015
2024-06-30:05,11,7,0.0214,0.0033,0.24,0.0016
2024-06-30:04,13,4,0.0212,0.0039,0.23,0.0016
2024-06-30:03,19,3,0.0192,0.0043,0.23,0.0014
2024-06-30:02,12,8,0.0195,0.0041,0.23,0.0014
2024-06-30:01,11,,0.0200,0.0042,0.23,0.0016
2024-06-29:24,13,7,0.0207,0.0034,0.24,0.0015
2024-06-29:23,12,1,0.0212,0.0031,0.24,0.0015
2024-06-29:22,4,2,0.0195,0.0042,0.24,0.0015
2024-06-29:21,5,3,0.0178,0.0062,0.24,0.0015
2024-06-29:20,1,,0.0199,0.0064,0.24,0.0016
2024-06-29:19,3,2,0.0180,0.0077,0.25,0.0015
2024-06-29:18,4,0,0.0184,0.0085,0.27,0.0015
2024-06-29:17,3,1,0.0244,0.0092,0.30,0.0014
2024-06-29:16,7,7,0.0311,0.0115,0.35,0.0014
2024-06-29:15,12,,0.0338,0.0147,0.34,0.0015
2024-06-29:14,14,10,0.0391,0.0121,0.33,0.0014
2024-06-29:13,6,,0.0410,0.0087,0.34,0.0015
2024-06-29:12,16,10,0.0420,0.0088,0.34,0.0015
2024-06-29:11,13,6,0.0425,0.0068,0.35,0.0014
2024-06-29:10,16,6,0.0400,0.0096,0.38,0.0015
2024-06-29:09,14,6,0.0357,0.0132,0.35,0.0016
2024-06-29:08,6,6,0.0381,0.0086,0.36,0.0015
2024-06-29:07,8,,0.0391,0.0073,0.31,0.0015
2024-06-29:06,9,8,0.0384,0.0066,0.29,0.0014
2024-06-29:05,8,,0.0424,0.0042,0.29,0.0013
2024-06-29:04,9,9,0.0394,0.0067,0.28,0.0015
2024-06-29:03,12,9,0.0411,0.0059,0.30,0.0015
2024-06-29:02,12,11,0.0409,0.0059,0.30,0.0015
2024-06-29:01,12,9,0.0430,0.0065,0.29,0.0015
2024-06-28:24,10,10,0.0433,0.0069,0.31,0.0016
2024-06-28:23,10,8,0.0431,0.0066,0.32,0.0015
2024-06-28:22,10,,0.0418,0.0064,0.31,0.0016
2024-06-28:21,6,,0.0424,0.0070,0.27,0.0016
2024-06-28:20,8,5,0.0426,0.0087,0.26,0.0015
2024-06-28:19,12,9,0.0459,0.0112,0.27,0.0016
2024-06-28:18,10,,0.0488,0.0139,0.26,0.0018
2024-06-28:17,15,12,0.0474,0.0175,,0.0019
2024-06-28:16,16,10,0.0549,0.0088,,0.0018
2024-06-28:15,15,11,0.0564,0.0065,,0.0017
2024-06-28:14,10,9,0.0505,0.0058,,0.0017
2024-06-28:13,9,,0.0472,0.0061,,0.0020
2024-06-28:12,8,,0.0458,0.0097,,0.0024
2024-06-28:11,27,20,0.0344,0.0225,,0.0025
2024-06-28:10,41,21,0.0349,0.0205,,0.0020
2024-06-28:09,38,24,0.0267,0.0229,,0.0021
2024-06-28:08,36,23,0.0205,0.0178,,0.0019
2024-06-28:07,41,22,0.0186,0.0156,,0.0017
2024-06-28:06,37,24,0.0195,0.0147,,0.0017
2024-06-28:05,35,28,0.0139,0.0143,,0.0017
2024-06-28:04,31,26,0.0235,0.0113,,0.0018
2024-06-28:03,35,28,0.0232,0.0121,,0.0017
2024-06-28:02,29,22,0.0202,0.0133,,0.0016
2024-06-28:01,36,26,0.0141,0.0282,,0.0019
2024-06-27:24,32,19,0.0221,0.0180,,0.0017
2024-06-27:23,25,18,0.0298,0.0163,,0.0015
2024-06-27:22,25,,0.0354,0.0168,,0.0016
2024-06-27:21,18,13,0.0416,0.0141,,0.0016
2024-06-27:20,33,19,0.0388,0.0218,,0.0018
2024-06-27:19,33,20,0.0320,0.0266,,0.0020
2024-06-27:18,31,21,0.0349,0.0260,,0.0020
2024-06-27:17,31,14,0.0377,0.0259,,0.0020
2024-06-27:16,,,,,,
2024-06-27:15,,,,,,
2024-06-27:14,,,,,,
2024-06-27:13,,,,,,
2024-06-27:12,,,,,,
2024-06-27:11,,,,,,
2024-06-27:10,,,,,,
2024-06-27:09,44,16,0.0127,0.0381,0.43,0.0029
2024-06-27:08,52,32,0.0107,0.0347,0.40,0.0023
2024-06-27:07,41,29,0.0172,0.0243,0.37,0.0018
2024-06-27:06,36,19,0.0179,0.0237,0.35,0.0018
2024-06-27:05,42,29,0.0080,0.0374,0.53,0.0018
2024-06-27:04,30,29,0.0198,0.0254,0.34,0.0018
2024-06-27:03,27,27,0.0270,0.0181,0.31,0.0018
2024-06-27:02,34,25,0.0181,0.0306,0.41,0.0019
2024-06-27:01,37,33,0.0275,0.0256,0.31,0.0020
2024-06-26:24,35,24,0.0332,0.0274,0.27,0.0022
2024-06-26:23,35,24,0.0451,0.0196,0.25,0.0022
