마산항 ( 경상남도 창원시 성산구 적현로 424 (귀곡동) ),,,,,,,,,,,,
,,,,,,,,,,,,
날짜,PM10,,PM2.5,,오존,,이산화질소,,일산화탄소,,아황산가스,
(년-월-일:시),(㎍/㎥),,(㎍/㎥),,(ppm),,(ppm),,(ppm),,(ppm),
,등급,1시간,등급,1시간,등급,1시간,등급,1시간,등급,1시간,등급,1시간
2024-04-20:20,좋음,3,,,보통,0.0396,좋음,0.0091,좋음,0.20,좋음,0.0016
2024-04-20:19,좋음,5,,,보통,0.0432,좋음,0.0057,좋음,0.17,좋음,0.0016
2024-04-20:18,좋음,9,좋음,7,보통,0.0494,좋음,0.0044,좋음,0.17,좋음,0.0017
2024-04-20:17,좋음,12,좋음,11,보통,0.0486,좋음,0.0072,좋음,0.23,좋음,0.0017
2024-04-20:16,좋음,12,좋음,11,보통,0.0488,좋음,0.0075,좋음,0.22,좋음,0.0015
2024-04-20:15,보통,63,보통,29,보통,0.0464,좋음,0.0100,좋음,0.23,좋음,0.0020
2024-04-20:14,보통,78,보통,35,보통,0.0438,좋음,0.0136,좋음,0.28,좋음,0.0018
2024-04-20:13,나쁨,93,보통,35,보통,0.0316,좋음,0.0273,좋음,0.34,좋음,0.0018
2024-04-20:12,나쁨,106,나쁨,37,좋음,0.0259,좋음,0.0298,좋음,0.35,좋음,0.0019
2024-04-20:11,나쁨,115,나쁨,36,좋음,0.0265,좋음,0.0266,좋음,0.30,좋음,0.0020
2024-04-20:10,나쁨,124,나쁨,37,좋음,0.0249,좋음,0.0274,좋음,0.31,좋음,0.0023
2024-04-20:09,매우나쁨,157,나쁨,41,좋음,0.0117,보통,0.0483,좋음,0.33,좋음,0.0034
2024-04-20:08,나쁨,109,나쁨,44,좋음,0.0112,보통,0.0444,좋음,0.30,좋음,0.0037
2024-04-20:07,나쁨,101,나쁨,40,좋음,0.0151,보통,0.0323,좋음,0.38,좋음,0.0027
2024-04-20:06,나쁨,94,보통,31,좋음,0.0181,좋음,0.0278,좋음,0.42,좋음,0.0018
2024-04-20:05,나쁨,100,보통,35,좋음,0.0276,좋음,0.0190,좋음,0.35,좋음,0.0019
2024-04-20:04,나쁨,101,나쁨,41,좋음,0.0190,보통,0.0306,좋음,0.71,좋음,0.0018
2024-04-20:03,나쁨,95,나쁨,39,보통,0.0328,좋음,0.0165,좋음,0.30,좋음,0.0018
2024-04-20:02,나쁨,103,나쁨,40,보통,0.0395,좋음,0.0121,좋음,0.34,좋음,0.0020
2024-04-20:01,나쁨,111,나쁨,41,보통,0.0384,좋음,0.0135,좋음,0.36,좋음,0.0018
2024-04-19:24,나쁨,112,나쁨,40,보통,0.0477,좋음,0.0107,좋음,0.33,좋음,0.0019
2024-04-19:23,나쁨,130,나쁨,43,보통,0.0466,좋음,0.0132,좋음,0.39,좋음,0.0021
2024-04-19:22,나쁨,130,나쁨,49,보통,0.0432,좋음,0.0187,좋음,0.42,좋음,0.0025
2024-04-19:21,나쁨,137,나쁨,44,보통,0.0504,좋음,0.0148,좋음,0.32,좋음,0.0022
2024-04-19:20,나쁨,132,나쁨,43,보통,0.0563,좋음,0.0156,좋음,0.35,좋음,0.0023
2024-04-19:19,나쁨,130,보통,32,보통,0.0672,좋음,0.0135,좋음,0.34,좋음,0.0024
2024-04-19:18,나쁨,143,보통,34,보통,0.0779,좋음,0.0128,좋음,0.39,좋음,0.0029
2024-04-19:17,매우나쁨,186,나쁨,47,보통,0.0725,좋음,0.0241,좋음,0.41,좋음,0.0033
2024-04-19:16,매우나쁨,202,나쁨,41,보통,0.0525,보통,0.0376,좋음,0.39,좋음,0.0035
2024-04-19:15,매우나쁨,215,나쁨,46,,,,,,,,
2024-04-19:14,,,,,,,,,,,,
2024-04-19:13,,,,,,,,,,,,
2024-04-19:12,매우나쁨,195,나쁨,66,보통,0.0444,좋음,0.0207,좋음,0.38,좋음,0.0029
2024-04-19:11,매우나쁨,273,매우나쁨,87,좋음,0.0228,보통,0.0435,좋음,0.52,좋음,0.0038
2024-04-19:10,매우나쁨,296,매우나쁨,84,좋음,0.0196,보통,0.0353,좋음,0.43,좋음,0.0033
2024-04-19:09,매우나쁨,333,매우나쁨,95,좋음,0.0150,보통,0.0329,좋음,0.47,좋음,0.0030
2024-04-19:08,매우나쁨,299,매우나쁨,91,좋음,0.0150,좋음,0.0277,좋음,0.43,좋음,0.0026
2024-04-19:07,매우나쁨,284,매우나쁨,85,좋음,0.0051,좋음,0.0297,좋음,0.52,좋음,0.0022
2024-04-19:06,매우나쁨,281,매우나쁨,82,좋음,0.0066,좋음,0.0253,좋음,0.37,좋음,0.0022
2024-04-19:05,매우나쁨,303,,,좋음,0.0055,좋음,0.0280,좋음,0.49,좋음,0.0022
2024-04-19:04,매우나쁨,295,매우나쁨,79,좋음,0.0090,좋음,0.0240,좋음,0.37,좋음,0.0021
2024-04-19:03,매우나쁨,299,매우나쁨,90,좋음,0.0099,좋음,0.0227,좋음,0.34,좋음,0.0019
2024-04-19:02,매우나쁨,317,매우나쁨,91,좋음,0.0093,좋음,0.0233,좋음,0.39,좋음,0.0017
2024-04-19:01,매우나쁨,340,매우나쁨,91,좋음,0.0201,좋음,0.0128,좋음,0.64,좋음,0.0016
2024-04-18:24,매우나쁨,347,매우나쁨,85,좋음,0.0201,좋음,0.0148,좋음,0.42,좋음,0.0017
2024-04-18:23,매우나쁨,338,매우나쁨,83,좋음,0.0234,좋음,0.0139,좋음,0.23,좋음,0.0017
2024-04-18:22,매우나쁨,368,매우나쁨,85,좋음,0.0292,좋음,0.0122,좋음,0.24,좋음,0.0016
2024-04-18:21,매우나쁨,369,매우나쁨,90,보통,0.0339,좋음,0.0118,좋음,0.25,좋음,0.0018
2024-04-18:20,매우나쁨,378,매우나쁨,87,보통,0.0406,좋음,0.0090,좋음,0.24,좋음,0.0019
2024-04-18:19,매우나쁨,368,매우나쁨,85,보통,0.0412,좋음,0.0104,좋음,0.24,좋음,0.0019
2024-04-18:18,매우나쁨,364,매우나쁨,85,보통,0.0452,좋음,0.0103,좋음,0.26,좋음,0.0020
2024-04-18:17,매우나쁨,394,매우나쁨,90,보통,0.0510,좋음,0.0155,좋음,0.26,좋음,0.0026
2024-04-18:16,매우나쁨,454,매우나쁨,92,보통,0.0509,좋음,0.0177,좋음,0.28,좋음,0.0026
2024-04-18:15,매우나쁨,390,매우나쁨,82,보통,0.0410,보통,0.0342,좋음,0.33,좋음,0.0036
2024-04-18:14,매우나쁨,324,매우나쁨,76,좋음,0.0267,나쁨,0.0632,좋음,0.39,좋음,0.0051
2024-04-18:13,매우나쁨,346,나쁨,75,좋음,0.0222,나쁨,0.0681,좋음,0.40,좋음,0.0044
2024-04-18:12,매우나쁨,263,나쁨,68,보통,0.0427,좋음,0.0292,좋음,0.37,좋음,0.0031
2024-04-18:11,매우나쁨,232,나쁨,64,보통,0.0374,좋음,0.0255,좋음,0.35,좋음,0.0028
2024-04-18:10,매우나쁨,239,나쁨,61,좋음,0.0257,좋음,0.0281,좋음,0.38,좋음,0.0029
2024-04-18:09,매우나쁨,260,나쁨,71,좋음,0.0171,보통,0.0305,좋음,0.53,좋음,0.0026
2024-04-18:08,매우나쁨,218,나쁨,61,좋음,0.0077,보통,0.0336,좋음,0.49,좋음,0.0024
2024-04-18:07,매우나쁨,195,나쁨,60,좋음,0.0057,보통,0.0313,좋음,0.52,좋음,0.0018
2024-04-18:06,매우나쁨,210,나쁨,59,좋음,0.0038,보통,0.0350,좋음,0.57,좋음,0.0022
2024-04-18:05,매우나쁨,198,나쁨,58,좋음,0.0083,좋음,0.0285,좋음,0.38,좋음,0.0022
2024-04-18:04,매우나쁨,196,나쁨,57,좋음,0.0076,좋음,0.0288,좋음,0.38,좋음,0.0020
2024-04-18:03,매우나쁨,216,나쁨,58,좋음,0.0039,보통,0.0352,좋음,0.43,좋음,0.0018
2024-04-18:02,매우나쁨,258,나쁨,66,좋음,0.0101,좋음,0.0300,좋음,0.32,좋음,0.0019
2024-04-18:01,매우나쁨,257,나쁨,64,좋음,0.0202,좋음,0.0179,좋음,0.30,좋음,0.0017
2024-04-17:24,매우나쁨,261,나쁨,63,좋음,0.0155,좋음,0.0291,좋음,0.34,좋음,0.0019
2024-04-17:23,매우나쁨,274,나쁨,62,좋음,0.0198,좋음,0.0252,좋음,0.31,좋음,0.0018
2024-04-17:22,매우나쁨,285,나쁨,61,좋음,0.0216,좋음,0.0290,좋음,0.32,좋음,0.0019
2024-04-17:21,매우나쁨,306,나쁨,62,좋음,0.0252,보통,0.0350,좋음,0.31,좋음,0.0022
2024-04-17:20,매우나쁨,300,나쁨,66,좋음,0.0185,보통,0.0473,좋음,0.30,좋음,0.0024
2024-04-17:19,매우나쁨,266,나쁨,62,좋음,0.0277,보통,0.0392,좋음,0.30,좋음,0.0024
2024-04-17:18,매우나쁨,287,나쁨,53,보통,0.0322,보통,0.0350,좋음,0.29,좋음,0.0021
2024-04-17:17,매우나쁨,374,나쁨,69,보통,0.0451,좋음,0.0212,좋음,0.29,좋음,0.0025
2024-04-17:16,매우나쁨,330,나쁨,72,보통,0.0501,좋음,0.0188,좋음,0.28,좋음,0.0026
2024-04-17:15,매우나쁨,318,나쁨,65,보통,0.0461,좋음,0.0270,좋음,0.31,좋음,0.0041
2024-04-17:14,매우나쁨,313,나쁨,62,보통,0.0401,보통,0.0311,좋음,0.30,좋음,0.0048
2024-04-17:13,매우나쁨,296,나쁨,63,좋음,0.0264,보통,0.0378,좋음,0.33,좋음,0.0064
2024-04-17:12,매우나쁨,263,나쁨,56,좋음,0.0217,보통,0.0350,좋음,0.37,좋음,0.0029
2024-04-17:11,매우나쁨,252,나쁨,50,좋음,0.0259,좋음,0.0276,좋음,0.32,좋음,0.0022
2024-04-17:10,매우나쁨,231,나쁨,50,좋음,0.0263,좋음,0.0271,좋음,0.34,좋음,0.0024
2024-04-17:09,매우나쁨,218,나쁨,51,좋음,0.0290,좋음,0.0227,좋음,0.34,좋음,0.0027
2024-04-17:08,매우나쁨,178,나쁨,43,좋음,0.0297,좋음,0.0199,좋음,0.34,좋음,0.0024
2024-04-17:07,매우나쁨,175,나쁨,39,좋음,0.0298,좋음,0.0172,좋음,0.34,좋음,0.0023
2024-04-17:06,매우나쁨,173,나쁨,42,보통,0.0308,좋음,0.0156,좋음,0.34,좋음,0.0022
2024-04-17:05,매우나쁨,170,보통,29,보통,0.0358,좋음,0.0121,좋음,0.33,좋음,0.0022
2024-04-17:04,매우나쁨,160,나쁨,38,보통,0.0312,좋음,0.0173,좋음,0.38,좋음,0.0023
2024-04-17:03,나쁨,147,나쁨,41,좋음,0.0181,보통,0.0338,좋음,0.44,좋음,0.0024
2024-04-17:02,나쁨,142,나쁨,36,좋음,0.0166,보통,0.0312,좋음,0.42,좋음,0.0020
2024-04-17:01,나쁨,115,나쁨,40,좋음,0.0169,좋음,0.0264,좋음,0.36,좋음,0.0019
2024-04-16:24,나쁨,113,나쁨,38,좋음,0.0112,보통,0.0321,좋음,0.32,좋음,0.0020
2024-04-16:23,나쁨,117,보통,32,좋음,0.0159,좋음,0.0279,좋음,0.34,좋음,0.0020
2024-04-16:22,나쁨,111,보통,31,좋음,0.0253,좋음,0.0157,좋음,0.30,좋음,0.0018
2024-04-16:21,나쁨,117,보통,34,보통,0.0330,좋음,0.0118,좋음,0.25,좋음,0.0017
2024-04-16:20,보통,78,보통,29,보통,0.0332,좋음,0.0126,좋음,0.30,,
2024-04-16:19,보통,32,보통,27,보통,0.0467,좋음,0.0091,좋음,0.28,,
2024-04-16:18,보통,48,보통,26,보통,0.0482,좋음,0.0169,좋음,0.31,좋음,0.0021
2024-04-16:17,나쁨,88,보통,25,보통,0.0373,좋음,0.0303,좋음,0.32,좋음,0.0027
2024-04-16:16,나쁨,84,보통,29,보통,0.0362,보통,0.0401,좋음,0.32,좋음,0.0028
2024-04-16:15,나쁨,100,보통,26,보통,0.0393,보통,0.0319,좋음,0.31,좋음,0.0022
2024-04-16:14,나쁨,127,보통,35,보통,0.0315,보통,0.0369,좋음,0.31,좋음,0.0025
2024-04-16:13,보통,55,보통,26,보통,0.0327,좋음,0.0291,좋음,0.32,좋음,0.0024
2024-04-16:12,나쁨,88,나쁨,40,좋음,0.0287,좋음,0.0277,좋음,0.40,좋음,0.0026
2024-04-16:11,나쁨,89,나쁨,43,좋음,0.0293,좋음,0.0173,좋음,0.49,좋음,0.0026
2024-04-16:10,나쁨,96,나쁨,43,좋음,0.0202,좋음,0.0227,좋음,0.56,좋음,0.0028
2024-04-16:09,나쁨,104,나쁨,47,좋음,0.0130,좋음,0.0283,좋음,0.62,좋음,0.0030
2024-04-16:08,보통,70,나쁨,43,좋음,0.0143,좋음,0.0285,좋음,0.68,좋음,0.0025
2024-04-16:07,보통,51,나쁨,37,좋음,0.0193,좋음,0.0143,좋음,0.58,좋음,0.0018
2024-04-16:06,좋음,28,보통,24,보통,0.0320,좋음,0.0064,좋음,0.38,좋음,0.0017
2024-04-16:05,좋음,21,,,보통,0.0322,좋음,0.0064,좋음,0.25,좋음,0.0016
2024-04-16:04,좋음,19,좋음,13,좋음,0.0287,좋음,0.0082,좋음,0.26,좋음,0.0015
2024-04-16:03,좋음,17,보통,17,좋음,0.0267,좋음,0.0088,좋음,0.26,좋음,0.0016
2024-04-16:02,좋음,27,보통,17,좋음,0.0164,좋음,0.0110,좋음,0.28,좋음,0.0016
2024-04-16:01,보통,32,보통,21,좋음,0.0202,좋음,0.0098,좋음,0.25,좋음,0.0015
2024-04-15:24,좋음,22,좋음,15,좋음,0.0141,좋음,0.0158,좋음,0.31,좋음,0.0016
2024-04-15:23,좋음,24,좋음,14,좋음,0.0229,좋음,0.0109,좋음,0.25,좋음,0.0016
2024-04-15:22,좋음,22,좋음,12,좋음,0.0219,좋음,0.0145,좋음,0.24,좋음,0.0017
2024-04-15:21,좋음,6,,,좋음,0.0227,좋음,0.0172,좋음,0.24,좋음,0.0016
2024-04-15:20,좋음,5,,,좋음,0.0283,좋음,0.0128,좋음,0.22,좋음,0.0016
2024-04-15:19,좋음,3,,,좋음,0.0283,좋음,0.0198,좋음,0.21,좋음,0.0017
2024-04-15:18,좋음,2,,,보통,0.0321,좋음,0.0172,좋음,0.22,좋음,0.0017
2024-04-15:17,좋음,4,,,좋음,0.0272,좋음,0.0257,좋음,0.24,좋음,0.0019
2024-04-15:16,좋음,7,,,좋음,0.0172,보통,0.0412,좋음,0.26,좋음,0.0021
2024-04-15:15,좋음,8,,,좋음,0.0170,보통,0.0393,좋음,0.25,좋음,0.0022
2024-04-15:14,좋음,5,,,보통,0.0352,좋음,0.0190,좋음,0.24,좋음,0.0019
2024-04-15:13,좋음,7,,,보통,0.0378,좋음,0.0167,좋음,0.23,좋음,0.0018
2024-04-15:12,좋음,10,,,보통,0.0369,좋음,0.0177,좋음,0.24,좋음,0.0017
2024-04-15:11,좋음,15,,,좋음,0.0273,좋음,0.0255,좋음,0.25,좋음,0.0018
2024-04-15:10,보통,33,보통,28,좋음,0.0180,보통,0.0393,좋음,0.31,좋음,0.0023
2024-04-15:09,좋음,29,보통,25,좋음,0.0159,보통,0.0396,좋음,0.33,좋음,0.0025
2024-04-15:08,보통,34,보통,29,좋음,0.0118,보통,0.0405,좋음,0.33,좋음,0.0024
2024-04-15:07,보통,31,보통,26,좋음,0.0142,보통,0.0336,좋음,0.31,좋음,0.0022
2024-04-15:06,좋음,28,보통,26,좋음,0.0125,좋음,0.0284,좋음,0.29,좋음,0.0019
2024-04-15:05,좋음,23,보통,20,좋음,0.0151,좋음,0.0228,좋음,0.29,좋음,0.0018
2024-04-15:04,좋음,21,,,좋음,0.0185,좋음,0.0196,좋음,0.28,좋음,0.0018
2024-04-15:03,좋음,21,,,좋음,0.0233,좋음,0.0158,좋음,0.30,좋음,0.0018
2024-04-15:02,좋음,18,,,좋음,0.0248,좋음,0.0156,좋음,0.30,좋음,0.0018
2024-04-15:01,좋음,25,보통,19,좋음,0.0271,좋음,0.0166,좋음,0.30,좋음,0.0019
2024-04-14:24,좋음,24,,,좋음,0.0291,좋음,0.0190,좋음,0.30,좋음,0.0020
2024-04-14:23,좋음,21,,,좋음,0.0297,좋음,0.0185,좋음,0.31,좋음,0.0021
2024-04-14:22,좋음,24,보통,22,좋음,0.0288,좋음,0.0240,좋음,0.34,좋음,0.0023
2024-04-14:21,좋음,29,보통,20,좋음,0.0296,좋음,0.0288,좋음,0.37,좋음,0.0027
2024-04-14:20,보통,31,보통,24,보통,0.0412,좋음,0.0213,좋음,0.36,좋음,0.0025
2024-04-14:19,좋음,25,보통,23,보통,0.0445,좋음,0.0217,좋음,0.32,좋음,0.0027
2024-04-14:18,좋음,26,보통,25,보통,0.0478,좋음,0.0189,좋음,0.32,좋음,0.0031
2024-04-14:17,보통,32,보통,25,보통,0.0455,좋음,0.0263,좋음,0.30,좋음,0.0032
2024-04-14:16,좋음,28,보통,20,보통,0.0545,좋음,0.0162,좋음,0.31,좋음,0.0026
2024-04-14:15,좋음,29,보통,21,보통,0.0532,좋음,0.0150,좋음,0.28,좋음,0.0028
2024-04-14:14,보통,31,보통,17,보통,0.0333,보통,0.0346,좋음,0.26,좋음,0.0031
2024-04-14:13,보통,34,보통,19,보통,0.0339,좋음,0.0239,좋음,0.25,좋음,0.0024
2024-04-14:12,좋음,25,,,좋음,0.0296,좋음,0.0247,좋음,0.28,좋음,0.0024
2024-04-14:11,좋음,28,보통,23,좋음,0.0280,좋음,0.0239,좋음,0.36,좋음,0.0028
2024-04-14:10,보통,32,보통,25,좋음,0.0242,좋음,0.0213,좋음,0.38,좋음,0.0029
2024-04-14:09,보통,42,보통,31,좋음,0.0160,좋음,0.0258,좋음,0.47,좋음,0.0037
2024-04-14:08,보통,43,보통,33,좋음,0.0055,보통,0.0338,좋음,0.69,좋음,0.0043
2024-04-14:07,보통,45,보통,32,좋음,0.0034,보통,0.0353,좋음,0.84,좋음,0.0035
2024-04-14:06,좋음,28,보통,27,좋음,0.0030,보통,0.0335,좋음,0.53,좋음,0.0028
2024-04-14:05,보통,41,보통,26,좋음,0.0030,보통,0.0366,좋음,0.41,좋음,0.0029
2024-04-14:04,좋음,25,,,좋음,0.0033,보통,0.0363,좋음,0.37,좋음,0.0022
2024-04-14:03,좋음,21,,,좋음,0.0066,보통,0.0313,좋음,0.28,좋음,0.0020
2024-04-14:02,보통,35,보통,29,좋음,0.0035,보통,0.0408,좋음,0.37,좋음,0.0028
2024-04-14:01,좋음,27,,,좋음,0.0047,보통,0.0403,좋음,0.33,좋음,0.0025
2024-04-13:24,좋음,27,,,좋음,0.0068,보통,0.0386,좋음,0.31,좋음,0.0020
2024-04-13:23,보통,32,보통,26,좋음,0.0078,보통,0.0391,좋음,0.31,좋음,0.0021
2024-04-13:22,좋음,26,보통,23,좋음,0.0221,좋음,0.0218,좋음,0.27,좋음,0.0019
2024-04-13:21,좋음,18,,,좋음,0.0184,보통,0.0327,좋음,0.25,좋음,0.0020
2024-04-13:20,좋음,23,보통,19,좋음,0.0206,보통,0.0336,좋음,0.24,좋음,0.0021
2024-04-13:19,좋음,15,,,보통,0.0340,좋음,0.0204,좋음,0.22,좋음,0.0023
2024-04-13:18,좋음,30,보통,20,보통,0.0336,좋음,0.0242,좋음,0.26,좋음,0.0023
2024-04-13:17,보통,31,보통,20,보통,0.0411,좋음,0.0206,좋음,0.24,좋음,0.0023
2024-04-13:16,보통,50,보통,23,보통,0.0439,좋음,0.0293,좋음,0.25,좋음,0.0029
2024-04-13:15,보통,50,보통,24,보통,0.0570,좋음,0.0176,좋음,0.25,좋음,0.0022
2024-04-13:14,보통,61,보통,22,보통,0.0524,좋음,0.0246,좋음,0.29,좋음,0.0025
2024-04-13:13,보통,51,보통,26,보통,0.0526,좋음,0.0202,좋음,0.28,좋음,0.0024
2024-04-13:12,보통,46,보통,31,보통,0.0314,보통,0.0347,좋음,0.34,좋음,0.0032
2024-04-13:11,보통,48,보통,35,좋음,0.0215,보통,0.0354,좋음,0.43,좋음,0.0039
2024-04-13:10,보통,54,나쁨,44,좋음,0.0154,보통,0.0426,좋음,0.54,좋음,0.0035
2024-04-13:09,보통,51,나쁨,36,좋음,0.0130,보통,0.0355,좋음,0.47,좋음,0.0037
2024-04-13:08,보통,52,보통,35,좋음,0.0075,보통,0.0305,좋음,0.51,좋음,0.0033
2024-04-13:07,보통,46,보통,33,좋음,0.0045,좋음,0.0281,좋음,0.45,좋음,0.0024
2024-04-13:06,보통,39,보통,27,좋음,0.0031,좋음,0.0303,좋음,0.41,좋음,0.0022
2024-04-13:05,보통,52,보통,29,좋음,0.0034,좋음,0.0301,좋음,0.44,좋음,0.0026
2024-04-13:04,보통,80,보통,28,좋음,0.0029,보통,0.0324,좋음,0.56,좋음,0.0025
2024-04-13:03,나쁨,84,보통,33,좋음,0.0029,보통,0.0353,좋음,0.44,좋음,0.0026
2024-04-13:02,보통,80,보통,31,좋음,0.0031,보통,0.0358,좋음,0.39,좋음,0.0025
2024-04-13:01,보통,72,보통,23,좋음,0.0070,보통,0.0310,좋음,0.34,좋음,0.0020
2024-04-12:24,보통,47,보통,23,좋음,0.0075,보통,0.0353,좋음,0.29,좋음,0.0022
2024-04-12:23,보통,37,보통,22,좋음,0.0059,보통,0.0401,좋음,0.33,좋음,0.0023
2024-04-12:22,좋음,18,,,좋음,0.0197,좋음,0.0258,좋음,0.26,좋음,0.0019
2024-04-12:21,좋음,20,보통,18,좋음,0.0196,보통,0.0312,좋음,0.26,좋음,0.0023
2024-04-12:20,좋음,22,보통,21,좋음,0.0201,보통,0.0361,좋음,0.22,좋음,0.0023
2024-04-12:19,보통,34,보통,29,좋음,0.0186,보통,0.0416,좋음,0.26,좋음,0.0025
2024-04-12:18,보통,37,보통,28,보통,0.0338,좋음,0.0290,좋음,0.26,좋음,0.0021
2024-04-12:17,보통,44,보통,21,보통,0.0326,좋음,0.0291,좋음,0.26,좋음,0.0023
2024-04-12:16,보통,51,보통,29,좋음,0.0236,보통,0.0583,좋음,0.29,좋음,0.0046
2024-04-12:15,나쁨,145,보통,29,보통,0.0371,보통,0.0427,좋음,0.30,좋음,0.0030
2024-04-12:14,보통,66,보통,29,좋음,0.0206,보통,0.0604,좋음,0.40,좋음,0.0034
2024-04-12:13,보통,52,보통,35,보통,0.0432,좋음,0.0229,좋음,0.34,좋음,0.0027
2024-04-12:12,보통,73,나쁨,36,보통,0.0323,좋음,0.0251,좋음,0.38,좋음,0.0026
2024-04-12:11,보통,61,보통,34,좋음,0.0292,좋음,0.0236,좋음,0.42,좋음,0.0033
2024-04-12:10,나쁨,83,나쁨,42,좋음,0.0205,좋음,0.0267,좋음,0.42,좋음,0.0032
2024-04-12:09,보통,74,나쁨,46,좋음,0.0127,좋음,0.0280,좋음,0.41,좋음,0.0033
2024-04-12:08,보통,71,나쁨,53,좋음,0.0083,좋음,0.0290,좋음,0.39,좋음,0.0032
2024-04-12:07,보통,63,나쁨,43,좋음,0.0044,좋음,0.0297,좋음,0.45,좋음,0.0033
2024-04-12:06,보통,48,나쁨,42,좋음,0.0040,보통,0.0309,좋음,0.42,좋음,0.0025
2024-04-12:05,보통,49,보통,33,좋음,0.0033,보통,0.0325,좋음,0.47,좋음,0.0027
2024-04-12:04,보통,45,나쁨,38,좋음,0.0031,좋음,0.0296,좋음,0.97,좋음,0.0023
2024-04-12:03,보통,34,,,좋음,0.0031,보통,0.0330,좋음,0.51,좋음,0.0022
2024-04-12:02,보통,46,보통,27,좋음,0.0040,보통,0.0337,좋음,0.55,좋음,0.0020
2024-04-12:01,보통,39,보통,27,좋음,0.0112,좋음,0.0268,좋음,0.32,좋음,0.0017
2024-04-11:24,보통,32,보통,22,좋음,0.0153,좋음,0.0241,좋음,0.35,좋음,0.0018
2024-04-11:23,보통,35,보통,22,좋음,0.0188,좋음,0.0234,좋음,0.30,좋음,0.0016
2024-04-11:22,보통,33,보통,22,좋음,0.0284,좋음,0.0167,좋음,0.25,좋음,0.0018
2024-04-11:21,보통,53,보통,22,좋음,0.0184,보통,0.0338,좋음,0.25,좋음,0.0023
2024-04-11:20,,,보통,22,좋음,0.0187,보통,0.0342,좋음,0.24,좋음,0.0022
2024-04-11:19,,,보통,18,좋음,0.0290,좋음,0.0247,좋음,0.24,좋음,0.0024
2024-04-11:18,,,보통,25,보통,0.0331,좋음,0.0206,좋음,0.26,좋음,0.0024
2024-04-11:17,,,보통,25,보통,0.0341,좋음,0.0222,좋음,0.25,좋음,0.0025
2024-04-11:16,,,보통,23,보통,0.0309,좋음,0.0267,좋음,0.24,좋음,0.0029
2024-04-11:15,,,보통,22,보통,0.0342,좋음,0.0239,좋음,0.24,좋음,0.0028
2024-04-11:14,,,보통,24,보통,0.0413,좋음,0.0135,좋음,0.22,좋음,0.0024
2024-04-11:13,,,보통,19,보통,0.0352,좋음,0.0213,좋음,0.22,좋음,0.0027
2024-04-11:12,,,보통,20,,,,,,,,
2024-04-11:11,,,,,,,,,,,,
2024-04-11:10,,,,,,,,,,,,
2024-04-11:09,,,,,좋음,0.0067,보통,0.0415,좋음,0.56,좋음,0.0054
2024-04-11:08,,,보통,32,좋음,0.0057,보통,0.0376,좋음,0.52,좋음,0.0046
2024-04-11:07,,,보통,24,좋음,0.0052,보통,0.0348,좋음,0.45,좋음,0.0031
2024-04-11:06,,,보통,20,좋음,0.0052,보통,0.0366,좋음,0.36,좋음,0.0026
2024-04-11:05,,,보통,19,좋음,0.0112,좋음,0.0282,좋음,0.30,좋음,0.0025
2024-04-11:04,,,보통,21,좋음,0.0181,좋음,0.0195,좋음,0.30,좋음,0.0018
2024-04-11:03,,,좋음,11,좋음,0.0234,좋음,0.0144,좋음,0.25,좋음,0.0017
2024-04-11:02,,,좋음,2,좋음,0.0258,좋음,0.0129,좋음,0.21,좋음,0.0016
2024-04-11:01,,,,,좋음,0.0192,좋음,0.0230,좋음,0.21,좋음,0.0021
2024-04-10:24,,,좋음,11,좋음,0.0242,좋음,0.0159,좋음,0.43,좋음,0.0016
2024-04-10:23,,,좋음,13,좋음,0.0259,좋음,0.0181,좋음,0.20,좋음,0.0017
2024-04-10:22,,,좋음,11,좋음,0.0292,좋음,0.0192,좋음,0.22,좋음,0.0018
2024-04-10:21,보통,53,좋음,11,보통,0.0344,좋음,0.0139,좋음,0.21,좋음,0.0017
2024-04-10:20,,,좋음,12,보통,0.0374,좋음,0.0109,좋음,0.20,좋음,0.0017
2024-04-10:19,,,좋음,11,보통,0.0414,좋음,0.0082,좋음,0.20,좋음,0.0016
2024-04-10:18,,,좋음,11,보통,0.0466,좋음,0.0077,좋음,0.21,좋음,0.0016
2024-04-10:17,,,좋음,9,보통,0.0489,좋음,0.0084,좋음,0.22,좋음,0.0019
2024-04-10:16,,,좋음,15,보통,0.0437,좋음,0.0145,좋음,0.23,좋음,0.0026
2024-04-10:15,,,보통,16,보통,0.0389,좋음,0.0251,좋음,0.23,좋음,0.0035
2024-04-10:14,,,보통,18,보통,0.0387,좋음,0.0200,좋음,0.26,좋음,0.0033
2024-04-10:13,,,보통,19,보통,0.0319,좋음,0.0264,좋음,0.29,좋음,0.0028
2024-04-10:12,,,보통,22,좋음,0.0295,좋음,0.0248,좋음,0.32,좋음,0.0025
2024-04-10:11,,,보통,19,보통,0.0366,좋음,0.0151,좋음,0.29,좋음,0.0028
2024-04-10:10,,,보통,18,좋음,0.0263,좋음,0.0221,좋음,0.34,좋음,0.0036
2024-04-10:09,,,보통,16,좋음,0.0219,좋음,0.0245,좋음,0.26,좋음,0.0029
2024-04-10:08,,,좋음,12,좋음,0.0193,좋음,0.0226,좋음,0.26,좋음,0.0027
2024-04-10:07,,,보통,19,좋음,0.0171,좋음,0.0216,좋음,0.27,좋음,0.0020
