마산항 ( 경상남도 창원시 성산구 적현로 424 (귀곡동) ),,,,,,,,,,,,
,,,,,,,,,,,,
날짜,PM10,,PM2.5,,오존,,이산화질소,,일산화탄소,,아황산가스,
(년-월-일:시),(㎍/㎥),,(㎍/㎥),,(ppm),,(ppm),,(ppm),,(ppm),
,등급,1시간,등급,1시간,등급,1시간,등급,1시간,등급,1시간,등급,1시간
2024-04-10:06,,,보통,20,좋음,0.0213,좋음,0.0169,좋음,0.26,좋음,0.0020
2024-04-10:05,,,보통,20,좋음,0.0253,좋음,0.0136,좋음,0.29,좋음,0.0019
2024-04-10:04,,,보통,16,좋음,0.0292,좋음,0.0122,좋음,0.23,좋음,0.0021
2024-04-10:03,,,좋음,13,좋음,0.0274,좋음,0.0127,좋음,0.36,좋음,0.0018
2024-04-10:02,,,보통,17,좋음,0.0263,좋음,0.0140,좋음,0.28,좋음,0.0017
2024-04-10:01,,,보통,20,좋음,0.0290,좋음,0.0135,좋음,0.25,좋음,0.0017
2024-04-09:24,,,보통,17,보통,0.0329,좋음,0.0089,좋음,0.24,좋음,0.0015
2024-04-09:23,,,보통,17,보통,0.0345,좋음,0.0093,좋음,0.24,좋음,0.0015
2024-04-09:22,,,보통,19,좋음,0.0267,좋음,0.0169,좋음,0.26,좋음,0.0015
2024-04-09:21,보통,53,보통,18,보통,0.0324,좋음,0.0120,좋음,0.25,좋음,0.0015
2024-04-09:20,,,보통,19,좋음,0.0295,좋음,0.0177,좋음,0.26,좋음,0.0017
2024-04-09:19,,,좋음,15,보통,0.0381,좋음,0.0104,좋음,0.25,좋음,0.0016
2024-04-09:18,,,보통,20,보통,0.0432,좋음,0.0082,좋음,0.25,좋음,0.0015
2024-04-09:17,,,보통,21,보통,0.0413,좋음,0.0134,좋음,0.26,좋음,0.0019
2024-04-09:16,,,보통,23,보통,0.0416,좋음,0.0202,좋음,0.27,좋음,0.0024
2024-04-09:15,,,보통,26,좋음,0.0256,보통,0.0450,좋음,0.29,좋음,0.0038
2024-04-09:14,,,보통,17,보통,0.0442,좋음,0.0172,좋음,0.25,좋음,0.0022
2024-04-09:13,,,보통,19,보통,0.0369,좋음,0.0217,좋음,0.25,좋음,0.0021
2024-04-09:12,,,보통,22,보통,0.0367,좋음,0.0195,좋음,0.25,좋음,0.0020
2024-04-09:11,,,보통,16,보통,0.0356,좋음,0.0182,좋음,0.25,좋음,0.0023
2024-04-09:10,,,보통,22,보통,0.0330,좋음,0.0251,좋음,0.25,좋음,0.0023
2024-04-09:09,,,보통,24,보통,0.0356,좋음,0.0210,좋음,0.26,좋음,0.0027
2024-04-09:08,,,보통,32,보통,0.0379,좋음,0.0236,좋음,0.33,좋음,0.0025
2024-04-09:07,,,보통,25,좋음,0.0275,좋음,0.0295,좋음,0.33,좋음,0.0025
2024-04-09:06,,,보통,16,좋음,0.0176,보통,0.0320,좋음,0.25,좋음,0.0018
2024-04-09:05,,,좋음,9,보통,0.0350,좋음,0.0130,좋음,0.24,좋음,0.0017
2024-04-09:04,,,좋음,15,보통,0.0439,좋음,0.0086,좋음,0.22,좋음,0.0017
2024-04-09:03,,,좋음,12,보통,0.0498,좋음,0.0086,좋음,0.23,좋음,0.0020
2024-04-09:02,,,보통,17,보통,0.0417,좋음,0.0182,좋음,0.23,좋음,0.0021
2024-04-09:01,,,보통,25,보통,0.0420,좋음,0.0146,좋음,0.25,좋음,0.0023
2024-04-08:24,,,보통,29,좋음,0.0173,보통,0.0503,좋음,0.34,좋음,0.0043
2024-04-08:23,,,보통,29,좋음,0.0253,보통,0.0350,좋음,0.41,좋음,0.0029
2024-04-08:22,,,보통,25,보통,0.0305,보통,0.0321,좋음,0.33,좋음,0.0028
2024-04-08:21,보통,53,보통,25,보통,0.0423,좋음,0.0271,좋음,0.34,좋음,0.0035
2024-04-08:20,,,나쁨,37,보통,0.0407,보통,0.0443,좋음,0.37,좋음,0.0050
2024-04-08:19,,,나쁨,38,보통,0.0526,보통,0.0450,좋음,0.39,좋음,0.0055
2024-04-08:18,,,나쁨,44,보통,0.0340,나쁨,0.0676,좋음,0.43,좋음,0.0054
2024-04-08:17,,,나쁨,56,보통,0.0340,나쁨,0.0712,좋음,0.43,좋음,0.0046
2024-04-08:16,,,나쁨,50,보통,0.0358,나쁨,0.0613,좋음,0.43,좋음,0.0055
2024-04-08:15,,,나쁨,56,좋음,0.0105,나쁨,0.0837,좋음,0.52,좋음,0.0077
2024-04-08:14,,,나쁨,48,좋음,0.0199,나쁨,0.0681,좋음,0.55,좋음,0.0043
2024-04-08:13,,,나쁨,38,보통,0.0405,보통,0.0417,좋음,0.38,좋음,0.0029
2024-04-08:12,,,나쁨,40,보통,0.0459,보통,0.0308,좋음,0.39,좋음,0.0027
2024-04-08:11,,,나쁨,42,보통,0.0400,좋음,0.0298,좋음,0.37,좋음,0.0029
2024-04-08:10,,,보통,31,보통,0.0330,좋음,0.0292,좋음,0.39,좋음,0.0031
2024-04-08:09,,,보통,30,보통,0.0353,좋음,0.0251,좋음,0.43,좋음,0.0028
2024-04-08:08,,,나쁨,38,좋음,0.0165,보통,0.0475,좋음,0.75,좋음,0.0032
2024-04-08:07,,,보통,34,좋음,0.0062,보통,0.0461,좋음,0.80,좋음,0.0027
2024-04-08:06,,,보통,32,좋음,0.0117,보통,0.0359,좋음,0.55,좋음,0.0026
2024-04-08:05,,,나쁨,48,좋음,0.0035,보통,0.0460,좋음,0.95,좋음,0.0030
2024-04-08:04,,,나쁨,41,좋음,0.0114,보통,0.0396,좋음,1.03,좋음,0.0027
2024-04-08:03,,,나쁨,38,좋음,0.0089,보통,0.0466,좋음,0.59,좋음,0.0027
2024-04-08:02,,,나쁨,45,좋음,0.0034,보통,0.0594,좋음,0.47,좋음,0.0031
2024-04-08:01,,,나쁨,50,좋음,0.0034,나쁨,0.0648,좋음,0.48,좋음,0.0032
2024-04-07:24,,,나쁨,39,좋음,0.0166,보통,0.0436,좋음,0.41,좋음,0.0023
2024-04-07:23,,,나쁨,38,보통,0.0334,좋음,0.0260,좋음,0.38,좋음,0.0024
2024-04-07:22,,,보통,35,보통,0.0387,좋음,0.0233,좋음,0.37,좋음,0.0023
2024-04-07:21,보통,53,나쁨,36,보통,0.0449,좋음,0.0279,좋음,0.36,좋음,0.0029
2024-04-07:20,보통,50,나쁨,39,보통,0.0506,좋음,0.0295,좋음,0.36,좋음,0.0028
2024-04-07:19,보통,45,보통,27,보통,0.0500,좋음,0.0275,좋음,0.32,좋음,0.0024
2024-04-07:18,보통,48,보통,28,보통,0.0514,좋음,0.0223,좋음,0.32,좋음,0.0022
2024-04-07:17,보통,41,보통,25,보통,0.0553,좋음,0.0168,좋음,0.30,좋음,0.0023
2024-04-07:16,보통,52,보통,26,보통,0.0625,좋음,0.0120,좋음,0.31,좋음,0.0022
2024-04-07:15,보통,56,보통,28,보통,0.0658,좋음,0.0113,좋음,0.33,좋음,0.0023
2024-04-07:14,보통,60,보통,35,보통,0.0658,좋음,0.0153,좋음,0.37,좋음,0.0025
2024-04-07:13,보통,53,보통,31,보통,0.0647,좋음,0.0137,좋음,0.36,좋음,0.0031
2024-04-07:12,보통,51,보통,29,보통,0.0663,좋음,0.0095,좋음,0.36,좋음,0.0027
2024-04-07:11,보통,53,보통,34,보통,0.0630,좋음,0.0100,좋음,0.37,좋음,0.0026
2024-04-07:10,보통,54,보통,30,보통,0.0479,좋음,0.0134,좋음,0.36,좋음,0.0027
2024-04-07:09,보통,56,보통,32,보통,0.0417,좋음,0.0108,좋음,0.38,좋음,0.0024
2024-04-07:08,보통,46,보통,33,좋음,0.0304,좋음,0.0139,좋음,0.50,좋음,0.0021
2024-04-07:07,보통,51,보통,35,좋음,0.0240,좋음,0.0163,좋음,0.61,좋음,0.0021
2024-04-07:06,보통,65,나쁨,40,좋음,0.0167,좋음,0.0241,좋음,0.71,좋음,0.0020
2024-04-07:05,보통,58,나쁨,42,좋음,0.0131,좋음,0.0246,좋음,0.65,좋음,0.0020
2024-04-07:04,보통,58,나쁨,47,좋음,0.0117,좋음,0.0283,좋음,0.68,좋음,0.0021
2024-04-07:03,보통,54,나쁨,36,좋음,0.0114,보통,0.0311,좋음,0.59,좋음,0.0018
2024-04-07:02,보통,49,보통,34,좋음,0.0082,보통,0.0319,좋음,0.49,좋음,0.0018
2024-04-07:01,보통,79,보통,32,좋음,0.0094,보통,0.0316,좋음,0.49,좋음,0.0017
2024-04-06:24,나쁨,81,보통,34,좋음,0.0127,보통,0.0337,좋음,0.51,좋음,0.0018
2024-04-06:23,보통,43,보통,25,좋음,0.0152,보통,0.0313,좋음,0.47,좋음,0.0018
2024-04-06:22,보통,42,보통,30,좋음,0.0237,좋음,0.0247,좋음,0.44,좋음,0.0018
2024-04-06:21,보통,42,보통,24,보통,0.0361,좋음,0.0154,좋음,0.42,좋음,0.0017
2024-04-06:20,보통,46,보통,24,보통,0.0367,좋음,0.0218,좋음,0.41,좋음,0.0019
2024-04-06:19,보통,35,보통,25,보통,0.0489,좋음,0.0154,좋음,0.42,좋음,0.0021
2024-04-06:18,보통,39,보통,24,보통,0.0478,좋음,0.0204,좋음,0.40,좋음,0.0023
2024-04-06:17,보통,44,보통,24,보통,0.0467,좋음,0.0230,좋음,0.38,좋음,0.0027
2024-04-06:16,보통,45,보통,24,보통,0.0431,좋음,0.0252,좋음,0.39,좋음,0.0024
2024-04-06:15,보통,47,보통,25,보통,0.0414,좋음,0.0268,좋음,0.39,좋음,0.0023
2024-04-06:14,보통,48,보통,23,보통,0.0403,좋음,0.0283,좋음,0.39,좋음,0.0021
2024-04-06:13,보통,47,보통,25,보통,0.0459,좋음,0.0193,좋음,0.35,좋음,0.0024
2024-04-06:12,보통,48,보통,23,보통,0.0478,좋음,0.0143,좋음,0.33,좋음,0.0023
2024-04-06:11,보통,48,보통,27,보통,0.0401,좋음,0.0185,좋음,0.36,좋음,0.0025
2024-04-06:10,보통,58,보통,29,보통,0.0319,좋음,0.0217,좋음,0.36,좋음,0.0023
2024-04-06:09,보통,55,보통,33,좋음,0.0244,좋음,0.0217,좋음,0.36,좋음,0.0021
2024-04-06:08,보통,58,보통,34,좋음,0.0092,좋음,0.0294,좋음,0.45,좋음,0.0020
2024-04-06:07,보통,60,보통,27,좋음,0.0081,좋음,0.0278,좋음,0.45,좋음,0.0016
2024-04-06:06,보통,43,보통,26,좋음,0.0048,좋음,0.0273,좋음,0.36,좋음,0.0017
2024-04-06:05,보통,49,보통,29,좋음,0.0081,좋음,0.0257,좋음,0.40,좋음,0.0017
2024-04-06:04,보통,47,보통,26,좋음,0.0078,좋음,0.0283,좋음,0.39,좋음,0.0018
2024-04-06:03,보통,59,보통,22,좋음,0.0129,좋음,0.0238,좋음,0.34,좋음,0.0016
2024-04-06:02,보통,54,보통,19,좋음,0.0230,좋음,0.0159,좋음,0.31,좋음,0.0016
2024-04-06:01,보통,78,보통,20,좋음,0.0295,좋음,0.0139,좋음,0.24,좋음,0.0016
2024-04-05:24,보통,36,보통,19,좋음,0.0301,좋음,0.0126,좋음,0.28,좋음,0.0016
2024-04-05:23,좋음,26,좋음,15,좋음,0.0295,좋음,0.0166,좋음,0.28,좋음,0.0016
2024-04-05:22,보통,40,보통,16,보통,0.0368,좋음,0.0155,좋음,0.26,좋음,0.0017
2024-04-05:21,보통,34,보통,23,보통,0.0388,좋음,0.0165,좋음,0.24,좋음,0.0016
2024-04-05:20,보통,37,보통,17,보통,0.0458,좋음,0.0121,좋음,0.25,좋음,0.0017
2024-04-05:19,보통,31,보통,17,보통,0.0488,좋음,0.0124,좋음,0.22,좋음,0.0017
2024-04-05:18,보통,70,보통,21,보통,0.0483,좋음,0.0188,좋음,0.25,좋음,0.0019
2024-04-05:17,보통,59,좋음,15,보통,0.0522,좋음,0.0165,좋음,0.24,좋음,0.0019
2024-04-05:16,나쁨,86,보통,22,보통,0.0429,좋음,0.0260,좋음,0.26,좋음,0.0021
2024-04-05:15,보통,75,보통,23,보통,0.0458,좋음,0.0220,좋음,0.25,좋음,0.0021
2024-04-05:14,나쁨,131,보통,25,보통,0.0321,보통,0.0379,좋음,0.29,좋음,0.0027
2024-04-05:13,보통,67,보통,23,좋음,0.0283,보통,0.0393,좋음,0.31,좋음,0.0032
2024-04-05:12,나쁨,85,보통,25,보통,0.0370,좋음,0.0244,좋음,0.29,좋음,0.0024
2024-04-05:11,보통,67,보통,23,보통,0.0373,좋음,0.0229,좋음,0.28,좋음,0.0023
2024-04-05:10,보통,58,보통,22,보통,0.0345,좋음,0.0219,좋음,0.28,좋음,0.0021
2024-04-05:09,보통,68,보통,26,좋음,0.0223,좋음,0.0277,좋음,0.32,좋음,0.0020
2024-04-05:08,보통,55,보통,28,좋음,0.0156,보통,0.0341,좋음,0.31,좋음,0.0019
2024-04-05:07,보통,70,보통,26,좋음,0.0200,좋음,0.0268,좋음,0.31,좋음,0.0018
2024-04-05:06,보통,53,보통,18,좋음,0.0258,좋음,0.0213,좋음,0.31,좋음,0.0018
2024-04-05:05,보통,44,보통,20,좋음,0.0254,좋음,0.0206,좋음,0.28,좋음,0.0018
2024-04-05:04,보통,33,보통,17,좋음,0.0297,좋음,0.0123,좋음,0.32,좋음,0.0016
2024-04-05:03,보통,36,보통,22,보통,0.0327,좋음,0.0085,좋음,0.31,좋음,0.0016
2024-04-05:02,보통,36,보통,22,보통,0.0394,좋음,0.0084,좋음,0.30,좋음,0.0018
2024-04-05:01,보통,46,보통,26,보통,0.0422,좋음,0.0092,좋음,0.25,좋음,0.0018
2024-04-04:24,보통,36,보통,21,보통,0.0428,좋음,0.0098,좋음,0.27,좋음,0.0019
2024-04-04:23,보통,38,보통,22,보통,0.0325,좋음,0.0181,좋음,0.30,좋음,0.0018
2024-04-04:22,보통,34,보통,25,좋음,0.0245,좋음,0.0218,좋음,0.34,좋음,0.0018
2024-04-04:21,보통,34,보통,20,보통,0.0328,좋음,0.0120,좋음,0.27,좋음,0.0017
2024-04-04:20,보통,42,보통,22,보통,0.0334,좋음,0.0184,좋음,0.27,좋음,0.0019
2024-04-04:19,보통,51,보통,27,좋음,0.0300,좋음,0.0298,좋음,0.27,좋음,0.0023
2024-04-04:18,보통,57,보통,23,보통,0.0393,좋음,0.0250,좋음,0.27,좋음,0.0022
2024-04-04:17,보통,70,나쁨,36,좋음,0.0260,보통,0.0434,좋음,0.33,좋음,0.0025
2024-04-04:16,보통,61,보통,30,보통,0.0355,보통,0.0308,좋음,0.34,좋음,0.0022
2024-04-04:15,보통,61,보통,31,보통,0.0377,좋음,0.0289,좋음,0.34,좋음,0.0022
2024-04-04:14,보통,55,보통,32,보통,0.0388,좋음,0.0226,좋음,0.38,좋음,0.0020
2024-04-04:13,보통,61,보통,25,보통,0.0364,좋음,0.0245,좋음,0.38,좋음,0.0021
2024-04-04:12,보통,69,보통,34,좋음,0.0182,보통,0.0396,좋음,0.41,좋음,0.0029
2024-04-04:11,보통,47,보통,24,좋음,0.0217,보통,0.0319,좋음,0.34,좋음,0.0024
2024-04-04:10,보통,35,보통,20,좋음,0.0173,보통,0.0363,좋음,0.43,좋음,0.0022
2024-04-04:09,좋음,26,좋음,15,좋음,0.0193,좋음,0.0290,좋음,0.33,좋음,0.0017
2024-04-04:08,좋음,26,좋음,11,좋음,0.0152,좋음,0.0289,좋음,0.34,좋음,0.0017
2024-04-04:07,좋음,14,좋음,13,좋음,0.0187,좋음,0.0218,좋음,0.34,좋음,0.0016
2024-04-04:06,좋음,12,좋음,8,보통,0.0309,좋음,0.0112,좋음,0.28,좋음,0.0016
2024-04-04:05,좋음,17,좋음,6,좋음,0.0226,좋음,0.0148,좋음,0.29,좋음,0.0016
2024-04-04:04,좋음,17,보통,16,좋음,0.0251,좋음,0.0132,좋음,0.30,좋음,0.0015
2024-04-04:03,좋음,13,,,좋음,0.0233,좋음,0.0169,좋음,0.30,좋음,0.0015
2024-04-04:02,좋음,9,,,좋음,0.0298,좋음,0.0137,좋음,0.29,좋음,0.0014
2024-04-04:01,좋음,6,,,보통,0.0378,좋음,0.0099,좋음,0.28,좋음,0.0016
2024-04-03:24,좋음,8,좋음,8,보통,0.0369,좋음,0.0136,좋음,0.32,좋음,0.0016
2024-04-03:23,좋음,9,,,보통,0.0347,좋음,0.0127,좋음,0.31,좋음,0.0015
2024-04-03:22,좋음,5,,,보통,0.0360,좋음,0.0129,좋음,0.31,좋음,0.0016
2024-04-03:21,좋음,6,좋음,5,보통,0.0339,좋음,0.0159,좋음,0.32,좋음,0.0016
2024-04-03:20,좋음,5,좋음,5,보통,0.0340,좋음,0.0167,좋음,0.31,좋음,0.0016
2024-04-03:19,좋음,3,,,좋음,0.0285,좋음,0.0286,좋음,0.35,좋음,0.0018
2024-04-03:18,좋음,6,좋음,4,보통,0.0423,좋음,0.0105,좋음,0.31,좋음,0.0017
2024-04-03:17,좋음,7,좋음,5,좋음,0.0264,보통,0.0308,좋음,0.39,좋음,0.0019
2024-04-03:16,,,좋음,6,좋음,0.0260,좋음,0.0252,좋음,0.40,좋음,0.0017
2024-04-03:15,,,,,,,,,,,,
2024-04-03:14,,,,,,,,,,,,
2024-04-03:13,좋음,6,,,좋음,0.0261,좋음,0.0226,좋음,0.33,좋음,0.0021
2024-04-03:12,좋음,9,,,좋음,0.0172,보통,0.0376,좋음,0.34,좋음,0.0023
2024-04-03:11,좋음,10,좋음,10,좋음,0.0195,보통,0.0318,좋음,0.34,좋음,0.0019
2024-04-03:10,좋음,11,좋음,8,좋음,0.0206,좋음,0.0284,좋음,0.32,좋음,0.0020
2024-04-03:09,좋음,12,좋음,4,좋음,0.0216,좋음,0.0289,좋음,0.30,좋음,0.0021
2024-04-03:08,좋음,6,,,좋음,0.0266,좋음,0.0223,좋음,0.31,좋음,0.0020
2024-04-03:07,좋음,10,,,좋음,0.0190,좋음,0.0292,좋음,0.29,좋음,0.0020
2024-04-03:06,좋음,10,좋음,7,보통,0.0307,좋음,0.0176,좋음,0.27,좋음,0.0019
2024-04-03:05,좋음,19,좋음,10,좋음,0.0263,좋음,0.0258,좋음,0.28,좋음,0.0021
2024-04-03:04,좋음,10,좋음,8,보통,0.0351,좋음,0.0142,좋음,0.27,좋음,0.0019
2024-04-03:03,좋음,17,좋음,11,보통,0.0379,좋음,0.0122,좋음,0.24,좋음,0.0019
2024-04-03:02,좋음,22,좋음,11,보통,0.0390,좋음,0.0125,좋음,0.25,좋음,0.0020
2024-04-03:01,좋음,22,좋음,12,보통,0.0384,좋음,0.0131,좋음,0.26,좋음,0.0020
2024-04-02:24,좋음,27,보통,22,좋음,0.0286,좋음,0.0200,좋음,0.28,좋음,0.0020
2024-04-02:23,보통,34,보통,20,좋음,0.0288,좋음,0.0215,좋음,0.34,좋음,0.0019
2024-04-02:22,보통,39,보통,20,보통,0.0317,좋음,0.0185,좋음,0.29,좋음,0.0019
2024-04-02:21,보통,43,보통,18,보통,0.0316,좋음,0.0252,좋음,0.29,좋음,0.0024
2024-04-02:20,보통,41,보통,16,보통,0.0325,보통,0.0326,좋음,0.30,좋음,0.0029
2024-04-02:19,보통,42,보통,24,좋음,0.0202,보통,0.0524,좋음,0.32,좋음,0.0063
2024-04-02:18,보통,51,보통,31,좋음,0.0241,보통,0.0553,좋음,0.36,좋음,0.0059
2024-04-02:17,보통,55,보통,23,좋음,0.0302,보통,0.0586,좋음,0.38,좋음,0.0050
2024-04-02:16,보통,67,나쁨,45,보통,0.0326,보통,0.0416,좋음,0.32,좋음,0.0087
2024-04-02:15,보통,59,보통,16,보통,0.0386,보통,0.0335,좋음,0.29,좋음,0.0057
2024-04-02:14,보통,54,좋음,8,보통,0.0493,좋음,0.0210,좋음,0.23,좋음,0.0028
2024-04-02:13,보통,55,나쁨,40,보통,0.0320,보통,0.0415,좋음,0.33,좋음,0.0084
2024-04-02:12,나쁨,88,나쁨,56,좋음,0.0155,보통,0.0603,좋음,0.45,좋음,0.0110
2024-04-02:11,보통,72,보통,33,좋음,0.0183,보통,0.0494,좋음,0.61,좋음,0.0054
2024-04-02:10,나쁨,81,보통,33,좋음,0.0089,보통,0.0561,좋음,0.58,좋음,0.0048
2024-04-02:09,나쁨,98,나쁨,40,좋음,0.0063,보통,0.0511,좋음,0.68,좋음,0.0055
2024-04-02:08,나쁨,106,보통,34,좋음,0.0053,보통,0.0447,좋음,0.72,좋음,0.0030
2024-04-02:07,나쁨,85,보통,32,좋음,0.0038,보통,0.0475,좋음,1.07,좋음,0.0029
2024-04-02:06,나쁨,89,보통,35,좋음,0.0035,보통,0.0512,좋음,0.97,좋음,0.0028
2024-04-02:05,보통,47,보통,27,좋음,0.0115,보통,0.0369,좋음,0.38,좋음,0.0021
2024-04-02:04,보통,40,보통,17,좋음,0.0215,좋음,0.0222,좋음,0.34,좋음,0.0020
2024-04-02:03,보통,41,보통,24,좋음,0.0246,좋음,0.0239,좋음,0.35,좋음,0.0021
2024-04-02:02,보통,72,보통,26,좋음,0.0206,보통,0.0347,좋음,0.36,좋음,0.0024
2024-04-02:01,매우나쁨,179,나쁨,42,좋음,0.0144,보통,0.0485,좋음,0.48,좋음,0.0029
2024-04-01:24,보통,51,보통,28,좋음,0.0302,보통,0.0307,좋음,0.42,좋음,0.0022
2024-04-01:23,보통,57,보통,24,보통,0.0411,좋음,0.0206,좋음,0.44,좋음,0.0024
2024-04-01:22,보통,60,보통,29,보통,0.0486,좋음,0.0183,좋음,0.43,좋음,0.0026
2024-04-01:21,보통,47,보통,23,보통,0.0580,좋음,0.0142,좋음,0.39,좋음,0.0026
2024-04-01:20,보통,49,보통,20,보통,0.0562,좋음,0.0167,좋음,0.32,좋음,0.0026
2024-04-01:19,보통,45,보통,18,보통,0.0639,좋음,0.0132,좋음,0.32,좋음,0.0028
2024-04-01:18,보통,52,보통,24,보통,0.0675,좋음,0.0119,좋음,0.37,좋음,0.0032
2024-04-01:17,보통,51,보통,26,보통,0.0571,좋음,0.0206,좋음,0.34,좋음,0.0028
2024-04-01:16,보통,51,보통,26,보통,0.0533,좋음,0.0197,좋음,0.29,좋음,0.0026
2024-04-01:15,보통,60,보통,16,보통,0.0465,좋음,0.0220,좋음,0.29,좋음,0.0024
2024-04-01:14,보통,37,좋음,15,보통,0.0385,좋음,0.0272,좋음,0.28,좋음,0.0024
2024-04-01:13,보통,46,좋음,13,보통,0.0451,좋음,0.0206,좋음,0.24,좋음,0.0025
2024-04-01:12,보통,49,좋음,15,보통,0.0456,좋음,0.0178,좋음,0.28,좋음,0.0023
2024-04-01:11,보통,65,보통,18,보통,0.0422,좋음,0.0159,좋음,0.27,좋음,0.0021
2024-04-01:10,보통,76,보통,29,보통,0.0353,좋음,0.0193,좋음,0.34,좋음,0.0023
2024-04-01:09,나쁨,81,나쁨,43,좋음,0.0213,좋음,0.0267,좋음,0.53,좋음,0.0024
2024-04-01:08,나쁨,86,보통,35,좋음,0.0056,좋음,0.0294,좋음,0.70,좋음,0.0027
2024-04-01:07,나쁨,90,나쁨,37,좋음,0.0040,좋음,0.0299,좋음,0.72,좋음,0.0025
2024-04-01:06,보통,67,보통,30,좋음,0.0037,좋음,0.0251,좋음,0.55,좋음,0.0022
2024-04-01:05,보통,64,보통,33,좋음,0.0053,좋음,0.0264,좋음,0.51,좋음,0.0021
2024-04-01:04,보통,60,보통,31,좋음,0.0033,좋음,0.0296,좋음,0.51,좋음,0.0023
2024-04-01:03,보통,54,보통,30,좋음,0.0033,좋음,0.0264,좋음,0.45,좋음,0.0022
2024-04-01:02,보통,49,보통,27,좋음,0.0081,좋음,0.0222,좋음,0.36,좋음,0.0018
2024-04-01:01,보통,54,보통,26,좋음,0.0170,좋음,0.0141,좋음,0.34,좋음,0.0018
2024-03-31:24,보통,52,보통,20,좋음,0.0195,좋음,0.0151,좋음,0.32,좋음,0.0018
2024-03-31:23,보통,60,보통,22,좋음,0.0231,좋음,0.0159,좋음,0.33,좋음,0.0019
2024-03-31:22,보통,59,보통,27,좋음,0.0211,좋음,0.0197,좋음,0.31,좋음,0.0018
2024-03-31:21,보통,59,보통,21,좋음,0.0271,좋음,0.0192,좋음,0.29,좋음,0.0020
2024-03-31:20,보통,69,보통,19,보통,0.0394,좋음,0.0148,좋음,0.29,좋음,0.0019
2024-03-31:19,보통,68,보통,19,보통,0.0384,좋음,0.0192,좋음,0.28,좋음,0.0019
2024-03-31:18,보통,63,보통,27,보통,0.0447,좋음,0.0145,좋음,0.29,좋음,0.0020
2024-03-31:17,보통,68,보통,28,보통,0.0513,좋음,0.0132,좋음,0.32,좋음,0.0021
2024-03-31:16,보통,69,보통,32,보통,0.0539,좋음,0.0139,좋음,0.32,좋음,0.0023
2024-03-31:15,보통,75,보통,33,보통,0.0480,좋음,0.0219,좋음,0.35,좋음,0.0039
2024-03-31:14,보통,69,보통,29,보통,0.0483,좋음,0.0173,좋음,0.34,좋음,0.0033
2024-03-31:13,보통,43,보통,22,보통,0.0445,좋음,0.0156,좋음,0.31,좋음,0.0028
2024-03-31:12,보통,64,보통,28,보통,0.0452,좋음,0.0133,좋음,0.36,좋음,0.0024
2024-03-31:11,보통,78,보통,31,보통,0.0463,좋음,0.0093,좋음,0.36,좋음,0.0020
2024-03-31:10,나쁨,92,나쁨,39,보통,0.0461,좋음,0.0086,좋음,0.37,좋음,0.0020
2024-03-31:09,나쁨,101,나쁨,40,보통,0.0435,좋음,0.0095,좋음,0.40,좋음,0.0020
2024-03-31:08,나쁨,91,나쁨,45,보통,0.0413,좋음,0.0100,좋음,0.40,좋음,0.0020
2024-03-31:07,나쁨,91,나쁨,46,보통,0.0399,좋음,0.0100,좋음,0.42,좋음,0.0020
2024-03-31:06,나쁨,84,나쁨,41,보통,0.0385,좋음,0.0107,좋음,0.43,좋음,0.0019
2024-03-31:05,나쁨,82,나쁨,37,보통,0.0351,좋음,0.0114,좋음,0.45,좋음,0.0020
2024-03-31:04,보통,70,나쁨,40,보통,0.0338,좋음,0.0145,좋음,0.47,좋음,0.0019
2024-03-31:03,보통,57,보통,27,좋음,0.0295,좋음,0.0162,좋음,0.45,좋음,0.0021
2024-03-31:02,보통,46,보통,33,좋음,0.0063,좋음,0.0288,좋음,0.45,좋음,0.0020
2024-03-31:01,나쁨,82,보통,30,좋음,0.0114,좋음,0.0267,좋음,0.42,좋음,0.0020
2024-03-30:24,보통,47,보통,22,좋음,0.0191,좋음,0.0196,좋음,0.43,좋음,0.0018
2024-03-30:23,보통,38,보통,21,좋음,0.0284,좋음,0.0158,좋음,0.35,좋음,0.0018
2024-03-30:22,보통,49,보통,19,보통,0.0406,좋음,0.0141,좋음,0.37,좋음,0.0019
2024-03-30:21,보통,46,보통,24,보통,0.0543,좋음,0.0093,좋음,0.34,좋음,0.0021
2024-03-30:20,보통,47,보통,26,보통,0.0537,좋음,0.0105,좋음,0.34,좋음,0.0019
2024-03-30:19,보통,60,보통,24,보통,0.0583,좋음,0.0106,좋음,0.37,좋음,0.0021
2024-03-30:18,보통,75,보통,32,보통,0.0602,좋음,0.0094,좋음,0.37,좋음,0.0020
2024-03-30:17,나쁨,90,보통,31,보통,0.0588,좋음,0.0109,좋음,0.38,좋음,0.0021
2024-03-30:16,나쁨,106,보통,32,보통,0.0581,좋음,0.0109,좋음,0.39,좋음,0.0021
2024-03-30:15,나쁨,115,보통,29,보통,0.0527,좋음,0.0118,좋음,0.38,좋음,0.0021
2024-03-30:14,나쁨,111,보통,27,보통,0.0500,좋음,0.0120,좋음,0.34,좋음,0.0024
2024-03-30:13,나쁨,88,보통,24,보통,0.0416,좋음,0.0139,좋음,0.30,좋음,0.0025
2024-03-30:12,나쁨,94,보통,21,보통,0.0350,좋음,0.0224,좋음,0.29,좋음,0.0039
2024-03-30:11,나쁨,90,보통,32,좋음,0.0187,보통,0.0405,좋음,0.31,좋음,0.0063
