tm,pm10,pm25,o3,no2,co,so2
2024-04-30:24,10,9,0.0499,0.0095,0.31,0.0027
2024-04-30:23,11,6,0.0492,0.0110,0.31,0.0028
2024-04-30:22,11,10,0.0450,0.0139,0.32,0.0028
2024-04-30:21,18,14,0.0374,0.0179,0.35,0.0034
2024-04-30:20,24,14,0.0454,0.0168,0.34,0.0030
2024-04-30:19,,,,,,
2024-04-30:18,32,26,0.0502,0.0269,0.39,0.0031
2024-04-30:17,22,15,0.0414,0.0270,0.37,0.0031
2024-04-30:16,22,12,0.0445,0.0214,0.33,0.0027
2024-04-30:15,27,16,0.0383,0.0251,0.34,0.0029
2024-04-30:14,30,17,0.0320,0.0298,0.37,0.0031
2024-04-30:13,28,18,0.0349,0.0277,0.35,0.0030
2024-04-30:12,22,12,0.0439,0.0177,0.34,0.0028
2024-04-30:11,23,10,0.0356,0.0178,0.34,0.0029
2024-04-30:10,20,9,0.0272,0.0214,0.35,0.0027
2024-04-30:09,21,11,0.0210,0.0271,0.37,0.0029
2024-04-30:08,20,12,0.0164,0.0315,0.38,0.0029
2024-04-30:07,20,12,0.0111,0.0352,0.37,0.0026
2024-04-30:06,17,11,0.0218,0.0219,0.33,0.0029
2024-04-30:05,15,9,0.0340,0.0125,0.32,0.0029
2024-04-30:04,15,8,0.0366,0.0114,0.31,0.0028
2024-04-30:03,13,9,0.0410,0.0097,0.31,0.0025
2024-04-30:02,19,12,0.0388,0.0105,0.33,0.0028
2024-04-30:01,18,13,0.0345,0.0123,0.35,0.0027
2024-04-29:24,20,12,0.0359,0.0133,0.37,0.0025
2024-04-29:23,22,13,0.0301,0.0175,0.40,0.0027
2024-04-29:22,15,10,0.0354,0.0172,0.38,0.0023
2024-04-29:21,15,8,0.0416,0.0196,0.41,0.0025
2024-04-29:20,12,8,0.0403,0.0236,0.38,0.0026
2024-04-29:19,12,6,0.0395,0.0250,0.40,0.0026
2024-04-29:18,10,6,0.0372,0.0287,0.42,0.0026
2024-04-29:17,11,6,0.0398,0.0266,0.40,0.0027
2024-04-29:16,11,5,0.0405,0.0228,0.37,0.0028
2024-04-29:15,14,11,0.0263,0.0363,0.39,0.0026
2024-04-29:14,16,10,0.0392,0.0253,0.39,0.0025
2024-04-29:13,13,11,0.0400,0.0247,0.38,0.0028
2024-04-29:12,15,13,0.0431,0.0191,0.39,0.0028
2024-04-29:11,28,22,0.0301,0.0295,0.39,0.0027
2024-04-29:10,,,,,,
2024-04-29:09,41,29,0.0119,0.0483,0.46,0.0030
2024-04-29:08,43,27,0.0083,0.0554,0.47,0.0030
2024-04-29:07,38,23,0.0210,0.0335,0.39,0.0026
2024-04-29:06,37,24,0.0301,0.0276,0.34,0.0027
2024-04-29:05,41,23,0.0348,0.0197,0.36,0.0028
2024-04-29:04,40,22,0.0435,0.0137,0.37,0.0029
2024-04-29:03,38,23,0.0567,0.0093,0.35,0.0030
2024-04-29:02,36,22,0.0586,0.0090,0.36,0.0029
2024-04-29:01,42,20,0.0586,0.0100,0.37,0.0033
2024-04-28:24,48,24,0.0599,0.0104,0.38,0.0036
2024-04-28:23,47,24,0.0558,0.0126,0.40,0.0040
2024-04-28:22,48,27,0.0561,0.0159,0.42,0.0055
2024-04-28:21,45,26,0.0584,0.0177,0.41,0.0059
2024-04-28:20,36,26,0.0630,0.0162,0.40,0.0040
2024-04-28:19,28,23,0.0563,0.0175,0.42,0.0037
2024-04-28:18,26,14,0.0598,0.0159,0.36,0.0035
2024-04-28:17,18,16,0.0658,0.0142,0.34,0.0039
2024-04-28:16,23,12,0.0640,0.0117,0.30,0.0042
2024-04-28:15,23,14,0.0618,0.0126,0.31,0.0041
2024-04-28:14,33,18,0.0652,0.0165,0.38,0.0044
2024-04-28:13,43,26,0.0758,0.0226,0.48,0.0047
2024-04-28:12,48,30,0.0711,0.0248,0.50,0.0043
2024-04-28:11,50,27,0.0767,0.0209,0.52,0.0047
2024-04-28:10,49,32,0.0695,0.0174,0.54,0.0042
2024-04-28:09,50,35,0.0361,0.0292,0.62,0.0037
2024-04-28:08,50,35,0.0253,0.0304,0.61,0.0036
2024-04-28:07,52,41,0.0146,0.0360,0.63,0.0036
2024-04-28:06,51,39,0.0170,0.0322,0.61,0.0033
2024-04-28:05,47,36,0.0228,0.0247,0.62,0.0028
2024-04-28:04,55,42,0.0236,0.0259,0.62,0.0029
2024-04-28:03,56,41,0.0270,0.0269,0.65,0.0038
2024-04-28:02,57,46,0.0350,0.0241,0.59,0.0032
2024-04-28:01,61,46,0.0298,0.0294,0.64,0.0033
2024-04-27:24,65,50,0.0335,0.0360,0.70,0.0037
2024-04-27:23,48,35,0.0583,0.0284,0.68,0.0039
2024-04-27:22,45,31,0.0616,0.0394,0.69,0.0045
2024-04-27:21,41,26,0.0723,0.0419,0.68,0.0055
2024-04-27:20,39,28,0.0907,0.0213,0.56,0.0050
2024-04-27:19,38,27,0.0892,0.0203,0.51,0.0047
2024-04-27:18,44,21,0.0867,0.0252,0.53,0.0053
2024-04-27:17,47,25,0.0892,0.0233,0.47,0.0045
2024-04-27:16,53,27,0.0815,0.0235,0.40,0.0037
2024-04-27:15,61,30,0.0901,0.0264,0.47,0.0036
2024-04-27:14,55,26,0.0998,0.0246,0.49,0.0037
2024-04-27:13,55,27,0.0885,0.0182,0.45,0.0036
2024-04-27:12,56,27,0.0844,0.0173,0.47,0.0041
2024-04-27:11,54,31,0.0618,0.0224,0.51,0.0045
2024-04-27:10,55,32,0.0392,0.0286,0.51,0.0042
2024-04-27:09,52,34,0.0165,0.0345,0.51,0.0036
2024-04-27:08,47,31,0.0066,0.0327,0.51,0.0037
2024-04-27:07,44,26,0.0035,0.0381,0.51,0.0038
2024-04-27:06,45,26,0.0026,0.0294,0.46,0.0032
2024-04-27:05,45,27,0.0025,0.0327,0.43,0.0030
2024-04-27:04,41,30,0.0048,0.0311,0.41,0.0032
2024-04-27:03,39,28,0.0074,0.0285,0.40,0.0033
2024-04-27:02,42,30,0.0180,0.0260,0.40,0.0033
2024-04-27:01,38,28,0.0221,0.0240,0.38,0.0030
2024-04-26:24,39,24,0.0237,0.0260,0.38,0.0034
2024-04-26:23,35,21,0.0294,0.0261,0.35,0.0034
2024-04-26:22,32,21,0.0275,0.0336,0.37,0.0037
2024-04-26:21,25,15,0.0262,0.0408,0.40,0.0038
2024-04-26:20,25,11,0.0378,0.0324,0.33,0.0033
2024-04-26:19,33,17,0.0350,0.0370,0.33,0.0031
2024-04-26:18,32,15,0.0391,0.0352,0.34,0.0034
2024-04-26:17,26,12,0.0473,0.0314,0.35,0.0032
2024-04-26:16,27,13,0.0475,0.0260,0.31,0.0037
2024-04-26:15,35,15,0.0459,0.0283,0.33,0.0035
2024-04-26:14,49,27,0.0325,0.0446,0.44,0.0045
2024-04-26:13,61,34,0.0404,0.0375,0.51,0.0049
2024-04-26:12,69,40,0.0207,0.0476,0.56,0.0045
2024-04-26:11,57,36,0.0117,0.0462,0.58,0.0040
2024-04-26:10,50,29,0.0077,0.0490,0.57,0.0045
2024-04-26:09,56,33,0.0040,0.0438,0.58,0.0041
2024-04-26:08,48,30,0.0052,0.0463,0.66,0.0040
2024-04-26:07,46,31,0.0031,0.0417,0.58,0.0040
2024-04-26:06,42,29,0.0025,0.0397,0.52,0.0036
2024-04-26:05,39,26,0.0027,0.0352,0.50,0.0030
2024-04-26:04,40,26,0.0038,0.0336,0.52,0.0035
2024-04-26:03,40,28,0.0048,0.0366,0.53,0.0029
2024-04-26:02,42,28,0.0041,0.0387,0.53,0.0032
2024-04-26:01,40,23,0.0061,0.0397,0.56,0.0034
2024-04-25:24,42,26,0.0086,0.0430,0.58,0.0030
2024-04-25:23,33,19,0.0146,0.0444,0.54,0.0033
2024-04-25:22,33,16,0.0362,0.0316,0.50,0.0035
2024-04-25:21,35,17,0.0349,0.0355,0.53,0.0031
2024-04-25:20,31,18,0.0497,0.0312,0.47,0.0039
2024-04-25:19,33,21,0.0563,0.0316,0.50,0.0033
2024-04-25:18,33,15,0.0544,0.0241,0.38,0.0028
2024-04-25:17,34,17,0.0521,0.0246,0.33,0.0034
2024-04-25:16,32,10,0.0484,0.0277,0.33,0.0030
2024-04-25:15,30,15,0.0542,0.0221,0.31,0.0030
2024-04-25:14,17,7,0.0561,0.0178,0.32,0.0031
2024-04-25:13,17,4,0.0535,0.0154,0.33,0.0028
2024-04-25:12,18,5,0.0499,0.0157,0.32,0.0026
2024-04-25:11,17,4,0.0457,0.0170,0.32,0.0026
2024-04-25:10,26,11,0.0392,0.0171,0.33,0.0031
2024-04-25:09,20,8,0.0311,0.0203,0.36,0.0029
2024-04-25:08,18,8,0.0338,0.0183,0.36,0.0028
2024-04-25:07,20,10,0.0295,0.0229,0.35,0.0025
2024-04-25:06,20,12,0.0326,0.0175,0.33,0.0024
2024-04-25:05,23,14,0.0360,0.0111,0.31,0.0027
2024-04-25:04,21,11,0.0393,0.0111,0.30,0.0024
2024-04-25:03,21,12,0.0447,0.0100,0.31,0.0026
2024-04-25:02,24,12,0.0453,0.0093,0.30,0.0026
2024-04-25:01,27,14,0.0432,0.0111,0.31,0.0026
2024-04-24:24,28,14,0.0430,0.0121,0.33,0.0023
2024-04-24:23,30,14,0.0382,0.0196,0.37,0.0026
2024-04-24:22,33,15,0.0342,0.0258,0.39,0.0023
2024-04-24:21,36,17,0.0267,0.0353,0.43,0.0027
2024-04-24:20,37,18,0.0324,0.0328,0.40,0.0024
2024-04-24:19,37,19,0.0419,0.0259,0.38,0.0029
2024-04-24:18,33,17,0.0453,0.0222,0.33,0.0023
2024-04-24:17,35,14,0.0500,0.0176,0.30,0.0024
2024-04-24:16,,,,,,
2024-04-24:15,,,,,,
2024-04-24:14,,,,,,
2024-04-24:13,,,,,,
2024-04-24:12,11,2,0.0280,0.0182,0.30,0.0027
2024-04-24:11,16,11,0.0142,0.0283,0.33,0.0027
2024-04-24:10,16,9,0.0143,0.0277,0.32,0.0026
2024-04-24:09,11,6,0.0206,0.0202,0.30,0.0024
2024-04-24:08,7,3,0.0196,0.0212,0.33,0.0027
2024-04-24:07,10,4,0.0136,0.0317,0.34,0.0030
2024-04-24:06,10,3,0.0248,0.0149,0.29,0.0025
2024-04-24:05,6,3,0.0273,0.0112,0.26,0.0023
2024-04-24:04,7,4,0.0281,0.0098,0.28,0.0025
2024-04-24:03,9,7,0.0271,0.0105,0.29,0.0024
2024-04-24:02,8,5,0.0271,0.0109,0.29,0.0026
2024-04-24:01,9,3,0.0281,0.0109,0.29,0.0024
2024-04-23:24,10,4,0.0262,0.0124,0.32,0.0024
2024-04-23:23,7,1,0.0268,0.0159,0.31,0.0027
2024-04-23:22,10,5,0.0304,0.0139,0.29,0.0027
2024-04-23:21,21,15,0.0260,0.0164,0.33,0.0024
2024-04-23:20,19,11,0.0281,0.0195,0.33,0.0026
2024-04-23:19,25,11,0.0326,0.0168,0.31,0.0027
2024-04-23:18,27,14,0.0312,0.0197,0.30,0.0027
2024-04-23:17,37,15,0.0355,0.0185,0.32,0.0024
2024-04-23:16,27,13,0.0368,0.0206,0.29,0.0026
2024-04-23:15,26,11,0.0416,0.0150,0.28,0.0027
2024-04-23:14,33,14,0.0455,0.0144,0.27,0.0025
2024-04-23:13,30,15,0.0495,0.0114,0.28,0.0027
2024-04-23:12,30,17,0.0461,0.0125,0.28,0.0026
2024-04-23:11,,,,,,
2024-04-23:10,,,,,,
2024-04-23:09,26,8,0.0468,0.0192,0.32,0.0025
2024-04-23:08,24,13,0.0440,0.0248,0.35,0.0024
2024-04-23:07,23,11,0.0432,0.0255,0.31,0.0026
2024-04-23:06,21,13,0.0489,0.0176,0.29,0.0028
2024-04-23:05,21,13,0.0550,0.0113,0.27,0.0025
2024-04-23:04,22,13,0.0527,0.0120,0.28,0.0027
2024-04-23:03,24,13,0.0554,0.0086,0.29,0.0025
2024-04-23:02,26,16,0.0547,0.0082,0.29,0.0024
2024-04-23:01,27,15,0.0519,0.0094,0.30,0.0024
2024-04-22:24,27,15,0.0513,0.0091,0.30,0.0028
2024-04-22:23,25,12,0.0507,0.0095,0.30,0.0026
2024-04-22:22,27,12,0.0475,0.0120,0.31,0.0027
2024-04-22:21,28,13,0.0435,0.0153,0.30,0.0026
2024-04-22:20,28,15,0.0388,0.0177,0.32,0.0028
2024-04-22:19,28,14,0.0361,0.0212,0.33,0.0030
2024-04-22:18,29,12,0.0353,0.0236,0.34,0.0026
2024-04-22:17,26,12,0.0392,0.0193,0.31,0.0027
2024-04-22:16,22,7,0.0378,0.0190,0.31,0.0027
2024-04-22:15,24,10,0.0365,0.0154,0.31,0.0026
2024-04-22:14,24,12,0.0360,0.0159,0.30,0.0024
2024-04-22:13,26,15,0.0367,0.0155,0.31,0.0024
2024-04-22:12,23,13,0.0382,0.0163,0.33,0.0028
2024-04-22:11,22,15,0.0376,0.0167,0.35,0.0026
2024-04-22:10,18,14,0.0362,0.0220,0.35,0.0025
2024-04-22:09,14,6,0.0360,0.0205,0.36,0.0026
2024-04-22:08,12,5,0.0311,0.0338,0.39,0.0028
2024-04-22:07,12,8,0.0313,0.0300,0.39,0.0026
2024-04-22:06,9,8,0.0453,0.0162,0.34,0.0024
2024-04-22:05,12,9,0.0509,0.0104,0.32,0.0026
2024-04-22:04,19,11,0.0516,0.0103,0.32,0.0025
2024-04-22:03,22,15,0.0538,0.0101,0.34,0.0027
2024-04-22:02,25,18,0.0559,0.0089,0.34,0.0026
2024-04-22:01,34,21,0.0545,0.0098,0.31,0.0026
2024-04-21:24,37,18,0.0545,0.0096,0.33,0.0026
2024-04-21:23,32,17,0.0511,0.0106,0.32,0.0025
2024-04-21:22,20,11,0.0463,0.0121,0.33,0.0024
2024-04-21:21,12,8,0.0427,0.0134,0.34,0.0023
2024-04-21:20,10,7,0.0406,0.0145,0.33,0.0025
2024-04-21:19,11,5,0.0382,0.0158,0.34,0.0023
2024-04-21:18,9,4,0.0380,0.0144,0.32,0.0025
2024-04-21:17,8,5,0.0387,0.0156,0.33,0.0027
2024-04-21:16,9,1,0.0374,0.0162,0.33,0.0026
2024-04-21:15,9,3,0.0380,0.0164,0.32,0.0024
2024-04-21:14,4,2,0.0396,0.0143,0.30,0.0026
2024-04-21:13,8,2,0.0383,0.0144,0.31,0.0028
2024-04-21:12,8,3,0.0371,0.0151,0.31,0.0028
2024-04-21:11,9,3,0.0367,0.0154,0.31,0.0024
2024-04-21:10,11,5,0.0238,0.0225,0.33,0.0025
2024-04-21:09,8,5,0.0327,0.0179,0.31,0.0026
2024-04-21:08,11,7,0.0211,0.0284,0.33,0.0028
2024-04-21:07,12,5,0.0124,0.0268,0.30,0.0026
2024-04-21:06,13,7,0.0187,0.0193,0.28,0.0028
2024-04-21:05,9,5,0.0236,0.0135,0.27,0.0026
2024-04-21:04,11,4,0.0246,0.0136,0.28,0.0025
2024-04-21:03,9,7,0.0313,0.0121,0.28,0.0023
2024-04-21:02,7,7,0.0341,0.0133,0.29,0.0024
2024-04-21:01,5,4,0.0393,0.0131,0.28,0.0026
2024-04-20:24,3,,0.0419,0.0146,0.27,0.0027
