tm,pm10,pm25,o3,no2,co,so2
2024-06-30:24,15,4,0.0281,0.0044,0.28,0.0029
2024-06-30:23,23,6,0.0285,0.0044,0.27,0.0029
2024-06-30:22,18,4,0.0253,0.0055,0.26,0.0030
2024-06-30:21,8,,0.0211,0.0049,0.25,0.0029
2024-06-30:20,7,,0.0234,0.0049,0.26,0.0029
2024-06-30:19,6,3,0.0297,0.0048,0.28,0.0030
2024-06-30:18,23,6,0.0285,0.0046,0.27,0.0030
2024-06-30:17,15,6,0.0298,0.0039,0.27,0.0030
2024-06-30:16,15,7,0.0298,0.0035,0.27,0.0030
2024-06-30:15,,6,0.0252,0.0037,0.25,0.0030
2024-06-30:14,8,4,0.0200,0.0039,0.24,0.0029
2024-06-30:13,8,0,0.0180,0.0040,0.23,0.0029
2024-06-30:12,8,1,0.0167,0.0037,0.24,0.0029
2024-06-30:11,9,4,0.0169,0.0031,0.23,0.0029
2024-06-30:10,18,5,0.0175,0.0031,0.23,0.0029
2024-06-30:09,26,7,0.0180,0.0028,0.23,0.0029
2024-06-30:08,30,10,0.0182,0.0027,0.23,0.0029
2024-06-30:07,25,4,0.0186,0.0027,0.23,0.0029
2024-06-30:06,27,6,0.0204,0.0021,0.21,0.0029
2024-06-30:05,29,6,0.0224,0.0019,0.22,0.0029
2024-06-30:04,32,6,0.0236,0.0022,0.22,0.0029
2024-06-30:03,32,5,0.0233,0.0023,0.22,0.0029
2024-06-30:02,35,6,0.0213,0.0024,0.21,0.0029
2024-06-30:01,31,10,0.0219,0.0024,0.21,0.0029
2024-06-29:24,30,8,0.0225,0.0026,0.20,0.0029
2024-06-29:23,24,7,0.0220,0.0025,0.21,0.0029
2024-06-29:22,27,9,0.0223,0.0026,0.21,0.0028
2024-06-29:21,23,0,0.0221,0.0025,0.20,0.0028
2024-06-29:20,9,0,0.0213,0.0029,0.21,0.0028
2024-06-29:19,10,,0.0234,0.0046,0.24,0.0028
2024-06-29:18,11,,0.0232,0.0047,0.22,0.0028
2024-06-29:17,17,,0.0229,0.0039,0.23,0.0027
2024-06-29:16,9,1,0.0270,0.0048,0.24,0.0028
2024-06-29:15,10,8,0.0387,0.0064,0.34,0.0028
2024-06-29:14,13,,0.0418,0.0085,0.33,0.0028
2024-06-29:13,13,6,0.0438,0.0067,0.27,0.0027
2024-06-29:12,18,8,0.0454,0.0059,0.26,0.0027
2024-06-29:11,22,15,0.0428,0.0076,0.27,0.0027
2024-06-29:10,24,8,0.0431,0.0060,0.27,0.0027
2024-06-29:09,22,8,0.0417,0.0059,0.26,0.0027
2024-06-29:08,22,9,0.0411,0.0076,0.23,0.0027
2024-06-29:07,16,12,0.0371,0.0101,0.23,0.0027
2024-06-29:06,20,13,0.0411,0.0052,0.22,0.0027
2024-06-29:05,15,6,0.0408,0.0052,0.22,0.0027
2024-06-29:04,12,8,0.0482,0.0041,0.21,0.0028
2024-06-29:03,17,11,0.0440,0.0052,0.24,0.0027
2024-06-29:02,15,12,0.0497,0.0046,0.22,0.0028
2024-06-29:01,21,12,0.0466,0.0048,0.24,0.0028
2024-06-28:24,22,13,0.0493,0.0055,0.25,0.0028
2024-06-28:23,20,7,0.0568,0.0044,0.23,0.0028
2024-06-28:22,15,8,0.0582,0.0050,0.24,0.0028
2024-06-28:21,23,13,0.0637,0.0061,0.25,0.0030
2024-06-28:20,16,14,0.0601,0.0106,0.26,0.0030
2024-06-28:19,17,3,0.0522,0.0106,0.24,0.0029
2024-06-28:18,12,3,0.0506,0.0085,0.21,0.0028
2024-06-28:17,14,4,0.0543,0.0054,0.21,0.0029
2024-06-28:16,17,5,0.0568,0.0064,0.23,0.0029
2024-06-28:15,12,8,0.0559,0.0061,0.25,0.0029
2024-06-28:14,19,14,0.0555,0.0063,0.25,0.0029
2024-06-28:13,23,8,0.0566,0.0063,0.24,0.0030
2024-06-28:12,24,10,0.0517,0.0080,0.26,0.0030
2024-06-28:11,22,14,0.0449,0.0102,0.26,0.0029
2024-06-28:10,30,13,0.0354,0.0108,0.30,0.0028
2024-06-28:09,32,14,0.0270,0.0113,0.31,0.0027
2024-06-28:08,26,16,0.0221,0.0118,0.34,0.0027
2024-06-28:07,34,17,0.0118,0.0154,0.33,0.0027
2024-06-28:06,37,15,0.0161,0.0097,0.32,0.0027
2024-06-28:05,28,16,0.0197,0.0079,0.31,0.0027
2024-06-28:04,31,19,0.0263,0.0067,0.30,0.0027
2024-06-28:03,36,19,0.0290,0.0064,0.28,0.0027
2024-06-28:02,30,17,0.0377,0.0066,0.27,0.0027
2024-06-28:01,27,15,0.0414,0.0067,0.25,0.0026
2024-06-27:24,27,15,0.0422,0.0075,0.26,0.0027
2024-06-27:23,31,17,0.0408,0.0091,0.26,0.0027
2024-06-27:22,28,19,0.0421,0.0109,0.28,0.0027
2024-06-27:21,30,23,0.0459,0.0129,0.27,0.0029
2024-06-27:20,32,18,0.0507,0.0130,0.26,0.0028
2024-06-27:19,36,19,0.0532,0.0121,0.26,0.0028
2024-06-27:18,29,15,0.0517,0.0125,0.27,0.0029
2024-06-27:17,27,14,0.0537,0.0084,0.26,0.0029
2024-06-27:16,27,10,0.0498,0.0089,0.26,0.0028
2024-06-27:15,24,21,0.0486,0.0107,0.26,0.0030
2024-06-27:14,26,17,0.0551,0.0088,0.25,0.0031
2024-06-27:13,29,19,0.0496,0.0121,0.26,0.0029
2024-06-27:12,31,11,0.0484,0.0122,0.25,0.0029
2024-06-27:11,38,23,0.0310,0.0181,0.30,0.0029
2024-06-27:10,33,19,0.0283,0.0181,0.31,0.0027
2024-06-27:09,34,17,0.0303,0.0175,0.29,0.0027
2024-06-27:08,35,20,0.0260,0.0206,0.29,0.0027
2024-06-27:07,37,17,0.0178,0.0214,0.29,0.0026
2024-06-27:06,30,19,0.0274,0.0113,0.27,0.0027
2024-06-27:05,26,23,0.0317,0.0099,0.26,0.0026
2024-06-27:04,29,21,0.0328,0.0094,0.26,0.0026
2024-06-27:03,37,20,0.0305,0.0110,0.28,0.0026
2024-06-27:02,33,18,0.0328,0.0114,0.27,0.0026
2024-06-27:01,30,25,0.0313,0.0146,0.28,0.0025
2024-06-26:24,35,20,0.0347,0.0158,0.30,0.0027
2024-06-26:23,32,14,0.0466,0.0144,0.29,0.0027
2024-06-26:22,35,21,0.0521,0.0148,0.28,0.0028
2024-06-26:21,39,21,0.0636,0.0123,0.26,0.0029
2024-06-26:20,36,19,0.0691,0.0123,0.25,0.0030
2024-06-26:19,31,14,0.0693,0.0110,0.24,0.0029
2024-06-26:18,27,13,0.0648,0.0099,0.23,0.0028
2024-06-26:17,21,9,0.0601,0.0082,0.21,0.0028
2024-06-26:16,22,8,0.0597,0.0070,0.22,0.0028
