tm,pm10,pm25,o3,no2,co,so2
2024-06-30:24,5,3,0.0204,0.0059,0.23,0.0034
2024-06-30:23,3,3,0.0210,0.0070,0.21,0.0031
2024-06-30:22,5,4,0.0229,0.0064,0.18,0.0028
2024-06-30:21,6,3,0.0240,0.0070,0.19,0.0028
2024-06-30:20,9,3,0.0259,0.0060,0.18,0.0028
2024-06-30:19,6,3,0.0262,0.0061,0.18,0.0029
2024-06-30:18,9,4,0.0298,0.0048,0.17,0.0030
2024-06-30:17,8,3,0.0313,0.0044,0.17,0.0030
2024-06-30:16,10,2,0.0308,0.0046,0.17,0.0032
2024-06-30:15,10,3,0.0288,0.0043,0.17,0.0030
2024-06-30:14,11,2,0.0280,0.0039,0.16,0.0028
2024-06-30:13,11,1,0.0274,0.0036,0.16,0.0028
2024-06-30:12,8,0,0.0259,0.0040,0.17,0.0032
2024-06-30:11,6,0,0.0241,0.0041,0.14,0.0032
2024-06-30:10,4,0,0.0210,0.0037,0.16,0.0027
2024-06-30:09,4,1,0.0221,0.0033,0.16,0.0027
2024-06-30:08,4,2,0.0234,0.0030,0.16,0.0027
2024-06-30:07,5,0,0.0234,0.0029,0.16,0.0027
2024-06-30:06,11,2,0.0245,0.0029,0.16,0.0027
2024-06-30:05,14,3,0.0257,0.0028,0.17,0.0027
2024-06-30:04,15,1,0.0256,0.0027,0.16,0.0028
2024-06-30:03,14,1,0.0238,0.0027,0.16,0.0028
2024-06-30:02,18,3,0.0235,0.0028,0.16,0.0028
2024-06-30:01,17,4,0.0237,0.0029,0.16,0.0028
2024-06-29:24,14,1,0.0242,0.0029,0.16,0.0028
2024-06-29:23,9,,0.0256,0.0030,0.17,0.0028
2024-06-29:22,2,,0.0252,0.0032,0.17,0.0028
2024-06-29:21,4,,0.0170,0.0068,0.21,0.0028
2024-06-29:20,5,,0.0147,0.0087,0.22,0.0028
2024-06-29:19,5,,0.0214,0.0041,0.17,0.0028
2024-06-29:18,4,0,0.0227,0.0036,0.18,0.0027
2024-06-29:17,3,0,0.0256,0.0051,0.24,0.0028
2024-06-29:16,6,1,0.0363,0.0048,0.27,0.0029
2024-06-29:15,11,3,0.0397,0.0045,0.26,0.0028
2024-06-29:14,15,6,0.0408,0.0042,0.23,0.0028
2024-06-29:13,17,6,0.0437,0.0043,0.22,0.0028
2024-06-29:12,17,10,0.0451,0.0067,0.23,0.0032
2024-06-29:11,20,13,0.0438,0.0071,0.21,0.0032
2024-06-29:10,24,13,0.0417,0.0069,0.29,0.0042
2024-06-29:09,22,12,0.0365,0.0084,0.32,0.0050
2024-06-29:08,17,11,0.0285,0.0070,0.30,0.0043
2024-06-29:07,14,10,0.0234,0.0067,0.31,0.0039
