tm,pm10,pm25,o3,no2,co,so2
2024-06-30:24,10,7,0.0215,0.0053,0.30,0.0021
2024-06-30:23,9,5,0.0263,0.0054,0.30,0.0021
2024-06-30:22,8,2,0.0326,0.0043,0.30,0.0021
2024-06-30:21,7,2,0.0340,0.0044,0.30,0.0021
2024-06-30:20,5,0,0.0330,0.0042,0.29,0.0021
2024-06-30:19,2,,0.0302,0.0046,0.28,0.0021
2024-06-30:18,,,0.0335,0.0042,0.29,0.0021
2024-06-30:17,3,,0.0316,0.0039,0.27,0.0021
2024-06-30:16,6,1,0.0318,0.0037,0.25,0.0021
2024-06-30:15,6,1,0.0363,0.0037,0.25,0.0021
2024-06-30:14,5,3,0.0347,0.0038,0.27,0.0021
2024-06-30:13,6,4,0.0349,0.0039,0.27,0.0022
2024-06-30:12,0,,0.0307,0.0039,0.25,0.0022
2024-06-30:11,0,,0.0290,0.0038,0.25,0.0022
2024-06-30:10,1,0,0.0301,0.0036,0.24,0.0021
2024-06-30:09,0,,0.0295,0.0038,0.24,0.0022
2024-06-30:08,2,,0.0253,0.0044,0.25,0.0021
2024-06-30:07,6,,0.0232,0.0045,0.24,0.0022
2024-06-30:06,8,,0.0201,0.0043,0.24,0.0021
2024-06-30:05,5,0,0.0099,0.0055,0.25,0.0021
2024-06-30:04,6,1,0.0078,0.0056,0.26,0.0021
2024-06-30:03,5,2,0.0090,0.0052,0.26,0.0021
2024-06-30:02,4,0,0.0105,0.0053,0.25,0.0021
2024-06-30:01,2,,0.0118,0.0057,0.25,0.0021
2024-06-29:24,2,,0.0130,0.0061,0.26,0.0021
2024-06-29:23,3,,0.0128,0.0063,0.25,0.0021
2024-06-29:22,5,,0.0160,0.0063,0.26,0.0021
2024-06-29:21,4,,0.0188,0.0071,0.29,0.0021
2024-06-29:20,0,,0.0225,0.0071,0.31,0.0021
2024-06-29:19,1,,0.0284,0.0071,0.30,0.0021
2024-06-29:18,2,,0.0342,0.0064,0.32,0.0021
2024-06-29:17,3,,0.0356,0.0065,0.32,0.0020
2024-06-29:16,3,0,0.0395,0.0060,0.31,0.0020
2024-06-29:15,8,7,0.0414,0.0062,0.32,0.0020
2024-06-29:14,14,14,0.0476,0.0068,0.43,0.0022
2024-06-29:13,28,16,0.0470,0.0077,0.42,0.0022
2024-06-29:12,19,10,0.0423,0.0061,0.33,0.0021
2024-06-29:11,20,15,0.0402,0.0059,0.30,0.0020
2024-06-29:10,15,11,0.0371,0.0059,0.29,0.0020
2024-06-29:09,28,16,0.0321,0.0068,0.31,0.0020
2024-06-29:08,33,16,0.0259,0.0071,0.31,0.0020
2024-06-29:07,25,16,0.0183,0.0082,0.31,0.0021
2024-06-29:06,12,6,0.0135,0.0073,0.27,0.0020
2024-06-29:05,15,15,0.0249,0.0073,0.30,0.0023
2024-06-29:04,7,,0.0298,0.0081,0.31,0.0024
2024-06-29:03,15,13,0.0331,0.0085,0.33,0.0025
2024-06-29:02,14,12,0.0387,0.0075,0.35,0.0023
2024-06-29:01,9,5,0.0525,0.0053,0.25,0.0022
2024-06-28:24,11,8,0.0585,0.0052,0.26,0.0023
2024-06-28:23,10,9,0.0594,0.0056,0.28,0.0023
2024-06-28:22,16,12,0.0639,0.0062,0.28,0.0024
2024-06-28:21,38,27,0.0969,0.0134,0.62,0.0045
2024-06-28:20,35,23,0.1128,0.0123,0.59,0.0050
2024-06-28:19,24,17,0.0910,0.0104,0.52,0.0040
2024-06-28:18,9,4,0.0571,0.0045,0.23,0.0020
2024-06-28:17,6,3,0.0583,0.0043,0.22,0.0020
2024-06-28:16,11,5,0.0579,0.0050,0.23,0.0020
2024-06-28:15,7,6,0.0599,0.0050,0.23,0.0020
2024-06-28:14,5,2,0.0596,0.0068,0.24,0.0020
2024-06-28:13,7,4,0.0596,0.0055,0.23,0.0020
2024-06-28:12,10,8,0.0510,0.0069,0.26,0.0022
2024-06-28:11,19,12,0.0371,0.0080,0.29,0.0021
2024-06-28:10,17,13,0.0268,0.0080,0.29,0.0020
2024-06-28:09,14,,0.0172,0.0073,0.28,0.0019
2024-06-28:08,16,10,0.0120,0.0067,0.28,0.0019
2024-06-28:07,15,10,0.0103,0.0058,0.27,0.0018
2024-06-28:06,17,9,0.0080,0.0060,0.27,0.0018
2024-06-28:05,14,9,0.0070,0.0062,0.27,0.0019
2024-06-28:04,15,11,0.0067,0.0058,0.26,0.0019
2024-06-28:03,13,13,0.0098,0.0060,0.27,0.0019
2024-06-28:02,14,10,0.0106,0.0064,0.27,0.0019
2024-06-28:01,10,9,0.0136,0.0064,0.27,0.0019
2024-06-27:24,12,11,0.0176,0.0063,0.28,0.0019
2024-06-27:23,16,13,0.0222,0.0068,0.28,0.0019
2024-06-27:22,11,11,0.0323,0.0074,0.28,0.0019
2024-06-27:21,14,11,0.0392,0.0077,0.27,0.0019
2024-06-27:20,15,10,0.0442,0.0073,0.29,0.0020
2024-06-27:19,11,8,0.0446,0.0080,0.31,0.0020
2024-06-27:18,16,16,0.0500,0.0067,0.31,0.0021
2024-06-27:17,18,17,0.0557,0.0094,0.35,0.0027
2024-06-27:16,28,22,0.0532,0.0109,0.39,0.0029
2024-06-27:15,34,19,0.0514,0.0105,0.40,0.0027
2024-06-27:14,37,22,0.0470,0.0100,0.40,0.0025
2024-06-27:13,32,19,0.0354,0.0127,0.37,0.0022
2024-06-27:12,28,17,0.0390,0.0105,0.36,0.0022
2024-06-27:11,27,20,0.0418,0.0092,0.38,0.0023
2024-06-27:10,27,20,0.0366,0.0094,0.38,0.0021
2024-06-27:09,32,18,0.0234,0.0114,0.43,0.0020
2024-06-27:08,23,15,0.0206,0.0098,0.36,0.0019
2024-06-27:07,18,12,0.0215,0.0077,0.32,0.0018
2024-06-27:06,18,15,0.0204,0.0072,0.32,0.0018
2024-06-27:05,17,13,0.0231,0.0071,0.32,0.0018
2024-06-27:04,16,,0.0279,0.0067,0.33,0.0019
2024-06-27:03,14,,0.0310,0.0072,0.35,0.0019
2024-06-27:02,15,12,0.0332,0.0081,0.39,0.0021
