tm,pm10,pm25,o3,no2,co,so2
2024-04-30:24,22,22,0.0461,0.0050,0.37,0.0023
2024-04-30:23,29,23,0.0334,0.0058,0.37,0.0023
2024-04-30:22,26,19,0.0230,0.0063,0.34,0.0023
2024-04-30:21,24,17,0.0243,0.0085,0.32,0.0022
2024-04-30:20,24,19,0.0376,0.0043,0.31,0.0023
2024-04-30:19,26,16,0.0387,0.0045,0.31,0.0023
2024-04-30:18,28,14,0.0373,0.0062,0.31,0.0023
2024-04-30:17,39,18,0.0369,0.0058,0.31,0.0024
2024-04-30:16,48,14,0.0382,0.0050,0.31,0.0023
2024-04-30:15,35,6,0.0421,0.0048,0.30,0.0024
2024-04-30:14,33,7,0.0525,0.0050,0.26,0.0024
2024-04-30:13,14,6,0.0450,0.0029,0.29,0.0024
2024-04-30:12,14,6,0.0416,0.0026,0.30,0.0023
2024-04-30:11,15,10,0.0353,0.0034,0.31,0.0023
2024-04-30:10,22,11,0.0310,0.0054,0.33,0.0024
2024-04-30:09,27,14,0.0228,0.0101,0.35,0.0024
2024-04-30:08,29,16,0.0163,0.0111,0.35,0.0024
2024-04-30:07,27,13,0.0132,0.0107,0.34,0.0023
2024-04-30:06,24,16,0.0102,0.0113,0.34,0.0023
2024-04-30:05,23,11,0.0174,0.0064,0.33,0.0023
2024-04-30:04,26,12,0.0211,0.0058,0.32,0.0023
2024-04-30:03,23,13,0.0257,0.0048,0.32,0.0023
2024-04-30:02,20,8,0.0305,0.0041,0.31,0.0023
2024-04-30:01,17,9,0.0329,0.0049,0.31,0.0023
2024-04-29:24,18,7,0.0361,0.0068,0.32,0.0023
2024-04-29:23,15,8,0.0429,0.0053,0.34,0.0023
2024-04-29:22,19,10,0.0472,0.0032,0.33,0.0022
2024-04-29:21,10,,0.0492,0.0029,0.32,0.0022
2024-04-29:20,8,,0.0378,0.0051,0.33,0.0023
2024-04-29:19,11,8,0.0312,0.0105,0.37,0.0023
2024-04-29:18,17,12,0.0342,0.0116,0.37,0.0023
2024-04-29:17,11,7,0.0411,0.0093,0.34,0.0023
2024-04-29:16,9,9,0.0518,0.0058,0.32,0.0023
2024-04-29:15,14,12,0.0494,0.0063,0.32,0.0023
2024-04-29:14,15,14,0.0462,0.0094,0.33,0.0023
2024-04-29:13,21,13,0.0444,0.0098,0.33,0.0022
2024-04-29:12,18,15,0.0482,0.0070,0.32,0.0022
2024-04-29:11,21,17,0.0414,0.0096,0.37,0.0023
2024-04-29:10,22,18,0.0381,0.0099,0.38,0.0022
2024-04-29:09,28,,0.0374,0.0079,0.39,0.0023
2024-04-29:08,37,25,0.0359,0.0099,0.38,0.0023
2024-04-29:07,35,22,0.0401,0.0070,0.37,0.0023
2024-04-29:06,34,28,0.0429,0.0055,0.39,0.0024
2024-04-29:05,36,31,0.0417,0.0065,0.38,0.0026
2024-04-29:04,31,28,0.0457,0.0054,0.36,0.0029
2024-04-29:03,26,22,0.0546,0.0046,0.33,0.0030
2024-04-29:02,28,17,0.0554,0.0046,0.33,0.0029
2024-04-29:01,29,18,0.0605,0.0045,0.32,0.0030
2024-04-28:24,36,27,0.0707,0.0050,0.38,0.0030
2024-04-28:23,38,25,0.0769,0.0050,0.39,0.0033
2024-04-28:22,48,25,0.0784,0.0059,0.41,0.0032
2024-04-28:21,45,29,0.0772,0.0076,0.45,0.0032
2024-04-28:20,46,25,0.0787,0.0075,0.48,0.0033
2024-04-28:19,54,24,0.0842,0.0059,0.50,0.0037
2024-04-28:18,38,18,0.0815,0.0051,0.43,0.0032
2024-04-28:17,33,12,0.0797,0.0033,0.48,0.0028
2024-04-28:16,41,19,0.0813,0.0037,0.46,0.0028
2024-04-28:15,49,21,0.0785,0.0036,0.41,0.0029
2024-04-28:14,57,18,0.0794,0.0043,0.45,0.0029
2024-04-28:13,71,19,0.0780,0.0040,0.45,0.0029
2024-04-28:12,34,18,0.0696,0.0048,0.35,0.0029
2024-04-28:11,28,15,0.0589,0.0065,0.39,0.0025
2024-04-28:10,28,13,0.0450,0.0078,0.33,0.0024
2024-04-28:09,29,19,0.0345,0.0082,0.33,0.0023
2024-04-28:08,27,16,0.0205,0.0103,0.35,0.0022
2024-04-28:07,24,13,0.0121,0.0101,0.35,0.0022
2024-04-28:06,20,14,0.0115,0.0085,0.34,0.0021
2024-04-28:05,19,16,0.0129,0.0085,0.35,0.0023
2024-04-28:04,21,11,0.0189,0.0070,0.34,0.0022
2024-04-28:03,22,13,0.0216,0.0069,0.35,0.0022
2024-04-28:02,23,17,0.0263,0.0083,0.40,0.0022
2024-04-28:01,28,21,0.0233,0.0093,0.46,0.0022
2024-04-27:24,27,15,0.0218,0.0123,0.48,0.0022
2024-04-27:23,24,19,0.0264,0.0127,0.49,0.0023
2024-04-27:22,32,18,0.0373,0.0099,0.45,0.0023
2024-04-27:21,35,17,0.0506,0.0086,0.34,0.0024
2024-04-27:20,39,17,0.0488,0.0126,0.36,0.0024
2024-04-27:19,36,13,0.0680,0.0055,0.31,0.0025
2024-04-27:18,39,12,0.0705,0.0064,0.39,0.0026
2024-04-27:17,22,10,0.0691,0.0053,0.24,0.0025
2024-04-27:16,27,12,0.0716,0.0044,0.25,0.0025
2024-04-27:15,27,10,0.0728,0.0026,0.25,0.0026
2024-04-27:14,25,10,0.0721,0.0028,0.25,0.0025
2024-04-27:13,23,11,0.0708,0.0033,0.26,0.0025
2024-04-27:12,25,10,0.0668,0.0054,0.37,0.0025
2024-04-27:11,35,21,0.0478,0.0103,0.31,0.0024
2024-04-27:10,36,27,0.0301,0.0114,0.38,0.0024
2024-04-27:09,32,24,0.0169,0.0106,0.41,0.0023
2024-04-27:08,32,24,0.0098,0.0121,0.43,0.0024
2024-04-27:07,24,21,0.0105,0.0079,0.44,0.0023
2024-04-27:06,29,25,0.0084,0.0074,0.47,0.0022
2024-04-27:05,28,26,0.0083,0.0101,0.56,0.0022
2024-04-27:04,32,24,0.0083,0.0082,0.52,0.0023
2024-04-27:03,34,26,0.0093,0.0103,0.55,0.0022
2024-04-27:02,,,0.0125,0.0112,0.60,0.0022
2024-04-27:01,82,30,0.0160,0.0124,0.70,0.0023
2024-04-26:24,40,33,0.0198,0.0145,0.72,0.0023
2024-04-26:23,47,30,0.0267,0.0137,0.71,0.0024
2024-04-26:22,46,37,0.0331,0.0130,0.66,0.0028
2024-04-26:21,49,26,0.0427,0.0140,0.65,0.0032
2024-04-26:20,48,31,0.0630,0.0145,0.72,0.0044
2024-04-26:19,44,21,0.0644,0.0083,0.48,0.0034
2024-04-26:18,46,20,0.0543,0.0119,0.38,0.0030
2024-04-26:17,37,17,0.0616,0.0057,0.30,0.0029
2024-04-26:16,46,19,0.0592,0.0072,0.28,0.0029
2024-04-26:15,58,22,0.0572,0.0093,0.34,0.0029
2024-04-26:14,42,16,0.0641,0.0085,0.46,0.0033
2024-04-26:13,61,17,0.0651,0.0051,0.43,0.0030
2024-04-26:12,74,17,0.0535,0.0117,0.42,0.0028
2024-04-26:11,56,23,0.0356,0.0130,0.47,0.0026
2024-04-26:10,58,24,0.0196,0.0158,0.50,0.0025
2024-04-26:09,57,27,0.0112,0.0160,0.44,0.0026
2024-04-26:08,44,25,0.0059,0.0137,0.44,0.0026
2024-04-26:07,45,18,0.0028,0.0143,0.55,0.0027
2024-04-26:06,34,13,0.0055,0.0121,0.56,0.0023
2024-04-26:05,35,19,0.0115,0.0064,0.55,0.0023
2024-04-26:04,32,20,0.0138,0.0074,0.48,0.0023
2024-04-26:03,35,20,0.0129,0.0103,0.57,0.0022
2024-04-26:02,37,20,0.0150,0.0113,0.48,0.0023
2024-04-26:01,35,35,0.0176,0.0144,0.44,0.0023
2024-04-25:24,36,26,0.0215,0.0156,0.49,0.0023
2024-04-25:23,35,20,0.0317,0.0132,0.51,0.0024
2024-04-25:22,54,23,0.0361,0.0109,0.44,0.0025
2024-04-25:21,39,22,0.0381,0.0155,0.45,0.0028
2024-04-25:20,32,15,0.0587,0.0104,0.50,0.0036
2024-04-25:19,47,15,0.0609,0.0047,0.32,0.0026
2024-04-25:18,48,14,0.0569,0.0051,0.28,0.0023
2024-04-25:17,46,10,0.0562,0.0042,0.28,0.0023
2024-04-25:16,111,28,0.0588,0.0046,0.22,0.0024
2024-04-25:15,68,11,0.0605,0.0041,0.23,0.0023
2024-04-25:14,30,7,0.0579,0.0056,0.25,0.0024
2024-04-25:13,13,6,0.0570,0.0044,0.26,0.0023
2024-04-25:12,10,3,0.0521,0.0057,0.27,0.0024
2024-04-25:11,14,7,0.0421,0.0076,0.29,0.0025
2024-04-25:10,23,12,0.0322,0.0105,0.31,0.0023
2024-04-25:09,21,12,0.0153,0.0111,0.30,0.0023
2024-04-25:08,23,8,0.0105,0.0103,0.30,0.0024
2024-04-25:07,17,7,0.0048,0.0110,0.28,0.0026
2024-04-25:06,18,8,0.0069,0.0074,0.27,0.0022
2024-04-25:05,16,9,0.0055,0.0106,0.26,0.0022
2024-04-25:04,13,6,0.0133,0.0051,0.27,0.0021
2024-04-25:03,19,8,0.0152,0.0066,0.30,0.0021
2024-04-25:02,15,9,0.0225,0.0030,0.29,0.0022
2024-04-25:01,17,15,0.0228,0.0064,0.33,0.0022
2024-04-24:24,18,11,0.0225,0.0069,0.33,0.0022
2024-04-24:23,21,14,0.0281,0.0096,0.36,0.0023
2024-04-24:22,28,13,0.0269,0.0133,0.37,0.0023
2024-04-24:21,24,13,0.0530,0.0054,0.32,0.0022
2024-04-24:20,20,7,0.0562,0.0047,0.30,0.0023
2024-04-24:19,20,9,0.0569,0.0050,0.30,0.0023
2024-04-24:18,26,6,0.0604,0.0046,0.27,0.0022
2024-04-24:17,30,9,0.0593,0.0056,0.26,0.0023
2024-04-24:16,,,,,,
2024-04-24:15,,,,,,
2024-04-24:14,,,,,,
2024-04-24:13,,,,,,
2024-04-24:12,28,18,0.0529,0.0026,0.28,0.0022
2024-04-24:11,22,10,0.0481,0.0068,0.30,0.0022
2024-04-24:10,15,6,0.0239,0.0119,0.37,0.0023
2024-04-24:09,9,3,0.0206,0.0088,0.42,0.0023
2024-04-24:08,10,6,0.0227,0.0056,0.35,0.0022
2024-04-24:07,11,6,0.0135,0.0105,0.41,0.0023
2024-04-24:06,6,5,0.0127,0.0093,0.33,0.0023
2024-04-24:05,7,5,0.0209,0.0036,0.31,0.0022
2024-04-24:04,7,,0.0178,0.0040,0.39,0.0022
2024-04-24:03,7,6,0.0269,0.0032,0.36,0.0022
2024-04-24:02,8,7,0.0319,0.0023,0.33,0.0021
2024-04-24:01,12,9,0.0268,0.0031,0.42,0.0022
2024-04-23:24,12,6,0.0253,0.0044,0.36,0.0021
2024-04-23:23,9,7,0.0345,0.0026,0.31,0.0021
2024-04-23:22,16,9,0.0357,0.0033,0.32,0.0022
2024-04-23:21,14,9,0.0378,0.0036,0.31,0.0022
2024-04-23:20,22,9,0.0411,0.0039,0.27,0.0023
2024-04-23:19,20,10,0.0431,0.0067,0.28,0.0022
2024-04-23:18,25,16,0.0465,0.0070,0.27,0.0023
2024-04-23:17,21,11,0.0497,0.0070,0.26,0.0023
2024-04-23:16,26,14,0.0568,0.0053,0.26,0.0024
2024-04-23:15,27,12,0.0585,0.0053,0.26,0.0023
2024-04-23:14,28,14,0.0611,0.0050,0.26,0.0024
2024-04-23:13,27,12,0.0615,0.0042,0.25,0.0025
2024-04-23:12,27,16,,,,
2024-04-23:11,,,,,,
2024-04-23:10,28,12,0.0398,0.0110,0.41,0.0023
2024-04-23:09,28,12,0.0128,0.0129,0.44,0.0023
2024-04-23:08,26,14,0.0092,0.0114,0.40,0.0023
2024-04-23:07,25,13,0.0045,0.0092,0.37,0.0022
2024-04-23:06,21,16,0.0067,0.0069,0.37,0.0021
2024-04-23:05,21,16,0.0088,0.0041,0.38,0.0021
2024-04-23:04,18,13,0.0088,0.0039,0.36,0.0020
2024-04-23:03,24,19,0.0106,0.0051,0.39,0.0020
2024-04-23:02,21,21,0.0062,0.0096,0.39,0.0021
2024-04-23:01,17,16,0.0034,0.0114,0.40,0.0021
2024-04-22:24,24,17,0.0045,0.0108,0.41,0.0021
2024-04-22:23,28,16,0.0060,0.0118,0.44,0.0021
2024-04-22:22,31,15,0.0093,0.0139,0.47,0.0021
2024-04-22:21,26,17,0.0151,0.0092,0.46,0.0022
2024-04-22:20,36,17,0.0200,0.0153,0.53,0.0021
2024-04-22:19,30,13,0.0331,0.0112,0.39,0.0021
2024-04-22:18,31,17,0.0379,0.0085,0.38,0.0022
2024-04-22:17,31,18,0.0392,0.0083,0.38,0.0022
2024-04-22:16,27,15,0.0398,0.0096,0.38,0.0022
2024-04-22:15,23,11,0.0454,0.0058,0.37,0.0021
2024-04-22:14,22,17,0.0459,0.0067,0.36,0.0021
2024-04-22:13,22,13,0.0457,0.0063,0.38,0.0021
2024-04-22:12,33,18,0.0400,0.0087,0.44,0.0021
2024-04-22:11,30,19,0.0407,0.0101,0.44,0.0021
2024-04-22:10,44,22,0.0374,0.0099,0.46,0.0021
2024-04-22:09,42,25,0.0374,0.0101,0.45,0.0022
2024-04-22:08,36,25,0.0287,0.0150,0.54,0.0022
2024-04-22:07,28,15,0.0177,0.0124,0.40,0.0021
2024-04-22:06,29,17,0.0128,0.0076,0.27,0.0021
2024-04-22:05,26,17,0.0145,0.0078,0.28,0.0022
2024-04-22:04,26,14,0.0176,0.0053,0.27,0.0021
2024-04-22:03,24,15,0.0185,0.0063,0.29,0.0021
2024-04-22:02,21,14,0.0193,0.0058,0.26,0.0021
2024-04-22:01,24,13,0.0198,0.0077,0.30,0.0021
2024-04-21:24,19,13,0.0202,0.0089,0.31,0.0022
2024-04-21:23,13,8,0.0314,0.0072,0.34,0.0022
2024-04-21:22,15,12,0.0215,0.0112,0.39,0.0022
2024-04-21:21,18,15,0.0153,0.0118,0.40,0.0021
2024-04-21:20,14,7,0.0208,0.0101,0.37,0.0021
2024-04-21:19,8,4,0.0281,0.0062,0.36,0.0020
2024-04-21:18,8,7,0.0275,0.0090,0.37,0.0022
2024-04-21:17,8,6,0.0288,0.0093,0.32,0.0021
2024-04-21:16,6,,0.0289,0.0077,0.34,0.0022
2024-04-21:15,8,6,0.0272,0.0102,0.34,0.0021
2024-04-21:14,8,6,0.0260,0.0080,0.32,0.0022
2024-04-21:13,7,5,0.0253,0.0094,0.35,0.0022
2024-04-21:12,6,,0.0257,0.0099,0.32,0.0022
2024-04-21:11,7,6,0.0258,0.0102,0.37,0.0022
2024-04-21:10,10,6,0.0226,0.0086,0.35,0.0021
2024-04-21:09,9,6,0.0253,0.0059,0.45,0.0021
2024-04-21:08,9,8,0.0246,0.0067,0.56,0.0021
2024-04-21:07,10,10,0.0224,0.0066,0.51,0.0022
2024-04-21:06,8,6,0.0279,0.0047,0.51,0.0021
2024-04-21:05,11,6,0.0329,0.0034,0.47,0.0022
2024-04-21:04,7,4,0.0337,0.0034,0.49,0.0022
