tm,pm10,pm25,o3,no2,co,so2
2024-02-29:24,16,7,0.0240,0.0194,0.35,0.0026
2024-02-29:23,12,5,0.0330,0.0152,0.34,0.0024
2024-02-29:22,11,6,0.0320,0.0165,0.33,0.0024
2024-02-29:21,11,7,0.0310,0.0174,0.33,0.0026
2024-02-29:20,10,4,0.0280,0.0201,0.34,0.0026
2024-02-29:19,10,5,0.0270,0.0231,0.35,0.0023
2024-02-29:18,9,4,0.0280,0.0223,0.35,0.0024
2024-02-29:17,11,4,0.0310,0.0193,0.33,0.0021
2024-02-29:16,9,3,0.0360,0.0166,0.31,0.0024
2024-02-29:15,14,7,0.0410,0.0134,0.32,0.0027
2024-02-29:14,18,8,0.0350,0.0168,0.36,0.0028
2024-02-29:13,26,12,0.0290,0.0202,0.35,0.0027
2024-02-29:12,27,14,0.0220,0.0250,0.36,0.0027
2024-02-29:11,27,11,0.0230,0.0255,0.36,0.0026
2024-02-29:10,26,11,0.0270,0.0199,0.34,0.0025
2024-02-29:09,25,10,0.0270,0.0203,0.34,0.0028
2024-02-29:08,27,13,0.0130,0.0340,0.39,0.0030
2024-02-29:07,25,12,0.0190,0.0273,0.37,0.0030
2024-02-29:06,25,14,0.0290,0.0155,0.33,0.0033
2024-02-29:05,24,12,0.0320,0.0145,0.32,0.0031
2024-02-29:04,27,12,0.0300,0.0167,0.33,0.0032
2024-02-29:03,26,14,0.0360,0.0138,0.32,0.0036
2024-02-29:02,25,10,0.0330,0.0169,0.33,0.0037
2024-02-29:01,26,11,0.0340,0.0179,0.33,0.0039
2024-02-28:24,24,13,0.0320,0.0207,0.35,0.0037
2024-02-28:23,23,10,0.0320,0.0218,0.32,0.0033
2024-02-28:22,28,11,0.0330,0.0229,0.34,0.0033
2024-02-28:21,26,9,0.0370,0.0197,0.32,0.0032
2024-02-28:20,31,12,0.0400,0.0195,0.33,0.0034
2024-02-28:19,28,11,0.0330,0.0282,0.34,0.0027
2024-02-28:18,21,6,0.0500,0.0097,0.29,0.0026
2024-02-28:17,22,8,0.0540,0.0064,0.27,0.0022
2024-02-28:16,21,7,0.0540,0.0064,0.27,0.0024
2024-02-28:15,22,7,0.0550,0.0062,0.26,0.0021
2024-02-28:14,22,7,0.0540,0.0064,0.27,0.0024
2024-02-28:13,25,9,0.0490,0.0075,0.27,0.0025
2024-02-28:12,28,12,0.0430,0.0106,0.30,0.0028
2024-02-28:11,34,11,0.0320,0.0176,0.32,0.0028
2024-02-28:10,32,8,0.0240,0.0245,0.38,0.0026
2024-02-28:09,32,11,0.0180,0.0260,0.40,0.0026
2024-02-28:08,33,14,0.0130,0.0273,0.40,0.0023
2024-02-28:07,29,13,0.0190,0.0195,0.37,0.0020
2024-02-28:06,23,8,0.0310,0.0123,0.33,0.0022
2024-02-28:05,24,11,0.0240,0.0189,0.36,0.0025
2024-02-28:04,27,8,0.0330,0.0114,0.33,0.0025
2024-02-28:03,26,10,0.0320,0.0128,0.33,0.0026
2024-02-28:02,24,9,0.0310,0.0149,0.35,0.0025
2024-02-28:01,26,9,0.0320,0.0150,0.35,0.0022
2024-02-27:24,26,10,0.0360,0.0133,0.33,0.0023
2024-02-27:23,28,8,0.0350,0.0148,0.31,0.0024
2024-02-27:22,31,10,0.0360,0.0159,0.29,0.0025
2024-02-27:21,30,9,0.0310,0.0213,0.32,0.0025
2024-02-27:20,29,9,0.0390,0.0134,0.29,0.0025
2024-02-27:19,31,14,0.0420,0.0122,0.30,0.0026
2024-02-27:18,32,11,0.0470,0.0080,0.29,0.0024
2024-02-27:17,31,12,0.0480,0.0071,0.29,0.0025
