tm,pm10,pm25,o3,no2,co,so2
2024-06-30:24,9,1,0.0174,0.0170,0.21,0.0028
2024-06-30:23,11,2,0.0203,0.0172,0.21,0.0026
2024-06-30:22,10,1,0.0176,0.0206,0.33,0.0023
2024-06-30:21,12,3,0.0220,0.0172,0.20,0.0023
2024-06-30:20,14,5,0.0237,0.0167,0.19,0.0029
2024-06-30:19,16,8,0.0257,0.0151,0.16,0.0026
2024-06-30:18,12,5,0.0270,0.0148,0.22,0.0028
2024-06-30:17,11,3,0.0239,0.0159,0.23,0.0028
2024-06-30:16,10,0,0.0211,0.0158,0.20,0.0026
2024-06-30:15,8,3,0.0203,0.0148,0.20,0.0029
2024-06-30:14,8,1,0.0181,0.0157,0.21,0.0025
2024-06-30:13,12,4,0.0210,0.0147,0.18,0.0027
2024-06-30:12,10,1,0.0192,0.0146,0.17,0.0025
2024-06-30:11,9,2,0.0164,0.0148,0.17,0.0024
2024-06-30:10,12,3,0.0177,0.0141,0.15,0.0026
2024-06-30:09,10,1,0.0174,0.0143,0.13,0.0027
2024-06-30:08,9,1,0.0173,0.0140,0.14,0.0024
2024-06-30:07,12,1,0.0186,0.0140,0.16,0.0025
2024-06-30:06,16,5,0.0202,0.0133,0.12,0.0026
2024-06-30:05,20,6,0.0222,0.0130,0.13,0.0028
2024-06-30:04,22,5,0.0218,0.0133,0.13,0.0025
2024-06-30:03,22,5,0.0203,0.0135,0.13,0.0028
2024-06-30:02,25,5,0.0207,0.0134,0.14,0.0027
2024-06-30:01,24,7,0.0213,0.0136,0.14,0.0026
2024-06-29:24,19,6,0.0210,0.0136,0.15,0.0028
2024-06-29:23,11,2,0.0208,0.0140,0.12,0.0024
2024-06-29:22,7,0,0.0189,0.0145,0.13,0.0028
2024-06-29:21,9,1,0.0177,0.0159,0.14,0.0023
2024-06-29:20,7,2,0.0180,0.0170,0.16,0.0030
2024-06-29:19,10,3,0.0151,0.0207,0.20,0.0027
2024-06-29:18,9,3,0.0192,0.0186,0.18,0.0029
2024-06-29:17,15,3,0.0206,0.0263,0.23,0.0031
2024-06-29:16,16,7,0.0247,0.0326,0.29,0.0030
2024-06-29:15,17,8,0.0297,0.0327,0.24,0.0029
2024-06-29:14,19,10,0.0422,0.0167,0.26,0.0030
2024-06-29:13,20,7,0.0469,0.0132,0.22,0.0026
2024-06-29:12,17,5,0.0480,0.0140,0.25,0.0025
2024-06-29:11,13,6,0.0477,0.0153,0.29,0.0028
2024-06-29:10,15,6,0.0457,0.0156,0.32,0.0029
2024-06-29:09,10,2,0.0440,0.0153,0.31,0.0028
2024-06-29:08,9,3,0.0432,0.0148,0.27,0.0026
2024-06-29:07,12,4,0.0409,0.0150,0.24,0.0026
2024-06-29:06,11,6,0.0395,0.0140,0.21,0.0022
2024-06-29:05,13,6,0.0421,0.0125,0.21,0.0031
2024-06-29:04,20,11,0.0396,0.0154,0.22,0.0027
2024-06-29:03,20,13,0.0319,0.0204,0.27,0.0025
2024-06-29:02,20,11,0.0297,0.0239,0.26,0.0030
2024-06-29:01,14,6,0.0318,0.0250,0.25,0.0029
2024-06-28:24,12,4,0.0383,0.0171,0.23,0.0026
2024-06-28:23,10,3,0.0372,0.0185,0.20,0.0029
2024-06-28:22,8,6,0.0398,0.0162,0.20,0.0026
2024-06-28:21,9,2,0.0425,0.0156,0.18,0.0028
2024-06-28:20,15,6,0.0411,0.0227,0.17,0.0032
2024-06-28:19,17,10,0.0442,0.0275,0.20,0.0032
2024-06-28:18,18,5,0.0485,0.0274,0.20,0.0037
2024-06-28:17,20,7,0.0546,0.0231,0.20,0.0036
2024-06-28:16,21,7,0.0531,0.0234,0.19,0.0036
2024-06-28:15,23,10,0.0604,0.0198,0.20,0.0031
2024-06-28:14,24,12,0.0663,0.0193,0.24,0.0036
2024-06-28:13,21,11,0.0643,0.0206,0.27,0.0037
2024-06-28:12,23,12,0.0576,0.0182,0.27,0.0033
2024-06-28:11,24,13,0.0413,0.0284,0.32,0.0033
2024-06-28:10,22,13,0.0410,0.0218,0.31,0.0030
2024-06-28:09,22,13,0.0351,0.0214,0.28,0.0030
2024-06-28:08,25,13,0.0260,0.0231,0.30,0.0030
2024-06-28:07,30,18,0.0170,0.0244,0.35,0.0030
2024-06-28:06,25,16,0.0178,0.0189,0.32,0.0029
2024-06-28:05,28,15,0.0223,0.0176,0.28,0.0032
2024-06-28:04,26,16,0.0278,0.0169,0.27,0.0028
2024-06-28:03,27,15,0.0271,0.0188,0.28,0.0025
2024-06-28:02,28,17,0.0238,0.0201,0.32,0.0024
2024-06-28:01,27,16,0.0266,0.0206,0.30,0.0028
2024-06-27:24,27,16,0.0287,0.0223,0.32,0.0033
2024-06-27:23,28,15,0.0299,0.0235,0.31,0.0029
2024-06-27:22,27,16,0.0364,0.0223,0.32,0.0025
2024-06-27:21,30,17,0.0408,0.0261,0.33,0.0031
2024-06-27:20,33,19,0.0415,0.0306,0.34,0.0028
2024-06-27:19,29,14,0.0376,0.0382,0.36,0.0034
