tm,pm10,pm25,o3,no2,co,so2
2024-02-29:24,19,14,0.0350,0.0110,0.35,0.0022
2024-02-29:23,16,13,0.0360,0.0100,0.35,0.0024
2024-02-29:22,17,10,0.0360,0.0110,0.34,0.0021
2024-02-29:21,15,13,0.0340,0.0120,0.35,0.0021
2024-02-29:20,18,18,0.0320,0.0130,0.36,0.0021
2024-02-29:19,16,,0.0270,0.0170,0.39,0.0022
2024-02-29:18,17,12,0.0300,0.0160,0.38,0.0021
2024-02-29:17,10,,0.0310,0.0160,0.38,0.0022
2024-02-29:16,13,,0.0290,0.0180,0.39,0.0022
2024-02-29:15,18,17,0.0290,0.0180,0.41,0.0023
2024-02-29:14,26,,0.0230,0.0210,0.45,0.0023
2024-02-29:13,39,29,0.0180,0.0220,0.46,0.0023
2024-02-29:12,41,34,0.0190,0.0200,0.46,0.0025
2024-02-29:11,45,35,0.0160,0.0220,0.47,0.0026
2024-02-29:10,,,,,,
2024-02-29:09,46,29,0.0050,0.0320,0.58,0.0032
2024-02-29:08,41,27,0.0080,0.0300,0.54,0.0029
2024-02-29:07,37,25,0.0140,0.0240,0.50,0.0029
2024-02-29:06,30,21,0.0270,0.0140,0.46,0.0028
2024-02-29:05,31,20,0.0220,0.0180,0.45,0.0029
2024-02-29:04,26,17,0.0260,0.0150,0.45,0.0030
2024-02-29:03,24,16,0.0270,0.0180,0.46,0.0029
2024-02-29:02,20,,0.0300,0.0170,0.45,0.0030
2024-02-29:01,26,19,0.0340,0.0160,0.45,0.0033
2024-02-28:24,25,16,0.0310,0.0200,0.47,0.0034
2024-02-28:23,31,18,0.0220,0.0290,0.51,0.0027
2024-02-28:22,27,14,0.0260,0.0260,0.50,0.0025
2024-02-28:21,30,16,0.0300,0.0240,0.51,0.0026
2024-02-28:20,31,13,0.0340,0.0220,0.49,0.0025
2024-02-28:19,31,14,0.0400,0.0190,0.45,0.0024
2024-02-28:18,27,16,0.0450,0.0170,0.43,0.0025
2024-02-28:17,27,18,0.0460,0.0140,0.41,0.0022
2024-02-28:16,21,12,0.0490,0.0100,0.39,0.0021
2024-02-28:15,22,8,0.0500,0.0080,0.39,0.0021
2024-02-28:14,22,8,0.0490,0.0090,0.39,0.0022
2024-02-28:13,24,11,0.0460,0.0100,0.40,0.0023
2024-02-28:12,24,10,0.0400,0.0130,0.42,0.0024
2024-02-28:11,32,14,0.0340,0.0150,0.45,0.0025
2024-02-28:10,41,25,0.0280,0.0180,0.49,0.0027
2024-02-28:09,48,23,0.0160,0.0270,0.55,0.0030
2024-02-28:08,38,23,0.0080,0.0310,0.54,0.0028
2024-02-28:07,28,18,0.0070,0.0300,0.51,0.0027
2024-02-28:06,29,12,0.0180,0.0200,0.46,0.0025
2024-02-28:05,28,19,0.0290,0.0120,0.45,0.0023
2024-02-28:04,29,13,0.0270,0.0130,0.45,0.0022
2024-02-28:03,31,17,0.0300,0.0120,0.45,0.0022
2024-02-28:02,28,15,0.0330,0.0110,0.43,0.0022
2024-02-28:01,26,14,0.0340,0.0120,0.41,0.0022
2024-02-27:24,27,14,0.0340,0.0140,0.43,0.0021
2024-02-27:23,31,17,0.0340,0.0160,0.45,0.0022
2024-02-27:22,27,18,0.0370,0.0140,0.43,0.0020
2024-02-27:21,30,19,0.0360,0.0150,0.43,0.0021
2024-02-27:20,31,19,0.0350,0.0160,0.44,0.0020
2024-02-27:19,33,22,0.0360,0.0160,0.45,0.0020
