tm,pm10,pm25,o3,no2,co,so2
2024-04-30:24,14,11,0.0464,0.0073,0.31,0.0026
2024-04-30:23,19,13,0.0458,0.0077,0.29,0.0020
2024-04-30:22,24,14,0.0542,0.0075,0.32,0.0019
2024-04-30:21,24,15,0.0616,0.0078,0.32,0.0020
2024-04-30:20,23,15,0.0538,0.0113,0.35,0.0020
2024-04-30:19,25,13,0.0454,0.0172,0.35,0.0021
2024-04-30:18,26,12,0.0498,0.0113,0.38,0.0021
2024-04-30:17,25,12,0.0507,0.0101,0.35,0.0019
2024-04-30:16,24,12,0.0498,0.0095,0.35,0.0020
2024-04-30:15,27,13,0.0504,0.0099,0.37,0.0021
2024-04-30:14,27,12,0.0496,0.0117,0.35,0.0020
2024-04-30:13,26,11,0.0500,0.0081,0.34,0.0019
2024-04-30:12,27,10,0.0405,0.0087,0.32,0.0018
2024-04-30:11,28,11,0.0400,0.0067,0.32,0.0018
2024-04-30:10,28,12,0.0309,0.0107,0.34,0.0018
2024-04-30:09,27,12,0.0255,0.0119,0.36,0.0018
2024-04-30:08,27,13,0.0223,0.0134,0.38,0.0017
2024-04-30:07,25,13,0.0176,0.0157,0.35,0.0019
2024-04-30:06,25,12,0.0221,0.0082,0.32,0.0018
2024-04-30:05,25,12,0.0313,0.0048,0.30,0.0017
2024-04-30:04,21,12,0.0376,0.0055,0.30,0.0018
2024-04-30:03,19,11,0.0403,0.0047,0.30,0.0018
2024-04-30:02,15,12,0.0434,0.0044,0.30,0.0018
2024-04-30:01,15,11,0.0425,0.0045,0.29,0.0018
2024-04-29:24,16,10,0.0418,0.0056,0.29,0.0018
2024-04-29:23,18,10,0.0373,0.0090,0.30,0.0019
2024-04-29:22,20,12,0.0402,0.0092,0.33,0.0018
2024-04-29:21,23,13,0.0389,0.0096,0.36,0.0019
2024-04-29:20,20,11,0.0377,0.0121,0.41,0.0018
2024-04-29:19,15,8,0.0396,0.0120,0.42,0.0018
2024-04-29:18,11,8,0.0444,0.0124,0.37,0.0018
2024-04-29:17,10,8,0.0359,0.0143,0.41,0.0018
2024-04-29:16,11,10,0.0385,0.0145,0.37,0.0019
2024-04-29:15,12,9,0.0315,0.0170,0.42,0.0018
2024-04-29:14,12,9,0.0277,0.0193,0.42,0.0019
2024-04-29:13,13,12,0.0280,0.0170,0.44,0.0019
2024-04-29:12,18,15,0.0332,0.0131,0.44,0.0017
2024-04-29:11,24,16,0.0279,0.0173,0.47,0.0019
2024-04-29:10,29,20,0.0267,0.0204,0.48,0.0018
2024-04-29:09,30,22,0.0313,0.0191,0.47,0.0018
2024-04-29:08,32,23,0.0383,0.0120,0.45,0.0019
2024-04-29:07,37,23,0.0428,0.0081,0.38,0.0018
2024-04-29:06,42,22,0.0444,0.0059,0.35,0.0019
2024-04-29:05,45,20,0.0343,0.0056,0.34,0.0018
2024-04-29:04,44,20,0.0307,0.0065,0.32,0.0019
2024-04-29:03,44,19,0.0328,0.0065,0.31,0.0018
2024-04-29:02,41,19,0.0359,0.0065,0.31,0.0019
2024-04-29:01,34,15,0.0465,0.0068,0.31,0.0020
2024-04-28:24,28,13,0.0547,0.0089,0.31,0.0022
2024-04-28:23,27,14,0.0536,0.0119,0.36,0.0023
2024-04-28:22,25,16,0.0508,0.0127,0.40,0.0022
2024-04-28:21,25,16,0.0591,0.0133,0.41,0.0025
2024-04-28:20,27,16,0.0650,0.0115,0.39,0.0027
2024-04-28:19,29,18,0.0733,0.0140,0.44,0.0029
2024-04-28:18,30,19,0.0861,0.0142,0.41,0.0028
2024-04-28:17,32,23,0.0883,0.0103,0.38,0.0027
2024-04-28:16,37,26,0.0868,0.0123,0.41,0.0027
2024-04-28:15,44,28,0.0893,0.0132,0.44,0.0030
2024-04-28:14,46,29,0.0927,0.0159,0.50,0.0032
2024-04-28:13,49,32,0.0877,0.0164,0.55,0.0035
2024-04-28:12,48,32,0.0746,0.0179,0.60,0.0033
2024-04-28:11,46,32,0.0641,0.0156,0.57,0.0029
2024-04-28:10,43,27,0.0605,0.0137,0.56,0.0030
2024-04-28:09,41,25,0.0518,0.0108,0.51,0.0024
2024-04-28:08,42,26,0.0337,0.0118,0.48,0.0019
2024-04-28:07,41,26,0.0244,0.0131,0.46,0.0018
2024-04-28:06,38,27,0.0256,0.0115,0.46,0.0019
2024-04-28:05,38,27,0.0346,0.0066,0.44,0.0018
2024-04-28:04,41,27,0.0373,0.0065,0.45,0.0019
2024-04-28:03,43,28,0.0408,0.0067,0.45,0.0018
2024-04-28:02,43,29,0.0437,0.0082,0.48,0.0019
2024-04-28:01,47,31,0.0419,0.0101,0.55,0.0019
2024-04-27:24,49,33,0.0443,0.0137,0.64,0.0019
2024-04-27:23,49,33,0.0480,0.0165,0.67,0.0021
2024-04-27:22,49,33,0.0579,0.0161,0.67,0.0025
2024-04-27:21,49,32,0.0671,0.0178,0.70,0.0028
2024-04-27:20,44,28,0.0953,0.0195,0.70,0.0040
2024-04-27:19,43,26,0.1078,0.0140,0.63,0.0040
2024-04-27:18,42,24,0.1028,0.0153,0.60,0.0037
2024-04-27:17,43,24,0.1025,0.0118,0.55,0.0034
2024-04-27:16,41,23,0.1044,0.0104,0.47,0.0029
2024-04-27:15,42,24,0.0995,0.0123,0.50,0.0032
2024-04-27:14,38,24,0.0902,0.0115,0.56,0.0039
2024-04-27:13,35,23,0.0842,0.0152,0.60,0.0041
2024-04-27:12,33,21,0.0707,0.0143,0.53,0.0043
2024-04-27:11,32,21,0.0539,0.0134,0.51,0.0037
2024-04-27:10,30,19,0.0509,0.0119,0.61,0.0037
2024-04-27:09,29,18,0.0355,0.0112,0.56,0.0028
2024-04-27:08,29,17,0.0191,0.0150,0.54,0.0021
2024-04-27:07,30,19,0.0061,0.0160,0.44,0.0020
2024-04-27:06,32,23,0.0089,0.0120,0.36,0.0018
2024-04-27:05,32,23,0.0108,0.0091,0.43,0.0018
2024-04-27:04,31,22,0.0130,0.0081,0.38,0.0018
2024-04-27:03,31,23,0.0114,0.0094,0.39,0.0018
2024-04-27:02,30,23,0.0112,0.0098,0.40,0.0018
2024-04-27:01,30,20,0.0142,0.0105,0.42,0.0019
2024-04-26:24,29,18,0.0149,0.0135,0.48,0.0019
2024-04-26:23,28,17,0.0154,0.0149,0.44,0.0019
2024-04-26:22,27,16,0.0223,0.0157,0.45,0.0020
2024-04-26:21,25,14,0.0288,0.0165,0.47,0.0021
2024-04-26:20,24,13,0.0436,0.0160,0.40,0.0023
2024-04-26:19,23,12,0.0495,0.0179,0.39,0.0025
2024-04-26:18,25,13,0.0523,0.0183,0.37,0.0025
2024-04-26:17,28,14,0.0617,0.0122,0.34,0.0027
2024-04-26:16,28,15,0.0615,0.0115,0.31,0.0025
2024-04-26:15,29,16,0.0585,0.0128,0.39,0.0033
2024-04-26:14,30,16,0.0587,0.0135,0.48,0.0043
2024-04-26:13,33,17,0.0496,0.0174,0.46,0.0038
2024-04-26:12,37,18,0.0434,0.0125,0.45,0.0031
2024-04-26:11,43,18,0.0323,0.0154,0.47,0.0027
2024-04-26:10,36,16,0.0148,0.0271,0.52,0.0025
2024-04-26:09,30,16,0.0103,0.0263,0.46,0.0022
2024-04-26:08,25,14,0.0060,0.0277,0.48,0.0022
2024-04-26:07,21,12,0.0079,0.0240,0.42,0.0020
2024-04-26:06,17,10,0.0202,0.0123,0.38,0.0020
2024-04-26:05,18,10,0.0281,0.0083,0.31,0.0019
2024-04-26:04,20,12,0.0298,0.0083,0.32,0.0019
2024-04-26:03,17,13,0.0284,0.0080,0.32,0.0020
2024-04-26:02,17,13,0.0307,0.0075,0.33,0.0018
2024-04-26:01,22,13,0.0300,0.0090,0.35,0.0019
2024-04-25:24,28,14,0.0279,0.0133,0.39,0.0021
2024-04-25:23,28,13,0.0261,0.0167,0.44,0.0019
2024-04-25:22,27,12,0.0327,0.0163,0.48,0.0021
2024-04-25:21,26,14,0.0408,0.0160,0.48,0.0024
2024-04-25:20,25,14,0.0568,0.0154,0.47,0.0030
2024-04-25:19,26,13,0.0665,0.0125,0.49,0.0035
2024-04-25:18,25,11,0.0672,0.0114,0.46,0.0037
2024-04-25:17,21,9,0.0646,0.0107,0.40,0.0032
2024-04-25:16,19,8,0.0644,0.0110,0.32,0.0026
2024-04-25:15,17,5,0.0659,0.0133,0.31,0.0022
2024-04-25:14,16,7,0.0657,0.0095,0.32,0.0020
2024-04-25:13,17,9,0.0600,0.0071,0.28,0.0020
2024-04-25:12,20,8,0.0530,0.0096,0.30,0.0021
2024-04-25:11,24,10,0.0476,0.0114,0.39,0.0022
2024-04-25:10,24,10,0.0471,0.0086,0.31,0.0021
2024-04-25:09,27,10,0.0413,0.0117,0.30,0.0020
2024-04-25:08,26,10,0.0331,0.0145,0.34,0.0021
2024-04-25:07,24,11,0.0277,0.0167,0.35,0.0022
2024-04-25:06,26,12,0.0348,0.0083,0.29,0.0018
2024-04-25:05,27,12,0.0325,0.0057,0.28,0.0019
2024-04-25:04,28,10,0.0300,0.0061,0.28,0.0018
2024-04-25:03,28,7,0.0307,0.0079,0.29,0.0018
2024-04-25:02,30,7,0.0270,0.0073,0.28,0.0019
2024-04-25:01,32,11,0.0224,0.0088,0.29,0.0018
2024-04-24:24,34,15,0.0197,0.0136,0.32,0.0018
2024-04-24:23,36,16,0.0244,0.0128,0.31,0.0019
2024-04-24:22,38,17,0.0299,0.0102,0.31,0.0019
2024-04-24:21,37,16,0.0287,0.0114,0.34,0.0019
2024-04-24:20,31,13,0.0322,0.0132,0.33,0.0018
2024-04-24:19,28,12,0.0439,0.0138,0.33,0.0019
2024-04-24:18,28,11,0.0508,0.0113,0.30,0.0018
2024-04-24:17,28,10,0.0512,0.0088,0.31,0.0019
2024-04-24:16,,,,,,
2024-04-24:15,,,,,,
2024-04-24:14,,,,,,
2024-04-24:13,,,,,,
2024-04-24:12,18,8,0.0362,0.0077,0.29,0.0021
2024-04-24:11,16,9,0.0260,0.0084,0.29,0.0018
2024-04-24:10,18,8,0.0200,0.0096,0.30,0.0019
2024-04-24:09,20,8,0.0214,0.0092,0.31,0.0021
2024-04-24:08,19,9,0.0110,0.0127,0.36,0.0020
2024-04-24:07,14,6,0.0124,0.0107,0.29,0.0020
2024-04-24:06,10,7,0.0200,0.0060,0.32,0.0018
2024-04-24:05,13,6,0.0271,0.0042,0.24,0.0019
2024-04-24:04,16,5,0.0277,0.0043,0.25,0.0019
2024-04-24:03,11,4,0.0250,0.0040,0.26,0.0018
2024-04-24:02,7,3,0.0277,0.0043,0.27,0.0019
2024-04-24:01,6,4,0.0291,0.0043,0.29,0.0017
2024-04-23:24,9,5,0.0263,0.0059,0.30,0.0019
2024-04-23:23,12,9,0.0226,0.0083,0.31,0.0018
2024-04-23:22,23,11,0.0317,0.0074,0.31,0.0018
2024-04-23:21,30,14,0.0322,0.0085,0.30,0.0019
2024-04-23:20,30,13,0.0321,0.0115,0.32,0.0019
