tm,pm10,pm25,o3,no2,co,so2
2024-06-30:24,6,2,0.0203,0.0045,0.11,0.0018
2024-06-30:23,6,2,0.0188,0.0063,0.11,0.0017
2024-06-30:22,7,5,0.0214,0.0061,0.10,0.0018
2024-06-30:21,11,6,0.0227,0.0073,0.11,0.0017
2024-06-30:20,13,6,0.0240,0.0069,0.11,0.0018
2024-06-30:19,13,7,0.0239,0.0060,0.13,0.0018
2024-06-30:18,12,5,0.0258,0.0063,0.10,0.0018
2024-06-30:17,9,4,0.0254,0.0053,0.13,0.0019
2024-06-30:16,9,4,0.0243,0.0045,0.10,0.0017
2024-06-30:15,8,3,0.0185,0.0061,0.17,0.0018
2024-06-30:14,8,2,0.0191,0.0066,0.11,0.0017
2024-06-30:13,7,1,0.0231,0.0047,0.10,0.0018
2024-06-30:12,7,1,0.0231,0.0030,0.10,0.0019
2024-06-30:11,5,1,0.0193,0.0030,0.10,0.0018
2024-06-30:10,5,0,0.0187,0.0036,0.10,0.0018
2024-06-30:09,4,0,0.0196,0.0029,0.10,0.0017
2024-06-30:08,5,1,0.0200,0.0048,0.10,0.0018
2024-06-30:07,9,2,0.0201,0.0025,0.10,0.0019
2024-06-30:06,10,4,0.0221,0.0023,0.10,0.0017
2024-06-30:05,13,3,0.0248,0.0019,0.10,0.0018
2024-06-30:04,13,4,0.0256,0.0019,0.10,0.0018
2024-06-30:03,17,3,0.0236,0.0020,0.10,0.0018
2024-06-30:02,15,1,0.0232,0.0020,0.10,0.0017
2024-06-30:01,11,2,0.0241,0.0020,0.10,0.0018
2024-06-29:24,10,2,0.0235,0.0023,0.10,0.0017
2024-06-29:23,5,0,0.0227,0.0027,0.10,0.0017
2024-06-29:22,2,0,0.0228,0.0026,0.10,0.0018
2024-06-29:21,1,0,0.0222,0.0041,0.10,0.0018
2024-06-29:20,3,1,0.0205,0.0044,0.10,0.0017
2024-06-29:19,7,2,0.0184,0.0046,0.11,0.0017
2024-06-29:18,9,3,0.0207,0.0052,0.11,0.0017
2024-06-29:17,5,4,0.0301,0.0066,0.13,0.0018
2024-06-29:16,5,5,0.0367,0.0092,0.17,0.0018
2024-06-29:15,10,9,0.0408,0.0103,0.18,0.0018
2024-06-29:14,12,10,0.0467,0.0099,0.15,0.0018
2024-06-29:13,10,8,0.0513,0.0081,0.17,0.0019
2024-06-29:12,9,7,0.0505,0.0082,0.16,0.0019
2024-06-29:11,6,6,0.0511,0.0082,0.17,0.0018
2024-06-29:10,8,5,0.0515,0.0062,0.15,0.0019
2024-06-29:09,9,6,0.0478,0.0058,0.12,0.0018
2024-06-29:08,12,8,0.0455,0.0055,0.13,0.0019
2024-06-29:07,14,8,0.0352,0.0055,0.11,0.0019
