tm,pm10,pm25,o3,no2,co,so2
2024-06-30:24,9,5,0.0214,0.0048,0.09,0.0021
2024-06-30:23,8,5,0.0223,0.0048,0.11,0.0014
2024-06-30:22,10,6,0.0228,0.0051,0.16,0.0015
2024-06-30:21,11,7,0.0237,0.0053,0.17,0.0014
2024-06-30:20,13,7,0.0254,0.0058,0.21,0.0018
2024-06-30:19,10,7,0.0268,0.0055,0.18,0.0018
2024-06-30:18,10,5,0.0301,0.0049,0.14,0.0022
2024-06-30:17,9,6,0.0315,0.0044,0.16,0.0025
2024-06-30:16,5,,0.0314,0.0042,0.13,0.0024
2024-06-30:15,7,4,0.0306,0.0039,0.13,0.0022
2024-06-30:14,10,6,0.0343,0.0038,0.15,0.0027
2024-06-30:13,14,4,0.0345,0.0044,0.25,0.0032
2024-06-30:12,10,1,0.0269,0.0047,0.29,0.0027
2024-06-30:11,5,1,0.0218,0.0039,0.18,0.0017
2024-06-30:10,6,1,0.0213,0.0042,0.14,0.0016
2024-06-30:09,8,2,0.0234,0.0033,0.13,0.0017
2024-06-30:08,8,2,0.0242,0.0028,0.12,0.0015
2024-06-30:07,10,3,0.0244,0.0023,0.07,0.0016
2024-06-30:06,5,4,0.0262,0.0022,0.07,0.0016
2024-06-30:05,5,3,0.0267,0.0020,0.06,0.0014
2024-06-30:04,9,4,0.0250,0.0020,0.04,0.0014
2024-06-30:03,13,6,0.0247,0.0021,0.02,0.0015
2024-06-30:02,12,8,0.0236,0.0023,0.05,0.0016
2024-06-30:01,13,5,0.0228,0.0025,0.06,0.0016
2024-06-29:24,12,1,0.0240,0.0025,0.06,0.0016
2024-06-29:23,7,0,0.0255,0.0026,0.06,0.0016
2024-06-29:22,1,0,0.0220,0.0037,0.08,0.0017
2024-06-29:21,2,0,0.0148,0.0066,0.13,0.0017
2024-06-29:20,6,0,0.0146,0.0077,0.16,0.0017
2024-06-29:19,9,0,0.0170,0.0073,0.17,0.0017
2024-06-29:18,4,1,0.0200,0.0071,0.19,0.0017
2024-06-29:17,4,2,0.0255,0.0096,0.24,0.0020
2024-06-29:16,6,4,0.0336,0.0088,0.23,0.0019
2024-06-29:15,10,5,0.0375,0.0079,0.23,0.0018
2024-06-29:14,12,9,0.0397,0.0065,0.21,0.0017
2024-06-29:13,16,12,0.0452,0.0057,0.14,0.0018
2024-06-29:12,19,14,0.0478,0.0058,0.15,0.0021
2024-06-29:11,20,16,0.0470,0.0066,0.17,0.0024
2024-06-29:10,21,15,0.0424,0.0074,0.19,0.0033
2024-06-29:09,22,18,0.0360,0.0082,0.18,0.0046
2024-06-29:08,30,20,0.0297,0.0089,0.25,0.0041
2024-06-29:07,25,19,0.0275,0.0095,0.63,0.0062
2024-06-29:06,23,17,0.0305,0.0073,0.47,0.0050
2024-06-29:05,14,12,0.0352,0.0062,0.33,0.0042
2024-06-29:04,11,8,0.0387,0.0040,0.16,0.0025
2024-06-29:03,8,8,0.0411,0.0039,0.14,0.0023
2024-06-29:02,4,,0.0469,0.0038,0.11,0.0020
2024-06-29:01,2,,0.0498,0.0037,0.15,0.0020
2024-06-28:24,2,2,0.0507,0.0036,0.16,0.0021
2024-06-28:23,2,1,0.0510,0.0048,0.21,0.0034
2024-06-28:22,3,3,0.0529,0.0053,0.20,0.0036
2024-06-28:21,4,3,0.0544,0.0051,0.13,0.0021
2024-06-28:20,9,5,0.0560,0.0053,0.17,0.0023
2024-06-28:19,16,6,0.0577,0.0059,0.07,0.0022
2024-06-28:18,9,6,0.0608,0.0056,0.07,0.0023
2024-06-28:17,11,5,0.0683,0.0053,0.14,0.0032
2024-06-28:16,11,7,0.0710,0.0047,0.20,0.0033
2024-06-28:15,9,6,0.0771,0.0045,0.29,0.0044
2024-06-28:14,9,6,0.0735,0.0051,0.36,0.0048
2024-06-28:13,7,2,0.0678,0.0046,0.42,0.0044
2024-06-28:12,7,2,0.0568,0.0044,0.18,0.0021
2024-06-28:11,9,5,0.0462,0.0059,0.20,0.0022
2024-06-28:10,12,8,0.0441,0.0065,0.23,0.0020
2024-06-28:09,14,9,0.0378,0.0062,0.25,0.0020
2024-06-28:08,15,9,0.0280,0.0050,0.22,0.0019
2024-06-28:07,19,11,0.0173,0.0048,0.16,0.0019
2024-06-28:06,17,13,0.0132,0.0046,0.15,0.0019
2024-06-28:05,19,13,0.0164,0.0039,0.17,0.0019
2024-06-28:04,18,13,0.0159,0.0037,0.17,0.0018
2024-06-28:03,16,12,0.0195,0.0037,0.20,0.0019
2024-06-28:02,16,8,0.0194,0.0035,0.21,0.0018
2024-06-28:01,14,8,0.0220,0.0041,0.23,0.0018
2024-06-27:24,17,11,0.0258,0.0047,0.22,0.0019
2024-06-27:23,18,14,0.0334,0.0043,0.23,0.0020
2024-06-27:22,18,13,0.0368,0.0051,0.27,0.0020
2024-06-27:21,18,13,0.0414,0.0054,0.27,0.0020
2024-06-27:20,21,14,0.0468,0.0060,0.27,0.0020
2024-06-27:19,19,14,0.0532,0.0061,0.29,0.0023
2024-06-27:18,23,15,0.0500,0.0103,0.30,0.0028
2024-06-27:17,29,19,0.0552,0.0102,0.36,0.0037
2024-06-27:16,28,17,0.0548,0.0105,0.41,0.0043
2024-06-27:15,27,17,0.0574,0.0085,0.35,0.0047
2024-06-27:14,25,16,0.0570,0.0081,0.32,0.0050
2024-06-27:13,22,14,0.0508,0.0071,0.28,0.0040
2024-06-27:12,23,13,0.0464,0.0067,0.28,0.0034
2024-06-27:11,23,13,0.0390,0.0081,0.27,0.0029
2024-06-27:10,22,13,0.0360,0.0077,0.27,0.0029
2024-06-27:09,23,15,0.0306,0.0064,0.24,0.0025
2024-06-27:08,21,15,0.0232,0.0077,0.23,0.0022
2024-06-27:07,20,14,0.0224,0.0076,0.24,0.0021
2024-06-27:06,20,16,0.0243,0.0058,0.21,0.0021
2024-06-27:05,20,16,0.0268,0.0057,0.22,0.0020
2024-06-27:04,20,14,0.0293,0.0051,0.23,0.0022
2024-06-27:03,18,13,0.0323,0.0053,0.24,0.0021
2024-06-27:02,14,11,0.0377,0.0050,0.23,0.0017
2024-06-27:01,19,10,0.0417,0.0052,0.22,0.0020
2024-06-26:24,22,12,0.0433,0.0059,0.22,0.0020
2024-06-26:23,18,11,0.0541,0.0068,0.28,0.0025
2024-06-26:22,16,12,0.0601,0.0065,0.21,0.0024
2024-06-26:21,20,12,0.0614,0.0071,0.17,0.0029
2024-06-26:20,18,11,0.0595,0.0087,0.23,0.0050
2024-06-26:19,18,11,0.0627,0.0079,0.28,0.0048
2024-06-26:18,14,7,0.0674,0.0068,0.26,0.0031
2024-06-26:17,13,5,0.0680,0.0055,0.23,0.0023
2024-06-26:16,9,5,0.0651,0.0044,0.21,0.0021
2024-06-26:15,9,5,0.0602,0.0032,0.21,0.0019
2024-06-26:14,,,,,,
2024-06-26:13,,,,,,
2024-06-26:12,19,8,0.0532,0.0030,0.17,0.0021
2024-06-26:11,19,8,0.0525,0.0034,0.18,0.0021
2024-06-26:10,14,7,0.0461,0.0057,0.19,0.0022
2024-06-26:09,18,10,0.0398,0.0062,0.20,0.0020
2024-06-26:08,20,13,0.0297,0.0082,0.21,0.0020
2024-06-26:07,20,13,0.0245,0.0080,0.18,0.0017
2024-06-26:06,20,12,0.0207,0.0071,0.17,0.0017
2024-06-26:05,21,13,0.0257,0.0050,0.18,0.0019
2024-06-26:04,22,14,0.0289,0.0047,0.19,0.0019
2024-06-26:03,23,14,0.0294,0.0051,0.21,0.0017
2024-06-26:02,23,15,0.0281,0.0058,0.21,0.0018
2024-06-26:01,20,13,0.0319,0.0063,0.24,0.0019
2024-06-25:24,21,14,0.0358,0.0074,0.25,0.0021
2024-06-25:23,19,12,0.0402,0.0075,0.25,0.0024
2024-06-25:22,18,9,0.0392,0.0098,0.24,0.0023
2024-06-25:21,22,12,0.0502,0.0084,0.22,0.0025
2024-06-25:20,34,15,0.0650,0.0085,0.27,0.0030
2024-06-25:19,29,14,0.0801,0.0099,0.43,0.0049
2024-06-25:18,23,8,0.0623,0.0092,0.39,0.0054
2024-06-25:17,11,4,0.0556,0.0059,0.15,0.0021
2024-06-25:16,7,4,0.0524,0.0046,0.14,0.0017
2024-06-25:15,8,3,0.0544,0.0041,0.13,0.0018
2024-06-25:14,9,4,0.0548,0.0032,0.13,0.0017
2024-06-25:13,9,3,0.0538,0.0032,0.13,0.0018
2024-06-25:12,14,5,0.0538,0.0030,0.13,0.0018
2024-06-25:11,23,7,0.0521,0.0037,0.14,0.0018
2024-06-25:10,37,15,0.0536,0.0033,0.15,0.0016
2024-06-25:09,62,24,0.0528,0.0042,0.17,0.0017
2024-06-25:08,78,29,0.0464,0.0042,0.18,0.0018
2024-06-25:07,102,32,0.0290,0.0070,0.20,0.0017
2024-06-25:06,109,32,0.0290,0.0052,0.19,0.0016
2024-06-25:05,103,31,0.0332,0.0040,0.20,0.0017
2024-06-25:04,86,28,0.0404,0.0038,0.21,0.0017
2024-06-25:03,55,23,0.0400,0.0035,0.23,0.0016
2024-06-25:02,43,19,0.0398,0.0037,0.27,0.0016
2024-06-25:01,38,18,0.0353,0.0049,0.32,0.0021
2024-06-24:24,38,20,0.0362,0.0057,0.33,0.0024
2024-06-24:23,36,18,0.0489,0.0068,0.35,0.0029
2024-06-24:22,31,18,0.0517,0.0068,0.34,0.0033
2024-06-24:21,33,15,0.0559,0.0063,0.29,0.0029
2024-06-24:20,30,15,0.0591,0.0063,0.29,0.0026
2024-06-24:19,27,16,0.0610,0.0065,0.25,0.0023
2024-06-24:18,24,16,0.0625,0.0063,0.26,0.0023
2024-06-24:17,25,14,0.0647,0.0055,0.27,0.0021
2024-06-24:16,26,18,0.0649,0.0049,0.25,0.0019
2024-06-24:15,26,20,0.0689,0.0058,0.34,0.0027
2024-06-24:14,28,19,0.0753,0.0060,0.43,0.0036
2024-06-24:13,26,17,0.0780,0.0074,0.59,0.0051
2024-06-24:12,24,14,0.0630,0.0083,0.53,0.0048
2024-06-24:11,19,10,0.0525,0.0080,0.49,0.0045
2024-06-24:10,24,10,0.0501,0.0075,0.38,0.0039
2024-06-24:09,21,8,0.0431,0.0072,0.32,0.0036
2024-06-24:08,20,11,0.0331,0.0085,0.34,0.0042
2024-06-24:07,20,13,0.0303,0.0082,0.31,0.0037
2024-06-24:06,23,12,0.0278,0.0084,0.43,0.0049
2024-06-24:05,22,13,0.0267,0.0090,0.41,0.0045
2024-06-24:04,21,13,0.0306,0.0089,0.44,0.0048
2024-06-24:03,26,12,0.0363,0.0080,0.44,0.0047
2024-06-24:02,23,9,0.0206,0.0055,0.27,0.0020
2024-06-24:01,24,6,0.0169,0.0051,0.20,0.0013
2024-06-23:24,18,7,0.0202,0.0041,0.18,0.0013
2024-06-23:23,12,8,0.0325,0.0051,0.18,0.0014
2024-06-23:22,11,8,0.0378,0.0055,0.19,0.0014
2024-06-23:21,10,7,0.0379,0.0057,0.22,0.0016
2024-06-23:20,10,8,0.0387,0.0060,0.25,0.0017
2024-06-23:19,9,6,0.0452,0.0060,0.33,0.0024
2024-06-23:18,10,5,0.0520,0.0048,0.29,0.0022
2024-06-23:17,7,4,0.0482,0.0039,0.26,0.0019
2024-06-23:16,7,3,0.0455,0.0035,0.25,0.0015
2024-06-23:15,9,5,0.0435,0.0034,0.27,0.0016
2024-06-23:14,9,5,0.0420,0.0042,0.27,0.0018
2024-06-23:13,8,5,0.0410,0.0045,0.27,0.0020
2024-06-23:12,9,6,0.0379,0.0044,0.27,0.0020
2024-06-23:11,10,7,0.0358,0.0060,0.35,0.0028
2024-06-23:10,13,8,0.0343,0.0067,0.36,0.0030
2024-06-23:09,15,10,0.0361,0.0061,0.41,0.0025
2024-06-23:08,16,11,0.0373,0.0063,0.38,0.0024
2024-06-23:07,20,12,0.0390,0.0063,0.48,0.0031
2024-06-23:06,28,13,0.0431,0.0049,0.48,0.0029
2024-06-23:05,22,14,0.0454,0.0053,0.49,0.0035
2024-06-23:04,22,11,0.0452,0.0051,0.49,0.0036
2024-06-23:03,23,13,0.0447,0.0045,0.41,0.0026
2024-06-23:02,21,13,0.0403,0.0044,0.30,0.0021
2024-06-23:01,19,12,0.0361,0.0047,0.28,0.0024
2024-06-22:24,22,12,0.0344,0.0056,0.28,0.0028
2024-06-22:23,18,13,0.0342,0.0059,0.34,0.0022
2024-06-22:22,17,10,0.0351,0.0059,0.31,0.0021
2024-06-22:21,12,4,0.0330,0.0069,0.33,0.0021
2024-06-22:20,15,1,0.0337,0.0063,0.25,0.0019
2024-06-22:19,4,1,0.0331,0.0051,0.16,0.0014
2024-06-22:18,10,1,0.0288,0.0049,0.13,0.0014
2024-06-22:17,5,2,0.0260,0.0049,0.12,0.0014
2024-06-22:16,2,2,0.0207,0.0093,0.19,0.0016
2024-06-22:15,3,1,0.0207,0.0108,0.20,0.0015
2024-06-22:14,3,1,0.0248,0.0081,0.18,0.0015
2024-06-22:13,3,1,0.0259,0.0073,0.19,0.0015
2024-06-22:12,5,3,0.0301,0.0044,0.17,0.0015
2024-06-22:11,8,5,0.0315,0.0039,0.17,0.0016
2024-06-22:10,7,7,0.0309,0.0051,0.18,0.0016
2024-06-22:09,9,6,0.0291,0.0077,0.18,0.0017
2024-06-22:08,9,6,0.0289,0.0061,0.17,0.0016
2024-06-22:07,6,,0.0348,0.0061,0.17,0.0017
2024-06-22:06,8,5,0.0338,0.0038,0.15,0.0016
2024-06-22:05,10,7,0.0376,0.0034,0.14,0.0017
2024-06-22:04,16,6,0.0371,0.0036,0.14,0.0019
2024-06-22:03,10,4,0.0390,0.0036,0.13,0.0018
2024-06-22:02,6,3,0.0406,0.0040,0.14,0.0019
2024-06-22:01,5,3,0.0436,0.0038,0.11,0.0018
2024-06-21:24,4,2,0.0427,0.0042,0.12,0.0018
2024-06-21:23,7,3,0.0423,0.0050,0.12,0.0020
2024-06-21:22,9,5,0.0426,0.0056,0.13,0.0018
2024-06-21:21,12,9,0.0435,0.0060,0.14,0.0019
2024-06-21:20,21,16,0.0486,0.0063,0.16,0.0026
2024-06-21:19,25,20,0.0585,0.0070,0.22,0.0034
2024-06-21:18,32,23,0.0691,0.0073,0.30,0.0036
2024-06-21:17,32,23,0.0899,0.0086,0.45,0.0043
2024-06-21:16,32,21,0.0855,0.0076,0.40,0.0041
2024-06-21:15,27,17,0.0850,0.0068,0.44,0.0050
2024-06-21:14,21,16,0.0678,0.0066,0.30,0.0039
2024-06-21:13,26,17,0.0601,0.0048,0.14,0.0027
