tm,pm10,pm25,o3,no2,co,so2
2024-02-29:24,10,6,0.0169,0.0119,0.36,0.0017
2024-02-29:23,9,6,0.0257,0.0084,0.32,0.0017
2024-02-29:22,6,6,0.0318,0.0058,0.29,0.0017
2024-02-29:21,5,4,0.0355,0.0049,0.28,0.0017
2024-02-29:20,5,4,0.0360,0.0052,0.28,0.0017
2024-02-29:19,6,3,0.0367,0.0057,0.31,0.0016
2024-02-29:18,7,4,0.0379,0.0054,0.30,0.0016
2024-02-29:17,9,5,0.0381,0.0050,0.29,0.0016
2024-02-29:16,11,5,0.0378,0.0048,0.30,0.0016
2024-02-29:15,13,9,0.0380,0.0047,0.25,0.0021
2024-02-29:14,21,14,0.0366,0.0051,0.26,0.0023
2024-02-29:13,26,19,0.0345,0.0058,0.29,0.0023
2024-02-29:12,27,20,0.0315,0.0071,0.34,0.0024
2024-02-29:11,28,20,0.0293,0.0076,0.36,0.0026
2024-02-29:10,28,18,0.0255,0.0080,0.36,0.0025
2024-02-29:09,26,17,0.0230,0.0089,0.35,0.0025
2024-02-29:08,24,17,0.0206,0.0104,0.34,0.0025
2024-02-29:07,25,18,0.0198,0.0108,0.33,0.0025
2024-02-29:06,26,19,0.0161,0.0109,0.31,0.0023
2024-02-29:05,27,18,0.0187,0.0085,0.29,0.0022
2024-02-29:04,29,19,0.0196,0.0083,0.30,0.0022
2024-02-29:03,29,18,0.0202,0.0086,0.31,0.0021
2024-02-29:02,27,17,0.0221,0.0098,0.31,0.0023
2024-02-29:01,28,19,0.0204,0.0111,0.37,0.0022
2024-02-28:24,30,18,0.0233,0.0114,0.37,0.0024
2024-02-28:23,32,19,0.0231,0.0139,0.37,0.0025
2024-02-28:22,33,18,0.0186,0.0196,0.43,0.0027
2024-02-28:21,31,16,0.0279,0.0157,0.35,0.0025
2024-02-28:20,28,13,0.0347,0.0131,0.32,0.0024
2024-02-28:19,25,9,0.0371,0.0102,0.31,0.0022
2024-02-28:18,18,8,0.0432,0.0063,0.26,0.0022
2024-02-28:17,16,5,0.0439,0.0054,0.28,0.0022
2024-02-28:16,13,2,0.0438,0.0055,0.29,0.0021
2024-02-28:15,10,1,0.0435,0.0053,0.28,0.0020
2024-02-28:14,11,1,0.0436,0.0047,0.27,0.0022
2024-02-28:13,14,2,0.0425,0.0045,0.25,0.0024
2024-02-28:12,19,6,0.0383,0.0048,0.26,0.0020
2024-02-28:11,22,10,0.0324,0.0066,0.29,0.0022
2024-02-28:10,25,14,0.0232,0.0098,0.36,0.0024
2024-02-28:09,30,17,0.0104,0.0149,0.45,0.0025
2024-02-28:08,32,20,0.0097,0.0140,0.39,0.0023
2024-02-28:07,32,20,0.0121,0.0127,0.34,0.0022
2024-02-28:06,34,20,0.0162,0.0096,0.31,0.0020
2024-02-28:05,35,20,0.0197,0.0077,0.31,0.0019
2024-02-28:04,38,21,0.0227,0.0068,0.31,0.0020
2024-02-28:03,40,21,0.0219,0.0086,0.40,0.0019
2024-02-28:02,40,21,0.0265,0.0065,0.33,0.0018
2024-02-28:01,34,19,0.0272,0.0070,0.30,0.0018
2024-02-27:24,34,20,0.0307,0.0069,0.26,0.0019
2024-02-27:23,36,22,0.0326,0.0064,0.26,0.0021
2024-02-27:22,35,21,0.0316,0.0071,0.31,0.0025
2024-02-27:21,33,22,0.0332,0.0072,0.27,0.0022
2024-02-27:20,30,21,0.0315,0.0094,0.32,0.0023
2024-02-27:19,27,19,0.0343,0.0089,0.34,0.0023
2024-02-27:18,24,14,0.0383,0.0071,0.35,0.0021
2024-02-27:17,21,12,0.0404,0.0053,0.33,0.0021
2024-02-27:16,18,9,0.0404,0.0050,0.31,0.0021
2024-02-27:15,16,9,0.0403,0.0049,0.30,0.0023
2024-02-27:14,13,6,0.0406,0.0046,0.28,0.0023
2024-02-27:13,13,6,0.0412,0.0046,0.32,0.0023
2024-02-27:12,15,7,0.0401,0.0047,0.34,0.0019
2024-02-27:11,17,8,0.0373,0.0052,0.30,0.0020
2024-02-27:10,21,12,0.0326,0.0073,0.29,0.0016
2024-02-27:09,21,14,0.0152,0.0146,0.42,0.0020
2024-02-27:08,15,14,0.0067,0.0174,0.43,0.0019
