tm,pm10,pm25,o3,no2,co,so2
2024-04-30:24,11,3,0.0532,0.0064,0.43,0.0026
2024-04-30:23,13,6,0.0511,0.0078,0.46,0.0028
2024-04-30:22,21,6,0.0483,0.0091,0.48,0.0031
2024-04-30:21,27,21,0.0540,0.0103,0.50,0.0027
2024-04-30:20,41,31,0.0556,0.0139,0.53,0.0028
2024-04-30:19,41,28,0.0484,0.0179,0.52,0.0029
2024-04-30:18,35,24,0.0474,0.0179,0.51,0.0029
2024-04-30:17,16,13,0.0544,0.0089,0.46,0.0027
2024-04-30:16,24,13,0.0537,0.0085,0.46,0.0027
2024-04-30:15,28,14,0.0496,0.0088,0.47,0.0025
2024-04-30:14,24,13,0.0457,0.0109,,0.0027
2024-04-30:13,27,14,0.0419,0.0127,0.51,0.0027
2024-04-30:12,31,15,0.0435,0.0155,0.53,0.0029
2024-04-30:11,20,15,0.0417,0.0135,0.51,0.0027
2024-04-30:10,23,14,0.0382,0.0121,0.50,0.0027
2024-04-30:09,25,15,0.0367,0.0109,0.50,0.0024
2024-04-30:08,28,17,0.0301,0.0141,0.52,0.0025
2024-04-30:07,32,16,0.0192,0.0132,0.51,0.0025
2024-04-30:06,27,9,0.0250,0.0081,0.48,0.0023
2024-04-30:05,20,12,0.0357,0.0067,0.49,0.0024
2024-04-30:04,24,14,0.0367,0.0066,0.48,0.0026
2024-04-30:03,17,11,0.0365,0.0075,0.48,0.0026
2024-04-30:02,23,13,0.0381,0.0072,0.48,0.0026
2024-04-30:01,17,15,0.0406,0.0064,0.49,0.0027
2024-04-29:24,20,9,0.0409,0.0079,0.49,0.0026
2024-04-29:23,19,8,0.0429,0.0076,0.50,0.0024
2024-04-29:22,22,13,0.0434,0.0091,0.52,0.0025
2024-04-29:21,22,14,0.0421,0.0102,0.54,0.0025
2024-04-29:20,20,16,0.0416,0.0109,0.57,0.0026
2024-04-29:19,18,12,0.0438,0.0120,0.58,0.0028
2024-04-29:18,,,,,,
2024-04-29:17,9,9,0.0489,0.0103,0.48,0.0027
2024-04-29:16,9,9,0.0447,0.0123,0.49,0.0025
2024-04-29:15,13,,0.0414,0.0108,0.50,0.0028
2024-04-29:14,12,8,0.0421,0.0099,0.49,0.0027
2024-04-29:13,15,9,0.0419,0.0109,0.49,0.0025
2024-04-29:12,15,11,0.0416,0.0113,0.49,0.0026
2024-04-29:11,15,,0.0385,0.0124,0.52,0.0028
2024-04-29:10,21,,0.0385,0.0120,0.54,0.0027
2024-04-29:09,36,25,0.0397,0.0106,0.56,0.0028
2024-04-29:08,42,28,0.0383,0.0127,0.55,0.0027
2024-04-29:07,44,26,0.0454,0.0100,0.53,0.0027
2024-04-29:06,44,28,0.0504,0.0075,0.53,0.0029
2024-04-29:05,42,21,0.0561,0.0063,0.49,0.0033
2024-04-29:04,43,23,0.0580,0.0062,0.45,0.0033
2024-04-29:03,44,22,0.0570,0.0068,0.46,0.0034
2024-04-29:02,50,25,0.0584,0.0071,0.48,0.0036
