tm,pm10,pm25,o3,no2,co,so2
2024-02-29:24,16,11,0.0160,0.0260,0.46,0.0025
2024-02-29:23,14,10,0.0310,0.0130,0.38,0.0025
2024-02-29:22,16,9,0.0310,0.0140,0.39,0.0023
2024-02-29:21,11,10,0.0310,0.0150,0.38,0.0022
2024-02-29:20,10,10,0.0270,0.0190,0.41,0.0019
2024-02-29:19,7,,0.0270,0.0210,0.41,0.0025
2024-02-29:18,4,,0.0300,0.0190,0.40,0.0026
2024-02-29:17,5,4,0.0330,0.0170,0.38,0.0025
2024-02-29:16,4,,,,,
2024-02-29:15,,,,,,
2024-02-29:14,,,,,,
2024-02-29:13,,,,,,
2024-02-29:12,,,,,,
2024-02-29:11,,,,,,
2024-02-29:10,,,,,,
2024-02-29:09,,,,,,
2024-02-29:08,,,,,,
2024-02-29:07,,,,,,
2024-02-29:06,,,,,,
2024-02-29:05,,,,,,
2024-02-29:04,,,,,,
2024-02-29:03,,,,,,
2024-02-29:02,,,,,,
2024-02-29:01,,,,,,
2024-02-28:24,,,,,,
2024-02-28:23,,,,,,
2024-02-28:22,,,,,,
2024-02-28:21,,,,,,
2024-02-28:20,,,,,,
2024-02-28:19,,,,,,
2024-02-28:18,,,,,,
2024-02-28:17,,,,,,
2024-02-28:16,,,,,,
2024-02-28:15,,,,,,
2024-02-28:14,,,,,,
2024-02-28:13,,,,,,
2024-02-28:12,,,,,,
2024-02-28:11,,,,,,
2024-02-28:10,48,21,0.0280,0.0240,0.49,0.0022
2024-02-28:09,48,21,0.0090,0.0400,0.71,0.0028
2024-02-28:08,37,22,0.0060,0.0390,0.59,0.0024
2024-02-28:07,27,12,0.0060,0.0380,0.50,0.0022
2024-02-28:06,20,10,0.0200,0.0220,0.45,0.0019
2024-02-28:05,19,11,0.0310,0.0130,0.40,0.0020
2024-02-28:04,27,10,0.0300,0.0150,0.43,0.0020
2024-02-28:03,21,9,0.0290,0.0170,0.45,0.0020
2024-02-28:02,21,9,0.0300,0.0150,0.46,0.0020
2024-02-28:01,31,18,0.0310,0.0170,0.44,0.0019
2024-02-27:24,26,8,0.0340,0.0160,0.40,0.0020
2024-02-27:23,27,8,0.0440,0.0090,0.35,0.0021
2024-02-27:22,19,7,0.0450,0.0090,0.34,0.0021
2024-02-27:21,27,8,0.0430,0.0110,0.33,0.0022
2024-02-27:20,30,15,0.0410,0.0120,0.35,0.0021
2024-02-27:19,27,8,0.0400,0.0140,0.37,0.0021
2024-02-27:18,32,15,0.0450,0.0090,0.34,0.0020
2024-02-27:17,28,12,0.0450,0.0090,0.34,0.0021
2024-02-27:16,31,13,0.0470,0.0090,0.34,0.0020
2024-02-27:15,31,13,0.0480,0.0070,0.34,0.0019
2024-02-27:14,31,10,0.0480,0.0070,0.35,0.0017
2024-02-27:13,28,13,0.0480,0.0070,0.36,0.0019
2024-02-27:12,21,12,0.0490,0.0070,0.35,0.0018
2024-02-27:11,27,17,0.0450,0.0110,0.37,0.0020
2024-02-27:10,24,8,0.0430,0.0100,0.37,0.0020
2024-02-27:09,22,6,0.0440,0.0090,0.38,0.0019
2024-02-27:08,21,9,0.0210,0.0290,0.50,0.0021
