tm,pm10,pm25,o3,no2,co,so2
2024-06-30:24,13,10,0.0177,0.0061,0.26,0.0027
2024-06-30:23,17,13,0.0193,0.0057,0.25,0.0029
2024-06-30:22,16,11,0.0190,0.0067,0.29,0.0028
2024-06-30:21,18,13,0.0210,0.0071,0.25,0.0029
2024-06-30:20,18,11,0.0221,0.0073,0.26,0.0027
2024-06-30:19,17,11,0.0237,0.0067,0.26,0.0024
2024-06-30:18,12,9,0.0249,0.0060,0.24,0.0025
2024-06-30:17,15,9,0.0243,0.0057,0.21,0.0025
2024-06-30:16,16,12,0.0267,0.0043,0.22,0.0025
2024-06-30:15,15,11,0.0298,0.0039,0.20,0.0025
2024-06-30:14,7,4,0.0306,0.0034,0.21,0.0026
2024-06-30:13,8,4,0.0237,0.0052,0.20,0.0025
2024-06-30:12,,,0.0210,0.0040,0.16,0.0024
2024-06-30:11,5,2,0.0193,0.0033,0.15,0.0023
2024-06-30:10,7,4,0.0174,0.0046,0.14,0.0023
2024-06-30:09,6,3,0.0183,0.0043,0.15,0.0025
2024-06-30:08,2,0,0.0189,0.0042,0.14,0.0021
2024-06-30:07,5,1,0.0205,0.0039,0.14,0.0021
2024-06-30:06,7,4,0.0223,0.0027,0.15,0.0024
2024-06-30:05,11,6,0.0218,0.0024,0.15,0.0023
2024-06-30:04,16,8,0.0206,0.0026,0.14,0.0025
2024-06-30:03,19,10,0.0202,0.0025,0.14,0.0024
2024-06-30:02,20,9,0.0207,0.0026,0.15,0.0024
2024-06-30:01,17,7,0.0213,0.0028,0.15,0.0021
2024-06-29:24,6,3,0.0200,0.0034,0.16,0.0024
2024-06-29:23,3,3,0.0179,0.0037,0.14,0.0022
2024-06-29:22,3,2,0.0151,0.0062,0.17,0.0023
2024-06-29:21,3,,0.0144,0.0065,0.14,0.0023
2024-06-29:20,6,2,0.0188,0.0055,0.16,0.0026
2024-06-29:19,5,3,0.0197,0.0070,0.20,0.0024
2024-06-29:18,6,4,0.0255,0.0061,0.19,0.0026
2024-06-29:17,6,5,0.0287,0.0072,0.21,0.0024
2024-06-29:16,9,7,0.0320,0.0071,0.23,0.0026
2024-06-29:15,19,12,0.0394,0.0068,0.26,0.0025
2024-06-29:14,20,17,0.0520,0.0062,0.27,0.0024
2024-06-29:13,18,10,0.0556,0.0055,0.27,0.0025
2024-06-29:12,19,9,0.0549,0.0061,0.25,0.0029
2024-06-29:11,13,10,0.0526,0.0061,0.24,0.0030
2024-06-29:10,8,7,0.0484,0.0062,0.23,0.0029
2024-06-29:09,12,9,0.0421,0.0068,0.21,0.0027
2024-06-29:08,15,10,0.0291,0.0087,0.22,0.0029
2024-06-29:07,16,14,0.0221,0.0116,0.24,0.0028
2024-06-29:06,16,13,0.0196,0.0129,0.26,0.0027
2024-06-29:05,10,8,0.0221,0.0111,0.23,0.0027
2024-06-29:04,9,8,0.0285,0.0060,0.21,0.0028
2024-06-29:03,9,5,0.0361,0.0057,0.20,0.0030
2024-06-29:02,8,6,0.0419,0.0066,0.21,0.0028
2024-06-29:01,10,8,0.0421,0.0077,0.22,0.0033
2024-06-28:24,10,8,0.0423,0.0084,0.24,0.0029
2024-06-28:23,11,9,0.0442,0.0083,0.25,0.0028
2024-06-28:22,15,11,0.0496,0.0083,0.26,0.0028
2024-06-28:21,18,11,0.0536,0.0091,0.24,0.0028
2024-06-28:20,16,14,0.0588,0.0085,0.23,0.0029
2024-06-28:19,20,14,0.0641,0.0094,0.23,0.0025
2024-06-28:18,14,8,0.0663,0.0067,0.20,0.0028
2024-06-28:17,16,10,0.0583,0.0043,0.21,0.0025
2024-06-28:16,5,5,0.0581,0.0036,0.16,0.0023
2024-06-28:15,10,4,0.0594,0.0035,0.18,0.0025
2024-06-28:14,7,5,0.0594,0.0038,0.17,0.0027
2024-06-28:13,6,4,0.0570,0.0037,0.18,0.0025
2024-06-28:12,10,9,0.0528,0.0047,0.18,0.0026
2024-06-28:11,18,12,0.0530,0.0053,0.21,0.0027
2024-06-28:10,24,15,0.0478,0.0086,0.25,0.0028
2024-06-28:09,22,16,0.0325,0.0106,0.25,0.0027
2024-06-28:08,20,13,0.0191,0.0102,0.25,0.0028
2024-06-28:07,19,12,0.0098,0.0099,0.25,0.0025
2024-06-28:06,19,13,0.0047,0.0121,0.24,0.0026
2024-06-28:05,17,12,0.0090,0.0077,0.21,0.0022
2024-06-28:04,19,14,0.0125,0.0077,0.22,0.0024
2024-06-28:03,18,14,0.0187,0.0076,0.22,0.0025
2024-06-28:02,17,13,0.0191,0.0114,0.22,0.0025
2024-06-28:01,16,10,0.0264,0.0098,0.24,0.0025
2024-06-27:24,17,15,0.0342,0.0074,0.22,0.0028
