tm,pm10,pm25,o3,no2,co,so2
2024-02-29:24,14,9,0.0160,0.0228,0.41,0.0023
2024-02-29:23,10,7,0.0229,0.0180,0.33,0.0020
2024-02-29:22,8,4,0.0273,0.0150,0.34,0.0018
2024-02-29:21,5,,0.0298,0.0120,0.33,0.0019
2024-02-29:20,8,6,0.0312,0.0113,0.33,0.0022
2024-02-29:19,7,6,0.0320,0.0124,0.32,0.0021
2024-02-29:18,7,4,0.0320,0.0131,0.32,0.0020
2024-02-29:17,7,4,0.0320,0.0127,0.32,0.0020
2024-02-29:16,8,7,0.0317,0.0121,0.31,0.0021
2024-02-29:15,7,7,0.0319,0.0113,0.30,0.0021
2024-02-29:14,15,10,0.0312,0.0117,0.29,0.0021
2024-02-29:13,19,11,0.0279,0.0145,0.35,0.0022
2024-02-29:12,26,16,0.0252,0.0179,0.39,0.0023
2024-02-29:11,32,19,0.0197,0.0187,0.42,0.0022
2024-02-29:10,28,17,0.0162,0.0196,0.42,0.0026
2024-02-29:09,30,15,0.0148,0.0212,0.39,0.0027
2024-02-29:08,26,15,0.0160,0.0208,0.38,0.0025
2024-02-29:07,26,17,0.0141,0.0199,0.36,0.0030
2024-02-29:06,22,12,0.0178,0.0145,0.33,0.0028
2024-02-29:05,22,15,0.0191,0.0133,0.32,0.0029
2024-02-29:04,25,14,0.0182,0.0136,0.34,0.0028
2024-02-29:03,24,15,0.0191,0.0160,0.37,0.0024
2024-02-29:02,25,16,0.0211,0.0144,0.34,0.0029
2024-02-29:01,28,18,0.0217,0.0174,0.36,0.0023
2024-02-28:24,31,18,0.0239,0.0165,0.35,0.0025
2024-02-28:23,31,16,0.0180,0.0270,0.42,0.0031
2024-02-28:22,29,14,0.0240,0.0244,0.35,0.0039
2024-02-28:21,35,20,0.0272,0.0216,0.34,0.0040
2024-02-28:20,37,23,0.0293,0.0196,0.32,0.0051
2024-02-28:19,,,,,,
2024-02-28:18,,,,,,
2024-02-28:17,25,10,0.0390,0.0096,0.28,0.0024
2024-02-28:16,25,14,0.0390,0.0088,0.29,0.0031
2024-02-28:15,20,10,0.0394,0.0074,0.28,0.0025
2024-02-28:14,20,12,0.0395,0.0073,0.28,0.0023
