tm,pm10,pm25,o3,no2,co,so2
2024-06-30:24,10,6,0.0178,0.0205,0.20,0.0022
2024-06-30:23,6,4,0.0187,0.0214,0.20,0.0019
2024-06-30:22,7,7,0.0208,0.0202,0.21,0.0022
2024-06-30:21,10,6,0.0220,0.0190,0.18,0.0020
2024-06-30:20,15,12,0.0230,0.0189,0.17,0.0020
2024-06-30:19,15,12,0.0244,0.0184,0.17,0.0020
2024-06-30:18,13,9,0.0262,0.0181,0.20,0.0022
2024-06-30:17,15,9,0.0274,0.0186,0.17,0.0023
2024-06-30:16,12,8,0.0269,0.0191,0.18,0.0025
2024-06-30:15,11,7,0.0250,0.0183,0.18,0.0024
2024-06-30:14,8,7,0.0260,0.0173,0.17,0.0021
2024-06-30:13,10,6,0.0258,0.0174,0.16,0.0025
2024-06-30:12,61,4,0.0241,0.0190,0.16,0.0031
2024-06-30:11,4,2,0.0176,0.0188,0.12,0.0021
2024-06-30:10,5,5,0.0163,0.0174,0.11,0.0022
2024-06-30:09,5,3,0.0171,0.0167,0.11,0.0022
2024-06-30:08,8,5,0.0184,0.0160,0.10,0.0019
2024-06-30:07,5,5,0.0190,0.0156,0.13,0.0018
2024-06-30:06,12,7,0.0201,0.0156,0.11,0.0018
2024-06-30:05,18,10,0.0205,0.0150,0.13,0.0021
2024-06-30:04,20,10,0.0198,0.0149,0.11,0.0018
2024-06-30:03,27,11,0.0184,0.0146,0.11,0.0019
2024-06-30:02,28,12,0.0187,0.0150,0.11,0.0021
2024-06-30:01,26,10,0.0188,0.0150,0.10,0.0020
2024-06-29:24,26,10,0.0183,0.0155,0.11,0.0023
2024-06-29:23,21,9,0.0197,0.0159,0.12,0.0019
2024-06-29:22,10,6,0.0185,0.0167,0.13,0.0021
2024-06-29:21,6,5,0.0090,0.0270,0.20,0.0026
2024-06-29:20,7,5,0.0135,0.0203,0.17,0.0027
2024-06-29:19,7,3,0.0148,0.0208,0.14,0.0025
2024-06-29:18,8,5,0.0171,0.0206,0.15,0.0036
2024-06-29:17,10,5,0.0195,0.0253,0.23,0.0032
2024-06-29:16,13,9,0.0271,0.0259,0.28,0.0030
2024-06-29:15,18,13,0.0286,0.0264,0.28,0.0032
2024-06-29:14,23,14,0.0346,0.0231,0.26,0.0029
2024-06-29:13,25,16,0.0373,0.0233,0.25,0.0027
2024-06-29:12,22,20,0.0436,0.0188,0.27,0.0024
2024-06-29:11,22,18,0.0415,0.0202,0.28,0.0028
2024-06-29:10,22,19,0.0369,0.0184,0.27,0.0038
2024-06-29:09,18,18,0.0325,0.0244,0.30,0.0063
2024-06-29:08,19,16,0.0248,0.0270,0.25,0.0056
2024-06-29:07,23,18,0.0229,0.0255,0.23,0.0049
2024-06-29:06,19,15,0.0251,0.0229,0.24,0.0052
2024-06-29:05,16,16,0.0280,0.0199,0.23,0.0054
2024-06-29:04,14,12,0.0295,0.0182,0.22,0.0038
2024-06-29:03,18,14,0.0318,0.0181,0.20,0.0046
2024-06-29:02,19,14,0.0338,0.0187,0.22,0.0054
2024-06-29:01,15,13,0.0360,0.0217,0.25,0.0052
2024-06-28:24,13,12,0.0409,0.0210,0.26,0.0040
2024-06-28:23,14,9,0.0441,0.0199,0.27,0.0038
2024-06-28:22,11,10,0.0405,0.0245,0.24,0.0033
2024-06-28:21,11,6,0.0482,0.0205,0.30,0.0039
2024-06-28:20,10,8,0.0560,0.0169,0.24,0.0034
2024-06-28:19,14,9,0.0573,0.0183,0.21,0.0030
2024-06-28:18,19,13,0.0623,0.0173,0.21,0.0033
2024-06-28:17,22,15,0.0674,0.0164,0.27,0.0040
2024-06-28:16,23,16,0.0682,0.0182,0.31,0.0040
2024-06-28:15,19,15,0.0760,0.0185,0.48,0.0056
2024-06-28:14,23,18,0.0727,0.0172,0.47,0.0054
2024-06-28:13,21,21,0.0704,0.0191,0.70,0.0080
2024-06-28:12,12,12,0.0589,0.0196,0.43,0.0060
2024-06-28:11,16,14,0.0454,0.0193,0.22,0.0034
2024-06-28:10,24,22,0.0316,0.0306,0.28,0.0098
2024-06-28:09,18,15,0.0370,0.0227,0.35,0.0050
2024-06-28:08,20,12,0.0258,0.0181,0.30,0.0023
2024-06-28:07,19,11,0.0161,0.0184,0.31,0.0031
2024-06-28:06,19,14,0.0141,0.0168,0.28,0.0023
2024-06-28:05,30,19,0.0148,0.0182,0.30,0.0022
2024-06-28:04,21,17,0.0221,0.0153,0.29,0.0026
2024-06-28:03,21,16,0.0272,0.0138,0.27,0.0022
2024-06-28:02,24,17,0.0311,0.0133,0.29,0.0024
2024-06-28:01,26,20,0.0272,0.0195,0.32,0.0028
2024-06-27:24,21,15,0.0345,0.0151,0.28,0.0024
2024-06-27:23,25,21,0.0343,0.0172,0.34,0.0022
2024-06-27:22,27,22,0.0352,0.0187,0.33,0.0025
2024-06-27:21,29,21,0.0410,0.0180,0.36,0.0026
2024-06-27:20,27,23,0.0460,0.0184,0.38,0.0026
2024-06-27:19,26,18,0.0493,0.0195,0.37,0.0025
2024-06-27:18,30,22,0.0500,0.0235,0.35,0.0044
2024-06-27:17,44,27,0.0466,0.0300,0.41,0.0051
2024-06-27:16,36,27,0.0538,0.0288,0.58,0.0062
2024-06-27:15,36,26,0.0628,0.0223,0.57,0.0064
2024-06-27:14,34,24,0.0500,0.0328,0.53,0.0097
2024-06-27:13,32,20,0.0421,0.0311,0.43,0.0079
2024-06-27:12,32,22,0.0399,0.0242,0.37,0.0051
2024-06-27:11,35,23,0.0187,0.0347,0.39,0.0089
2024-06-27:10,24,19,0.0251,0.0237,0.35,0.0041
2024-06-27:09,26,19,0.0295,0.0179,0.34,0.0030
2024-06-27:08,33,25,0.0199,0.0199,0.39,0.0025
2024-06-27:07,32,25,0.0117,0.0231,0.37,0.0024
2024-06-27:06,24,19,0.0152,0.0187,0.29,0.0026
2024-06-27:05,19,17,0.0228,0.0148,0.26,0.0022
2024-06-27:04,20,15,0.0310,0.0125,0.25,0.0025
2024-06-27:03,20,17,0.0344,0.0126,0.25,0.0024
2024-06-27:02,23,16,0.0299,0.0162,0.26,0.0024
2024-06-27:01,24,17,0.0368,0.0144,0.26,0.0021
2024-06-26:24,27,20,0.0418,0.0164,0.24,0.0048
2024-06-26:23,24,17,0.0487,0.0160,0.25,0.0029
2024-06-26:22,22,16,0.0508,0.0186,0.26,0.0067
2024-06-26:21,20,15,0.0525,0.0180,0.25,0.0047
2024-06-26:20,22,18,0.0526,0.0175,0.24,0.0045
2024-06-26:19,23,17,0.0584,0.0176,0.30,0.0068
2024-06-26:18,24,17,0.0644,0.0163,0.26,0.0037
2024-06-26:17,25,17,0.0683,0.0135,0.25,0.0028
2024-06-26:16,,,,,,
2024-06-26:15,,,,,,
2024-06-26:14,13,9,0.0579,0.0118,0.22,0.0025
2024-06-26:13,15,8,0.0541,0.0110,0.22,0.0025
2024-06-26:12,18,8,0.0527,0.0107,0.22,0.0027
2024-06-26:11,17,10,0.0514,0.0113,0.22,0.0025
