tm,pm10,pm25,o3,no2,co,so2
2024-06-30:24,8,3,0.0118,0.0087,0.56,0.0013
2024-06-30:23,13,,0.0102,0.0082,0.55,0.0013
2024-06-30:22,6,,0.0139,0.0086,0.54,0.0013
2024-06-30:21,11,,0.0142,0.0094,0.55,0.0013
2024-06-30:20,16,15,0.0182,0.0082,0.54,0.0013
2024-06-30:19,15,12,0.0222,0.0075,0.55,0.0013
2024-06-30:18,10,,0.0240,0.0065,0.53,0.0012
2024-06-30:17,9,9,0.0226,0.0062,0.54,0.0013
2024-06-30:16,7,,0.0203,0.0065,0.53,0.0013
2024-06-30:15,10,5,0.0201,0.0058,0.50,0.0012
2024-06-30:14,7,7,0.0207,0.0055,0.50,0.0013
2024-06-30:13,3,,0.0207,0.0056,0.52,0.0013
2024-06-30:12,0,,0.0173,0.0056,0.52,0.0013
2024-06-30:11,4,,0.0155,0.0057,0.50,0.0013
2024-06-30:10,3,,0.0177,0.0053,0.49,0.0013
2024-06-30:09,3,3,0.0177,0.0053,0.48,0.0012
2024-06-30:08,3,,0.0170,0.0057,0.48,0.0012
2024-06-30:07,2,,0.0182,0.0054,0.48,0.0013
2024-06-30:06,4,,0.0210,0.0050,0.48,0.0012
2024-06-30:05,5,,0.0219,0.0048,0.48,0.0012
2024-06-30:04,19,8,0.0211,0.0048,0.48,0.0013
2024-06-30:03,7,6,0.0211,0.0048,0.47,0.0012
2024-06-30:02,13,8,0.0206,0.0049,0.48,0.0012
2024-06-30:01,15,10,0.0218,0.0048,0.48,0.0012
2024-06-29:24,22,13,0.0215,0.0051,0.48,0.0012
2024-06-29:23,5,4,0.0195,0.0057,0.48,0.0012
2024-06-29:22,3,,0.0160,0.0066,0.49,0.0013
2024-06-29:21,4,,0.0175,0.0065,0.49,0.0012
2024-06-29:20,6,4,0.0184,0.0063,0.48,0.0012
2024-06-29:19,10,7,0.0168,0.0087,0.50,0.0013
2024-06-29:18,9,9,0.0228,0.0096,0.55,0.0013
2024-06-29:17,9,,0.0312,0.0088,0.58,0.0013
2024-06-29:16,20,18,0.0352,0.0109,0.57,0.0014
2024-06-29:15,19,15,0.0417,0.0079,0.57,0.0013
2024-06-29:14,20,,0.0455,0.0070,0.54,0.0013
2024-06-29:13,19,19,0.0534,0.0072,0.54,0.0013
2024-06-29:12,11,,0.0551,0.0076,0.57,0.0014
2024-06-29:11,15,12,0.0517,0.0080,0.58,0.0013
2024-06-29:10,16,16,0.0470,0.0086,0.56,0.0015
2024-06-29:09,36,33,0.0383,0.0101,0.53,0.0015
2024-06-29:08,35,35,0.0229,0.0106,0.54,0.0015
2024-06-29:07,25,23,0.0128,0.0100,0.50,0.0014
2024-06-29:06,25,16,0.0100,0.0093,0.49,0.0014
2024-06-29:05,14,,0.0123,0.0088,0.49,0.0013
2024-06-29:04,17,17,0.0138,0.0090,0.47,0.0013
2024-06-29:03,15,14,0.0166,0.0088,0.47,0.0014
2024-06-29:02,15,10,0.0210,0.0095,0.47,0.0013
2024-06-29:01,23,19,0.0292,0.0102,0.48,0.0014
2024-06-28:24,24,16,0.0340,0.0106,0.47,0.0016
2024-06-28:23,11,,0.0359,0.0112,0.49,0.0015
2024-06-28:22,9,8,0.0392,0.0095,0.47,0.0014
2024-06-28:21,10,9,0.0433,0.0093,0.45,0.0014
2024-06-28:20,11,11,0.0537,0.0091,0.47,0.0014
2024-06-28:19,18,10,0.0618,0.0092,0.48,0.0015
2024-06-28:18,18,,0.0669,0.0103,0.49,0.0016
2024-06-28:17,27,15,0.0737,0.0104,0.49,0.0016
2024-06-28:16,28,20,0.0799,0.0101,0.50,0.0017
2024-06-28:15,12,,0.0710,0.0065,0.44,0.0015
2024-06-28:14,14,7,0.0642,0.0058,0.41,0.0015
2024-06-28:13,17,11,0.0615,0.0062,0.41,0.0015
2024-06-28:12,10,,0.0570,0.0062,0.43,0.0015
2024-06-28:11,17,17,0.0541,0.0066,0.43,0.0015
2024-06-28:10,15,,0.0490,0.0078,0.44,0.0015
2024-06-28:09,28,,0.0389,0.0082,0.46,0.0016
2024-06-28:08,26,,0.0257,0.0090,0.47,0.0015
2024-06-28:07,27,,0.0185,0.0084,0.48,0.0014
2024-06-28:06,27,23,0.0167,0.0086,0.45,0.0014
2024-06-28:05,27,25,0.0192,0.0084,0.45,0.0014
2024-06-28:04,27,,0.0239,0.0088,0.47,0.0014
2024-06-28:03,29,,0.0267,0.0095,0.48,0.0014
2024-06-28:02,30,,0.0313,0.0091,0.48,0.0015
2024-06-28:01,33,,0.0334,0.0099,0.49,0.0015
