tm,pm10,pm25,o3,no2,co,so2
2024-04-30:24,31,17,0.0535,0.0151,0.35,0.0026
2024-04-30:23,31,19,0.0525,0.0156,0.38,0.0027
2024-04-30:22,32,18,0.0509,0.0171,0.39,0.0027
2024-04-30:21,33,15,0.0514,0.0198,0.38,0.0034
2024-04-30:20,34,18,0.0487,0.0242,0.37,0.0031
2024-04-30:19,34,18,0.0535,0.0236,0.43,0.0033
2024-04-30:18,33,15,0.0553,0.0233,0.56,0.0052
2024-04-30:17,26,12,0.0561,0.0192,0.41,0.0034
2024-04-30:16,28,14,0.0507,0.0196,0.43,0.0036
2024-04-30:15,23,17,0.0451,0.0206,0.46,0.0037
2024-04-30:14,19,8,0.0409,0.0186,0.39,0.0034
2024-04-30:13,21,9,0.0426,0.0149,0.31,0.0028
2024-04-30:12,21,10,0.0436,0.0151,0.33,0.0027
2024-04-30:11,15,8,0.0466,0.0134,0.31,0.0029
2024-04-30:10,17,7,0.0429,0.0136,0.30,0.0027
2024-04-30:09,18,5,0.0322,0.0139,0.31,0.0026
2024-04-30:08,20,5,0.0283,0.0142,0.30,0.0026
2024-04-30:07,21,5,0.0265,0.0131,0.31,0.0025
2024-04-30:06,20,4,0.0273,0.0125,0.30,0.0025
2024-04-30:05,20,3,0.0311,0.0124,0.30,0.0025
2024-04-30:04,17,3,0.0334,0.0123,0.30,0.0026
2024-04-30:03,18,4,0.0364,0.0122,0.30,0.0026
2024-04-30:02,15,3,0.0403,0.0122,0.30,0.0026
2024-04-30:01,13,4,0.0384,0.0125,0.31,0.0027
2024-04-29:24,11,3,0.0468,0.0124,0.32,0.0025
2024-04-29:23,11,2,0.0493,0.0125,0.31,0.0028
2024-04-29:22,9,3,0.0515,0.0131,0.32,0.0028
2024-04-29:21,7,3,0.0516,0.0138,0.33,0.0026
2024-04-29:20,10,2,0.0557,0.0127,0.32,0.0027
2024-04-29:19,9,3,0.0564,0.0129,0.34,0.0026
2024-04-29:18,9,3,0.0558,0.0129,0.32,0.0026
2024-04-29:17,10,3,0.0527,0.0136,0.32,0.0028
2024-04-29:16,11,3,0.0517,0.0136,0.33,0.0027
2024-04-29:15,12,5,0.0513,0.0140,0.32,0.0028
2024-04-29:14,14,7,0.0490,0.0154,0.33,0.0028
2024-04-29:13,17,10,0.0488,0.0142,0.33,0.0026
2024-04-29:12,21,13,0.0508,0.0124,0.35,0.0027
2024-04-29:11,,,,,,
2024-04-29:10,,,,,,
2024-04-29:09,26,20,0.0548,0.0141,0.39,0.0028
2024-04-29:08,37,19,0.0559,0.0133,0.38,0.0030
2024-04-29:07,32,17,0.0562,0.0135,0.37,0.0029
2024-04-29:06,34,16,0.0581,0.0135,0.36,0.0029
2024-04-29:05,40,19,0.0553,0.0140,0.36,0.0029
2024-04-29:04,44,19,0.0561,0.0138,0.35,0.0029
2024-04-29:03,41,18,0.0640,0.0133,0.35,0.0039
2024-04-29:02,34,19,0.0671,0.0130,0.36,0.0035
2024-04-29:01,32,19,0.0607,0.0142,0.36,0.0034
2024-04-28:24,37,21,0.0484,0.0168,0.36,0.0033
2024-04-28:23,35,20,0.0454,0.0187,0.37,0.0033
2024-04-28:22,35,18,0.0495,0.0209,0.39,0.0035
2024-04-28:21,31,14,0.0538,0.0215,0.39,0.0035
2024-04-28:20,29,13,0.0685,0.0197,0.34,0.0034
2024-04-28:19,34,18,0.0740,0.0221,0.35,0.0036
2024-04-28:18,37,19,0.0757,0.0271,0.37,0.0045
2024-04-28:17,37,16,0.0895,0.0191,0.42,0.0048
2024-04-28:16,45,22,0.0875,0.0211,0.41,0.0046
2024-04-28:15,48,25,0.1050,0.0235,0.66,0.0080
2024-04-28:14,53,28,0.1039,0.0230,0.95,0.0094
2024-04-28:13,45,26,0.0964,0.0166,0.84,0.0076
2024-04-28:12,42,27,0.0794,0.0144,0.57,0.0046
2024-04-28:11,40,26,0.0658,0.0147,0.58,0.0039
2024-04-28:10,35,21,0.0538,0.0143,0.49,0.0035
2024-04-28:09,34,23,0.0382,0.0144,0.52,0.0029
2024-04-28:08,33,22,0.0282,0.0146,0.51,0.0028
2024-04-28:07,34,23,0.0320,0.0144,0.46,0.0030
2024-04-28:06,35,22,0.0283,0.0142,0.47,0.0029
2024-04-28:05,36,21,0.0314,0.0147,0.48,0.0029
2024-04-28:04,40,26,0.0317,0.0156,0.51,0.0029
2024-04-28:03,52,38,0.0314,0.0169,0.58,0.0028
2024-04-28:02,54,36,0.0355,0.0180,0.64,0.0031
2024-04-28:01,47,29,0.0418,0.0192,0.59,0.0034
2024-04-27:24,53,34,0.0461,0.0213,0.60,0.0035
2024-04-27:23,49,30,0.0529,0.0229,0.63,0.0041
2024-04-27:22,49,28,0.0606,0.0256,0.56,0.0045
2024-04-27:21,48,24,0.0707,0.0280,0.57,0.0056
2024-04-27:20,50,23,0.0893,0.0261,0.53,0.0054
2024-04-27:19,56,29,0.1108,0.0278,0.59,0.0061
2024-04-27:18,55,29,0.1375,0.0244,0.75,0.0077
2024-04-27:17,56,32,0.1233,0.0242,1.09,0.0109
2024-04-27:16,59,24,0.0959,0.0236,1.56,0.0167
2024-04-27:15,41,19,0.0973,0.0182,0.79,0.0079
2024-04-27:14,34,12,0.0824,0.0124,0.40,0.0036
2024-04-27:13,38,18,0.0793,0.0132,0.39,0.0033
2024-04-27:12,35,21,0.0775,0.0145,0.47,0.0040
2024-04-27:11,28,17,0.0633,0.0142,0.46,0.0034
2024-04-27:10,22,14,0.0428,0.0142,0.39,0.0030
2024-04-27:09,22,16,0.0283,0.0145,0.40,0.0027
2024-04-27:08,25,17,0.0222,0.0149,0.42,0.0028
2024-04-27:07,25,16,0.0211,0.0148,0.42,0.0026
2024-04-27:06,30,18,0.0184,0.0147,0.44,0.0025
2024-04-27:05,34,20,0.0196,0.0151,0.46,0.0026
2024-04-27:04,35,19,0.0143,0.0156,0.48,0.0029
2024-04-27:03,33,21,0.0147,0.0163,0.47,0.0029
2024-04-27:02,32,16,0.0177,0.0172,0.47,0.0028
2024-04-27:01,33,17,0.0193,0.0190,0.45,0.0028
2024-04-26:24,32,18,0.0229,0.0197,0.43,0.0029
2024-04-26:23,33,16,0.0283,0.0223,0.44,0.0031
2024-04-26:22,34,15,0.0320,0.0233,0.44,0.0035
2024-04-26:21,31,14,0.0417,0.0257,0.43,0.0037
2024-04-26:20,26,8,0.0506,0.0246,0.41,0.0041
2024-04-26:19,27,10,0.0553,0.0272,0.34,0.0035
2024-04-26:18,27,10,0.0599,0.0262,0.42,0.0046
2024-04-26:17,41,21,,0.0268,0.36,0.0046
2024-04-26:16,77,44,0.1355,0.0400,0.78,0.0127
2024-04-26:15,72,41,0.1238,0.0447,1.11,0.0172
2024-04-26:14,61,34,0.0672,0.0444,1.40,0.0211
2024-04-26:13,45,22,0.0476,0.0370,1.21,0.0159
2024-04-26:12,34,19,0.0380,0.0232,0.76,0.0076
2024-04-26:11,24,13,0.0388,0.0165,0.48,0.0041
2024-04-26:10,21,11,0.0296,0.0160,0.38,0.0031
2024-04-26:09,23,12,0.0231,0.0167,0.39,0.0029
2024-04-26:08,27,13,0.0162,0.0163,0.42,0.0027
2024-04-26:07,26,13,0.0138,0.0162,0.44,0.0028
2024-04-26:06,26,14,0.0142,0.0150,0.47,0.0025
2024-04-26:05,28,16,0.0157,0.0149,0.46,0.0028
2024-04-26:04,28,17,0.0175,0.0156,0.47,0.0028
2024-04-26:03,30,16,0.0182,0.0161,0.50,0.0027
2024-04-26:02,28,13,0.0213,0.0174,0.48,0.0028
2024-04-26:01,31,14,0.0248,0.0185,0.50,0.0032
2024-04-25:24,30,14,0.0267,0.0201,0.52,0.0035
2024-04-25:23,30,12,0.0307,0.0225,0.52,0.0043
2024-04-25:22,28,11,0.0340,0.0271,0.52,0.0050
2024-04-25:21,26,11,0.0445,0.0273,0.48,0.0058
2024-04-25:20,31,11,0.0543,0.0257,0.47,0.0057
2024-04-25:19,35,13,0.0608,0.0256,0.57,0.0067
2024-04-25:18,40,17,0.0772,0.0231,0.57,0.0068
2024-04-25:17,38,16,0.1017,0.0238,0.69,0.0088
2024-04-25:16,44,19,0.1154,0.0219,1.09,0.0123
2024-04-25:15,47,25,0.1308,0.0252,1.27,0.0151
2024-04-25:14,46,21,0.1471,0.0264,1.20,0.0161
2024-04-25:13,26,5,0.0752,0.0188,1.02,0.0128
2024-04-25:12,14,4,0.0557,0.0096,0.33,0.0025
2024-04-25:11,14,2,0.0530,0.0091,0.29,0.0026
2024-04-25:10,12,4,0.0489,0.0095,0.29,0.0025
2024-04-25:09,14,3,0.0456,0.0092,0.28,0.0024
2024-04-25:08,13,3,0.0402,0.0101,0.28,0.0025
2024-04-25:07,14,4,0.0366,0.0091,0.28,0.0027
2024-04-25:06,17,5,0.0366,0.0087,0.27,0.0024
2024-04-25:05,17,5,0.0336,0.0086,0.27,0.0024
2024-04-25:04,18,7,0.0365,0.0088,0.28,0.0026
2024-04-25:03,21,5,0.0415,0.0088,0.28,0.0024
2024-04-25:02,17,4,0.0454,0.0089,0.29,0.0024
2024-04-25:01,18,5,0.0491,0.0090,0.28,0.0024
2024-04-24:24,20,8,0.0467,0.0095,0.29,0.0025
2024-04-24:23,24,7,0.0461,0.0095,0.29,0.0024
2024-04-24:22,22,7,0.0564,0.0092,0.29,0.0025
2024-04-24:21,24,5,0.0585,0.0094,0.29,0.0025
2024-04-24:20,27,7,0.0603,0.0095,0.29,0.0022
2024-04-24:19,30,6,0.0615,0.0099,0.29,0.0024
2024-04-24:18,33,7,0.0631,0.0090,0.27,0.0024
2024-04-24:17,31,4,0.0631,0.0086,0.28,0.0024
2024-04-24:16,,,,,,
2024-04-24:15,,,,,,
2024-04-24:14,,,,,,
2024-04-24:13,,,,,,
2024-04-24:12,30,9,0.0570,0.0104,0.29,0.0024
2024-04-24:11,20,7,0.0529,0.0112,0.27,0.0026
2024-04-24:10,18,7,0.0344,0.0151,0.32,0.0027
2024-04-24:09,16,6,0.0229,0.0144,0.30,0.0025
2024-04-24:08,17,5,0.0182,0.0152,0.27,0.0026
2024-04-24:07,18,3,0.0194,0.0107,0.27,0.0023
2024-04-24:06,17,6,0.0218,0.0104,0.26,0.0024
2024-04-24:05,13,5,0.0249,0.0102,0.26,0.0026
