tm,pm10,pm25,o3,no2,co,so2
2024-06-30:24,6,3,0.0200,0.0070,0.19,0.0026
2024-06-30:23,6,1,0.0201,0.0066,0.19,0.0025
2024-06-30:22,4,1,0.0220,0.0068,0.18,0.0025
2024-06-30:21,3,3,0.0281,0.0048,0.17,0.0025
2024-06-30:20,5,4,0.0291,0.0045,0.16,0.0025
2024-06-30:19,7,4,0.0307,0.0043,0.16,0.0025
2024-06-30:18,7,3,0.0330,0.0041,0.15,0.0025
2024-06-30:17,4,2,0.0324,0.0043,0.14,0.0025
2024-06-30:16,3,3,0.0296,0.0041,0.13,0.0025
2024-06-30:15,1,,0.0247,0.0043,0.12,0.0026
2024-06-30:14,1,1,0.0230,0.0043,0.11,0.0025
2024-06-30:13,5,2,0.0236,0.0042,0.13,0.0025
2024-06-30:12,2,2,0.0227,0.0038,0.12,0.0025
2024-06-30:11,1,,0.0192,0.0040,0.13,0.0024
2024-06-30:10,3,1,0.0201,0.0038,0.12,0.0025
2024-06-30:09,5,,0.0206,0.0035,0.12,0.0025
2024-06-30:08,1,0,0.0204,0.0037,0.12,0.0025
2024-06-30:07,1,0,0.0206,0.0034,0.11,0.0024
2024-06-30:06,6,2,0.0228,0.0032,0.12,0.0024
2024-06-30:05,9,3,0.0245,0.0034,0.12,0.0025
2024-06-30:04,7,4,0.0245,0.0032,0.12,0.0024
2024-06-30:03,10,4,0.0227,0.0034,0.11,0.0024
2024-06-30:02,10,4,0.0223,0.0035,0.12,0.0025
2024-06-30:01,9,4,0.0232,0.0036,0.12,0.0024
2024-06-29:24,13,2,0.0231,0.0035,0.12,0.0024
2024-06-29:23,6,0,0.0233,0.0035,0.12,0.0024
2024-06-29:22,1,,0.0225,0.0040,0.12,0.0025
2024-06-29:21,1,0,0.0198,0.0066,0.14,0.0024
2024-06-29:20,3,0,0.0202,0.0074,0.13,0.0025
2024-06-29:19,3,0,0.0174,0.0096,0.14,0.0024
2024-06-29:18,4,1,0.0182,0.0107,0.17,0.0025
2024-06-29:17,6,3,0.0272,0.0087,0.20,0.0025
2024-06-29:16,9,4,0.0332,0.0120,0.25,0.0025
2024-06-29:15,11,7,0.0395,0.0128,0.26,0.0025
2024-06-29:14,14,8,0.0435,0.0128,0.26,0.0025
2024-06-29:13,15,8,0.0509,0.0074,0.24,0.0025
2024-06-29:12,12,5,0.0526,0.0082,0.25,0.0026
2024-06-29:11,11,5,0.0543,0.0047,0.22,0.0024
2024-06-29:10,12,6,0.0469,0.0087,0.22,0.0025
2024-06-29:09,11,10,0.0405,0.0106,0.21,0.0027
2024-06-29:08,23,15,0.0249,0.0163,0.22,0.0028
2024-06-29:07,20,13,0.0146,0.0152,0.21,0.0027
2024-06-29:06,17,13,0.0161,0.0094,0.18,0.0025
2024-06-29:05,12,9,0.0152,0.0099,0.16,0.0025
2024-06-29:04,14,7,0.0180,0.0096,0.16,0.0025
2024-06-29:03,13,8,0.0215,0.0105,0.16,0.0025
2024-06-29:02,11,8,0.0273,0.0093,0.16,0.0027
2024-06-29:01,14,7,0.0305,0.0094,0.16,0.0026
2024-06-28:24,13,8,0.0324,0.0116,0.17,0.0027
2024-06-28:23,12,9,0.0338,0.0154,0.17,0.0027
2024-06-28:22,12,7,0.0338,0.0184,0.17,0.0030
2024-06-28:21,11,6,0.0360,0.0179,0.17,0.0030
2024-06-28:20,7,5,0.0486,0.0121,0.17,0.0030
2024-06-28:19,7,5,0.0545,0.0105,0.17,0.0036
2024-06-28:18,16,6,0.0644,0.0107,0.18,0.0030
2024-06-28:17,17,6,0.0748,0.0121,,0.0028
2024-06-28:16,17,7,0.0756,0.0113,,0.0028
2024-06-28:15,27,10,0.0920,0.0131,0.25,0.0032
2024-06-28:14,17,9,0.0906,0.0107,0.23,0.0028
2024-06-28:13,25,10,0.0825,0.0122,0.23,0.0028
2024-06-28:12,18,12,0.0719,0.0125,0.20,0.0028
2024-06-28:11,23,16,0.0595,0.0143,0.21,0.0028
2024-06-28:10,25,18,0.0444,0.0181,0.22,0.0027
2024-06-28:09,33,22,0.0331,0.0190,0.24,0.0027
2024-06-28:08,39,25,0.0201,0.0206,0.25,0.0028
2024-06-28:07,33,20,0.0122,0.0178,0.23,0.0027
2024-06-28:06,30,18,0.0137,0.0102,0.22,0.0026
2024-06-28:05,26,20,0.0144,0.0106,0.22,0.0026
2024-06-28:04,30,17,0.0169,0.0125,0.21,0.0028
2024-06-28:03,31,18,0.0170,0.0122,0.21,0.0026
2024-06-28:02,31,20,0.0180,0.0140,0.22,0.0026
2024-06-28:01,32,20,0.0220,0.0116,0.23,0.0025
2024-06-27:24,24,16,0.0271,0.0108,0.21,0.0026
2024-06-27:23,22,13,0.0304,0.0099,0.21,0.0024
2024-06-27:22,21,15,0.0396,0.0118,0.22,0.0024
2024-06-27:21,23,11,0.0421,0.0136,0.22,0.0027
2024-06-27:20,26,15,0.0412,0.0174,0.24,0.0029
2024-06-27:19,14,11,0.0384,0.0184,0.24,0.0028
2024-06-27:18,19,11,0.0457,0.0193,0.24,0.0030
2024-06-27:17,29,13,0.0436,0.0235,0.25,0.0041
2024-06-27:16,22,12,0.0482,0.0258,0.27,0.0042
2024-06-27:15,46,25,0.0496,0.0362,0.33,0.0047
2024-06-27:14,43,28,0.0528,0.0325,0.34,0.0080
2024-06-27:13,49,28,0.0500,0.0318,0.32,0.0063
2024-06-27:12,36,20,0.0603,0.0151,0.23,0.0037
2024-06-27:11,42,29,0.0464,0.0226,0.24,0.0036
2024-06-27:10,46,27,0.0383,0.0274,0.26,0.0038
2024-06-27:09,43,26,0.0297,0.0260,0.26,0.0037
2024-06-27:08,38,25,0.0190,0.0273,0.25,0.0033
2024-06-27:07,32,16,0.0188,0.0195,0.24,0.0031
2024-06-27:06,29,18,0.0202,0.0206,0.22,0.0033
2024-06-27:05,29,17,0.0263,0.0171,0.20,0.0032
2024-06-27:04,29,17,0.0268,0.0188,0.20,0.0036
2024-06-27:03,24,19,0.0340,0.0157,0.20,0.0038
2024-06-27:02,21,15,0.0387,0.0147,0.20,0.0043
2024-06-27:01,27,16,0.0427,0.0143,0.20,0.0049
2024-06-26:24,30,17,0.0418,0.0191,0.21,0.0062
2024-06-26:23,28,16,0.0466,0.0184,0.23,0.0089
2024-06-26:22,28,20,0.0527,0.0195,0.24,0.0086
2024-06-26:21,31,18,0.0516,0.0274,0.26,0.0071
2024-06-26:20,39,19,0.0651,0.0297,0.31,0.0105
2024-06-26:19,37,20,0.0821,0.0255,0.29,0.0072
2024-06-26:18,32,16,0.0883,0.0205,0.26,0.0043
2024-06-26:17,35,17,0.0928,0.0198,0.25,0.0033
2024-06-26:16,37,14,0.0867,0.0206,0.23,0.0034
2024-06-26:15,18,7,0.0736,0.0107,0.18,0.0028
2024-06-26:14,12,7,0.0656,0.0069,0.15,0.0025
2024-06-26:13,18,9,0.0646,0.0071,0.15,0.0027
2024-06-26:12,15,6,0.0587,0.0057,0.15,0.0027
2024-06-26:11,16,7,0.0572,0.0059,0.15,0.0027
2024-06-26:10,15,8,0.0558,0.0069,0.15,0.0027
2024-06-26:09,31,18,0.0287,0.0216,0.22,0.0030
2024-06-26:08,34,20,0.0113,0.0264,0.26,0.0031
2024-06-26:07,30,17,0.0141,0.0145,0.26,0.0027
2024-06-26:06,24,15,0.0167,0.0141,0.25,0.0028
2024-06-26:05,28,15,0.0160,0.0163,0.25,0.0030
2024-06-26:04,19,11,0.0198,0.0147,0.24,0.0032
2024-06-26:03,22,13,0.0245,0.0160,0.26,0.0035
2024-06-26:02,24,13,0.0287,0.0153,0.27,0.0049
2024-06-26:01,25,15,0.0272,0.0203,0.30,0.0052
2024-06-25:24,29,17,0.0163,0.0337,0.34,0.0066
2024-06-25:23,28,13,0.0321,0.0190,0.34,0.0046
2024-06-25:22,24,12,0.0488,0.0127,0.36,0.0045
2024-06-25:21,25,13,0.0514,0.0128,0.30,0.0046
2024-06-25:20,21,8,0.0534,0.0079,0.22,0.0034
2024-06-25:19,15,7,0.0477,0.0088,0.20,0.0026
2024-06-25:18,,,,,,
2024-06-25:17,,,,,,
2024-06-25:16,11,5,0.0542,0.0060,0.09,0.0025
2024-06-25:15,11,5,0.0559,0.0057,0.08,0.0024
2024-06-25:14,10,6,0.0547,0.0053,0.09,0.0025
2024-06-25:13,22,9,0.0571,0.0064,0.10,0.0026
2024-06-25:12,25,10,0.0522,0.0058,0.11,0.0025
2024-06-25:11,42,12,0.0513,0.0059,0.11,0.0025
2024-06-25:10,73,21,0.0465,0.0071,0.12,0.0024
2024-06-25:09,75,20,0.0438,0.0069,0.13,0.0024
2024-06-25:08,89,24,0.0444,0.0071,0.13,0.0024
2024-06-25:07,80,21,0.0455,0.0055,0.12,0.0025
2024-06-25:06,78,22,0.0430,0.0078,0.12,0.0023
2024-06-25:05,91,23,0.0498,0.0056,0.14,0.0024
2024-06-25:04,99,27,0.0530,0.0042,0.15,0.0024
2024-06-25:03,55,21,0.0428,0.0092,0.29,0.0027
2024-06-25:02,47,18,0.0446,0.0084,0.28,0.0031
2024-06-25:01,55,29,0.0472,0.0086,0.28,0.0030
2024-06-24:24,38,15,0.0485,0.0081,0.26,0.0027
2024-06-24:23,37,18,0.0540,0.0060,0.24,0.0026
2024-06-24:22,32,16,0.0564,0.0062,0.24,0.0026
2024-06-24:21,35,14,0.0577,0.0064,0.25,0.0025
2024-06-24:20,34,13,0.0608,0.0073,0.26,0.0026
2024-06-24:19,29,13,0.0618,0.0060,0.23,0.0024
2024-06-24:18,27,11,0.0611,0.0058,0.20,0.0024
2024-06-24:17,22,8,0.0607,0.0053,0.20,0.0024
2024-06-24:16,22,11,0.0615,0.0051,0.22,0.0024
2024-06-24:15,19,13,0.0649,0.0056,0.25,0.0024
2024-06-24:14,24,15,0.0674,0.0056,0.28,0.0025
2024-06-24:13,21,17,0.0703,0.0069,0.31,0.0026
2024-06-24:12,21,13,0.0667,0.0065,0.29,0.0029
2024-06-24:11,17,11,0.0608,0.0069,0.26,0.0030
2024-06-24:10,20,11,0.0520,0.0077,0.26,0.0035
2024-06-24:09,12,11,0.0454,0.0065,0.22,0.0034
2024-06-24:08,14,9,0.0417,0.0063,0.18,0.0029
2024-06-24:07,30,12,0.0148,0.0227,0.29,0.0037
2024-06-24:06,20,16,0.0113,0.0233,0.30,0.0038
2024-06-24:05,19,14,0.0272,0.0106,0.29,0.0058
2024-06-24:04,24,10,0.0269,0.0132,0.32,0.0037
2024-06-24:03,17,9,0.0140,0.0118,0.30,0.0032
2024-06-24:02,22,13,0.0154,0.0134,0.35,0.0029
2024-06-24:01,17,11,0.0150,0.0172,0.33,0.0027
2024-06-23:24,18,7,0.0223,0.0132,0.30,0.0027
2024-06-23:23,12,7,0.0367,0.0073,0.30,0.0029
2024-06-23:22,10,6,0.0442,0.0060,0.31,0.0030
2024-06-23:21,13,7,0.0461,0.0066,0.35,0.0032
2024-06-23:20,15,7,0.0514,0.0067,0.38,0.0033
2024-06-23:19,11,8,0.0531,0.0064,0.36,0.0033
2024-06-23:18,9,4,0.0504,0.0055,0.28,0.0026
2024-06-23:17,9,6,0.0494,0.0049,0.24,0.0026
2024-06-23:16,14,7,0.0515,0.0062,0.31,0.0028
2024-06-23:15,11,7,0.0515,0.0060,0.33,0.0028
2024-06-23:14,9,7,0.0510,0.0056,0.31,0.0027
2024-06-23:13,12,7,0.0479,0.0056,0.29,0.0026
2024-06-23:12,13,7,0.0456,0.0055,0.30,0.0026
2024-06-23:11,11,6,0.0445,0.0049,0.29,0.0025
2024-06-23:10,10,7,0.0450,0.0051,0.30,0.0025
2024-06-23:09,13,9,0.0471,0.0048,0.29,0.0025
2024-06-23:08,10,7,0.0486,0.0045,0.29,0.0026
2024-06-23:07,12,7,0.0505,0.0045,0.29,0.0025
2024-06-23:06,11,4,0.0524,0.0043,0.29,0.0025
2024-06-23:05,12,6,0.0539,0.0041,0.28,0.0024
2024-06-23:04,10,10,0.0524,0.0042,0.27,0.0024
2024-06-23:03,14,8,0.0500,0.0043,0.28,0.0025
2024-06-23:02,14,7,0.0457,0.0045,0.27,0.0025
2024-06-23:01,13,6,0.0405,0.0048,0.25,0.0025
2024-06-22:24,14,6,0.0386,0.0048,0.22,0.0025
2024-06-22:23,14,7,0.0391,0.0045,0.21,0.0025
2024-06-22:22,13,3,0.0381,0.0048,0.20,0.0023
2024-06-22:21,5,1,0.0368,0.0048,0.19,0.0025
2024-06-22:20,2,1,0.0347,0.0049,0.18,0.0024
2024-06-22:19,1,1,0.0346,0.0047,0.17,0.0026
2024-06-22:18,2,1,0.0223,0.0112,0.17,0.0033
2024-06-22:17,3,0,0.0218,0.0109,0.18,0.0046
2024-06-22:16,1,,0.0198,0.0127,0.20,0.0050
2024-06-22:15,3,,0.0266,0.0064,0.16,0.0030
2024-06-22:14,6,4,0.0240,0.0132,0.19,0.0035
2024-06-22:13,6,6,0.0175,0.0249,0.27,0.0050
2024-06-22:12,10,2,0.0215,0.0218,0.25,0.0038
2024-06-22:11,12,5,0.0245,0.0174,0.21,0.0053
2024-06-22:10,13,7,0.0241,0.0184,0.22,0.0078
2024-06-22:09,16,9,0.0237,0.0222,0.21,0.0066
2024-06-22:08,13,8,0.0262,0.0180,0.19,0.0050
2024-06-22:07,20,9,0.0168,0.0153,0.20,0.0062
2024-06-22:06,13,7,0.0204,0.0130,0.18,0.0087
2024-06-22:05,15,6,0.0232,0.0126,0.17,0.0086
2024-06-22:04,12,9,0.0236,0.0138,0.17,0.0057
2024-06-22:03,14,7,0.0276,0.0115,0.18,0.0061
2024-06-22:02,15,9,0.0275,0.0138,0.19,0.0039
2024-06-22:01,15,10,0.0332,0.0132,0.19,0.0055
2024-06-21:24,18,11,0.0319,0.0151,0.20,0.0075
2024-06-21:23,23,11,0.0285,0.0215,0.20,0.0106
2024-06-21:22,15,11,0.0326,0.0213,0.19,0.0078
2024-06-21:21,16,13,0.0399,0.0189,0.21,0.0051
2024-06-21:20,17,10,0.0383,0.0214,0.21,0.0042
2024-06-21:19,26,13,0.0567,0.0173,0.23,0.0043
2024-06-21:18,30,16,0.0652,0.0182,0.22,0.0042
2024-06-21:17,27,11,0.0725,0.0152,0.21,0.0039
2024-06-21:16,24,14,0.0768,0.0095,0.20,0.0038
2024-06-21:15,24,17,0.0744,0.0095,0.21,0.0040
2024-06-21:14,29,18,0.0675,0.0156,0.24,0.0048
2024-06-21:13,31,16,0.0561,0.0168,0.24,0.0051
2024-06-21:12,20,14,0.0503,0.0126,0.22,0.0042
2024-06-21:11,20,11,0.0444,0.0118,0.21,0.0047
2024-06-21:10,25,16,0.0428,0.0159,0.23,0.0066
2024-06-21:09,30,20,0.0357,0.0171,0.23,0.0045
2024-06-21:08,31,17,0.0284,0.0151,0.22,0.0038
2024-06-21:07,28,14,0.0195,0.0161,0.21,0.0031
2024-06-21:06,13,10,0.0206,0.0099,0.19,0.0029
2024-06-21:05,15,12,0.0259,0.0076,0.18,0.0029
2024-06-21:04,9,8,0.0282,0.0072,0.18,0.0029
2024-06-21:03,15,10,0.0301,0.0076,0.18,0.0034
2024-06-21:02,16,9,0.0312,0.0077,0.18,0.0042
2024-06-21:01,16,8,0.0345,0.0083,0.18,0.0065
2024-06-20:24,19,11,0.0356,0.0118,0.19,0.0084
2024-06-20:23,18,14,0.0349,0.0149,0.22,0.0105
2024-06-20:22,22,12,0.0402,0.0136,0.25,0.0080
2024-06-20:21,21,13,0.0473,0.0118,0.24,0.0043
2024-06-20:20,31,16,0.0501,0.0150,0.25,0.0053
2024-06-20:19,34,15,0.0502,0.0179,0.24,0.0068
2024-06-20:18,29,15,0.0471,0.0209,0.23,0.0065
2024-06-20:17,27,12,0.0476,0.0196,0.22,0.0056
2024-06-20:16,25,12,0.0493,0.0165,0.20,0.0068
2024-06-20:15,21,11,0.0502,0.0158,0.19,0.0079
2024-06-20:14,22,13,0.0513,0.0145,0.21,0.0085
2024-06-20:13,28,15,0.0469,0.0232,0.21,0.0069
2024-06-20:12,57,29,0.0276,0.0400,0.36,0.0110
2024-06-20:11,54,29,0.0268,0.0384,0.35,0.0129
2024-06-20:10,46,25,0.0236,0.0363,0.33,0.0159
2024-06-20:09,41,24,0.0270,0.0276,0.28,0.0084
2024-06-20:08,35,19,0.0190,0.0262,0.24,0.0038
2024-06-20:07,35,21,0.0229,0.0233,0.23,0.0037
2024-06-20:06,32,15,0.0313,0.0161,0.23,0.0038
2024-06-20:05,21,12,0.0341,0.0114,0.20,0.0040
2024-06-20:04,17,15,0.0339,0.0118,0.20,0.0042
2024-06-20:03,18,13,0.0388,0.0119,0.20,0.0039
2024-06-20:02,17,10,0.0536,0.0070,0.18,0.0040
2024-06-20:01,22,10,0.0571,0.0093,0.20,0.0029
2024-06-19:24,21,10,0.0601,0.0083,0.19,0.0027
2024-06-19:23,17,12,0.0752,0.0060,0.19,0.0027
2024-06-19:22,20,11,0.0843,0.0048,0.21,0.0027
2024-06-19:21,20,11,0.0812,0.0051,0.20,0.0027
2024-06-19:20,24,12,0.0826,0.0058,0.23,0.0031
2024-06-19:19,24,14,0.0962,0.0071,0.32,0.0040
2024-06-19:18,30,13,0.0968,0.0086,0.30,0.0032
2024-06-19:17,34,17,0.0999,0.0086,0.28,0.0036
2024-06-19:16,33,13,0.1016,0.0081,0.28,0.0043
2024-06-19:15,35,15,0.1105,0.0100,0.29,0.0043
2024-06-19:14,41,21,0.1135,0.0126,0.32,0.0057
2024-06-19:13,43,19,0.1023,0.0101,0.30,0.0063
2024-06-19:12,36,14,0.0915,0.0081,0.26,0.0069
2024-06-19:11,,,,,,
2024-06-19:10,59,37,,,,
