tm,pm10,pm25,o3,no2,co,so2
2024-06-30:24,9,2,0.0113,0.0182,0.19,0.0035
2024-06-30:23,7,4,0.0075,0.0182,0.31,0.0035
2024-06-30:22,8,4,0.0112,0.0180,0.20,0.0032
2024-06-30:21,7,4,0.0138,0.0177,0.19,0.0030
2024-06-30:20,11,5,0.0208,0.0154,0.16,0.0029
2024-06-30:19,10,6,0.0196,0.0166,0.18,0.0030
2024-06-30:18,13,9,0.0184,0.0154,0.22,0.0035
2024-06-30:17,7,4,0.0170,0.0171,0.33,0.0034
2024-06-30:16,13,6,0.0180,0.0176,0.25,0.0035
2024-06-30:15,7,7,0.0138,0.0183,0.85,0.0035
2024-06-30:14,8,8,0.0150,0.0142,0.28,0.0034
2024-06-30:13,7,7,0.0145,0.0157,0.44,0.0038
2024-06-30:12,7,5,0.0154,0.0133,0.29,0.0037
2024-06-30:11,12,6,0.0128,0.0152,0.48,0.0040
2024-06-30:10,15,11,0.0105,0.0192,0.49,0.0048
2024-06-30:09,13,9,0.0074,0.0276,0.97,0.0072
2024-06-30:08,15,5,0.0122,0.0186,0.33,0.0044
2024-06-30:07,14,4,0.0120,0.0190,0.40,0.0038
2024-06-30:06,18,6,0.0178,0.0121,0.13,0.0032
2024-06-30:05,23,7,0.0178,0.0132,0.19,0.0030
2024-06-30:04,23,8,0.0174,0.0126,0.29,0.0033
2024-06-30:03,20,7,0.0175,0.0118,0.12,0.0029
2024-06-30:02,20,6,0.0185,0.0109,0.10,0.0027
2024-06-30:01,21,10,0.0169,0.0120,0.13,0.0026
2024-06-29:24,20,7,0.0192,0.0096,0.12,0.0025
2024-06-29:23,17,6,0.0189,0.0107,0.12,0.0026
2024-06-29:22,14,5,0.0173,0.0124,0.13,0.0030
2024-06-29:21,7,3,0.0096,0.0139,0.23,0.0028
2024-06-29:20,4,2,0.0097,0.0109,0.19,0.0028
2024-06-29:19,6,2,0.0097,0.0105,0.17,0.0031
2024-06-29:18,6,2,0.0194,0.0106,0.13,0.0033
2024-06-29:17,5,3,0.0302,0.0121,0.20,0.0025
2024-06-29:16,7,2,0.0306,0.0132,0.21,0.0032
2024-06-29:15,6,1,0.0371,0.0108,0.21,0.0027
2024-06-29:14,8,6,0.0403,0.0101,0.20,0.0025
2024-06-29:13,13,11,0.0415,0.0095,0.22,0.0025
2024-06-29:12,13,9,0.0399,0.0113,0.20,0.0026
2024-06-29:11,17,16,0.0420,0.0120,0.21,0.0025
2024-06-29:10,11,7,0.0339,0.0157,0.23,0.0031
2024-06-29:09,11,8,0.0331,0.0221,0.19,0.0026
2024-06-29:08,12,9,0.0302,0.0234,0.17,0.0029
2024-06-29:07,10,7,0.0264,0.0148,0.18,0.0025
2024-06-29:06,9,4,0.0254,0.0141,0.17,0.0028
2024-06-29:05,8,5,0.0305,0.0155,0.18,0.0030
2024-06-29:04,9,8,0.0378,0.0175,0.16,0.0027
2024-06-29:03,9,8,0.0386,0.0180,0.17,0.0027
2024-06-29:02,12,10,0.0384,0.0171,0.17,0.0031
2024-06-29:01,13,12,0.0323,0.0256,0.18,0.0035
2024-06-28:24,12,11,0.0369,0.0230,0.19,0.0031
2024-06-28:23,11,10,0.0487,0.0161,0.19,0.0032
2024-06-28:22,10,10,0.0577,0.0130,0.18,0.0026
2024-06-28:21,6,,0.0597,0.0115,0.17,0.0028
2024-06-28:20,5,5,0.0551,0.0115,0.16,0.0028
2024-06-28:19,6,,0.0572,0.0100,0.15,0.0028
2024-06-28:18,7,3,0.0529,0.0120,0.15,0.0027
2024-06-28:17,8,5,0.0530,0.0124,0.15,0.0030
2024-06-28:16,3,3,0.0548,0.0115,0.16,0.0034
2024-06-28:15,5,5,0.0601,0.0116,0.19,0.0033
2024-06-28:14,19,17,0.0698,0.0155,0.20,0.0040
2024-06-28:13,29,27,0.1209,0.0250,0.43,0.0080
2024-06-28:12,46,35,0.1227,0.0279,0.96,0.0164
2024-06-28:11,49,31,0.0612,0.0452,2.77,
2024-06-28:10,13,10,0.0413,0.0150,0.47,0.0063
2024-06-28:09,9,6,0.0322,0.0085,0.22,0.0030
2024-06-28:08,12,8,0.0236,0.0087,0.25,0.0026
2024-06-28:07,12,8,0.0149,0.0116,0.24,0.0027
2024-06-28:06,16,12,0.0141,0.0123,0.25,0.0025
2024-06-28:05,15,10,0.0162,0.0120,0.25,0.0021
2024-06-28:04,18,14,0.0217,0.0106,0.26,0.0025
2024-06-28:03,19,14,0.0250,0.0083,0.25,0.0025
2024-06-28:02,18,12,0.0279,0.0088,0.27,0.0023
2024-06-28:01,21,14,0.0305,0.0096,0.27,0.0025
2024-06-27:24,41,14,0.0353,0.0086,0.30,0.0026
2024-06-27:23,35,11,0.0429,0.0087,0.30,0.0028
2024-06-27:22,42,14,0.0425,0.0094,0.30,0.0029
2024-06-27:21,19,14,0.0506,0.0098,0.31,0.0027
2024-06-27:20,19,16,0.0547,0.0109,0.34,0.0025
2024-06-27:19,17,12,0.0512,0.0114,0.29,0.0027
2024-06-27:18,14,7,0.0429,0.0124,0.25,0.0030
2024-06-27:17,11,8,0.0469,0.0118,0.22,0.0025
2024-06-27:16,19,15,0.0583,0.0079,0.19,0.0027
