tm,pm10,pm25,o3,no2,co,so2
2024-06-30:24,6,0,0.0203,0.0068,0.10,0.0026
2024-06-30:23,2,1,0.0163,0.0069,0.10,0.0025
2024-06-30:22,4,1,0.0184,0.0077,0.10,0.0025
2024-06-30:21,5,5,0.0202,0.0069,0.10,0.0026
2024-06-30:20,14,12,0.0180,0.0078,0.11,0.0026
2024-06-30:19,13,4,0.0182,0.0082,0.11,0.0027
2024-06-30:18,13,4,0.0220,0.0090,0.11,0.0026
2024-06-30:17,14,3,0.0274,0.0065,0.12,0.0027
2024-06-30:16,15,2,0.0248,0.0064,0.12,0.0028
2024-06-30:15,9,1,0.0198,0.0070,0.10,0.0027
2024-06-30:14,5,4,0.0188,0.0059,0.12,0.0028
2024-06-30:13,10,1,0.0198,0.0046,0.11,0.0027
2024-06-30:12,6,0,0.0224,0.0044,0.13,0.0026
2024-06-30:11,1,,0.0211,0.0049,0.11,0.0026
2024-06-30:10,3,1,0.0184,0.0057,0.10,0.0026
2024-06-30:09,2,,0.0199,0.0043,0.10,0.0025
2024-06-30:08,4,0,0.0190,0.0053,0.10,0.0025
2024-06-30:07,4,0,0.0210,0.0037,0.10,0.0025
2024-06-30:06,9,2,0.0226,0.0033,0.10,0.0025
2024-06-30:05,13,0,0.0249,0.0032,0.10,0.0025
2024-06-30:04,13,3,0.0245,0.0033,0.10,0.0025
2024-06-30:03,9,1,0.0230,0.0033,0.08,0.0025
2024-06-30:02,11,3,0.0233,0.0032,0.08,0.0025
2024-06-30:01,15,1,0.0225,0.0036,0.08,0.0026
2024-06-29:24,15,2,0.0205,0.0051,0.08,0.0028
2024-06-29:23,16,2,0.0213,0.0038,0.08,0.0026
2024-06-29:22,10,1,0.0230,0.0038,0.08,0.0025
2024-06-29:21,8,,0.0231,0.0036,0.08,0.0025
2024-06-29:20,1,,0.0193,0.0050,0.08,0.0026
2024-06-29:19,2,,0.0227,0.0053,0.08,0.0028
2024-06-29:18,1,,0.0202,0.0053,0.09,0.0029
