지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%)
284,거창,2024-03-02 21:00,-.5,,.9,110,54
284,거창,2024-03-02 22:00,-.1,,.6,360,56
284,거창,2024-03-02 23:00,.2,,.4,0,59
284,거창,2024-03-03 00:00,-1.5,,.4,0,67
284,거창,2024-03-03 01:00,-1.5,,.8,340,71
284,거창,2024-03-03 02:00,2,,2.7,250,62
284,거창,2024-03-03 03:00,2,,3.6,230,67
284,거창,2024-03-03 04:00,2.2,,3.1,200,68
284,거창,2024-03-03 05:00,.8,,2.2,230,87
284,거창,2024-03-03 06:00,.9,0,.7,230,85
284,거창,2024-03-03 07:00,.3,,1.1,320,89
284,거창,2024-03-03 08:00,.3,,.6,320,97
284,거창,2024-03-03 09:00,2,0,.6,50,89
284,거창,2024-03-03 10:00,4.5,,1.1,290,74
284,거창,2024-03-03 11:00,6.1,,2,230,67
284,거창,2024-03-03 12:00,7.4,0,1.9,250,53
284,거창,2024-03-03 13:00,9.1,,2.6,250,42
284,거창,2024-03-03 14:00,8.1,,3,250,48
284,거창,2024-03-03 15:00,5.5,0,4.4,290,68
284,거창,2024-03-03 16:00,6.9,,1.3,180,63
284,거창,2024-03-03 17:00,6.4,,1.2,360,68
284,거창,2024-03-03 18:00,6.3,0,3.6,290,62
284,거창,2024-03-03 19:00,5.6,,2.4,230,66
284,거창,2024-03-03 20:00,4.4,,1.4,230,73
284,거창,2024-03-03 21:00,5.6,0,1.9,250,64
284,거창,2024-03-03 22:00,4.8,,1.9,270,66
284,거창,2024-03-03 23:00,4.2,,3.2,250,69
284,거창,2024-03-04 00:00,4.1,,3.4,250,69
284,거창,2024-03-04 01:00,4,,2.7,250,69
284,거창,2024-03-04 02:00,3.6,,.8,250,71
284,거창,2024-03-04 03:00,.3,,.4,0,85
284,거창,2024-03-04 04:00,2,,1.3,230,84
284,거창,2024-03-04 05:00,.8,,.9,270,87
284,거창,2024-03-04 06:00,-.3,,.5,320,89
284,거창,2024-03-04 07:00,-1.2,,.7,20,93
284,거창,2024-03-04 08:00,0,,.6,340,90
284,거창,2024-03-04 09:00,3.4,,.1,0,79
284,거창,2024-03-04 10:00,6.1,,.4,0,69
284,거창,2024-03-04 11:00,9.2,,1.2,50,55
284,거창,2024-03-04 12:00,10.5,,1.6,70,43
284,거창,2024-03-04 13:00,11.3,,1.1,20,36
284,거창,2024-03-04 14:00,12.7,,.6,90,33
284,거창,2024-03-04 15:00,12.5,,1.6,110,34
284,거창,2024-03-04 16:00,11.5,,2.6,140,36
284,거창,2024-03-04 17:00,11,,1.6,160,31
284,거창,2024-03-04 18:00,9.9,,.3,0,36
284,거창,2024-03-04 19:00,9.1,,.8,140,38
284,거창,2024-03-04 20:00,7.8,,.5,270,52
284,거창,2024-03-04 21:00,7.2,,.4,0,54
284,거창,2024-03-04 22:00,7,,1.2,270,53
284,거창,2024-03-04 23:00,7.7,,1,70,50
284,거창,2024-03-05 00:00,5.9,0,1.4,160,70
284,거창,2024-03-05 01:00,3.8,,1.5,340,95
284,거창,2024-03-05 02:00,3,,1.4,320,94
284,거창,2024-03-05 03:00,2.6,4.8,.2,0,98
284,거창,2024-03-05 04:00,2.3,,1.2,320,99
284,거창,2024-03-05 05:00,2.1,,.9,340,99
284,거창,2024-03-05 06:00,2.3,2.4,1.4,360,99
284,거창,2024-03-05 07:00,2.3,,.9,340,99
284,거창,2024-03-05 08:00,2.4,,1.4,20,98
284,거창,2024-03-05 09:00,2.5,2.5,1.8,360,98
284,거창,2024-03-05 10:00,2.8,,1.3,340,97
284,거창,2024-03-05 11:00,3.4,,.3,0,96
284,거창,2024-03-05 12:00,3.7,.1,.6,360,98
284,거창,2024-03-05 13:00,4,,1,360,99
284,거창,2024-03-05 14:00,4.2,,1.4,20,99
284,거창,2024-03-05 15:00,4.5,1.5,.9,50,99
284,거창,2024-03-05 16:00,4.8,,.2,0,97
284,거창,2024-03-05 17:00,4.8,,.1,0,99
284,거창,2024-03-05 18:00,4.9,.1,1.8,360,93
284,거창,2024-03-05 19:00,4.9,,2.3,360,91
284,거창,2024-03-05 20:00,4.9,,.5,340,93
284,거창,2024-03-05 21:00,4.9,,1.2,360,90
284,거창,2024-03-05 22:00,4.8,,1.3,360,91
284,거창,2024-03-05 23:00,4.9,,2.1,360,89
284,거창,2024-03-06 00:00,5.3,0,2.7,360,85
284,거창,2024-03-06 01:00,5.1,,.5,20,85
284,거창,2024-03-06 02:00,5,,.9,20,84
284,거창,2024-03-06 03:00,4.8,,.8,70,86
284,거창,2024-03-06 04:00,4.4,,.1,0,88
284,거창,2024-03-06 05:00,4.8,,1.8,360,81
284,거창,2024-03-06 06:00,4.7,,1.4,360,82
284,거창,2024-03-06 07:00,3.7,,0,0,90
284,거창,2024-03-06 08:00,3.5,,.1,0,91
284,거창,2024-03-06 09:00,6.6,,2.8,360,71
284,거창,2024-03-06 10:00,8.1,,1.5,20,61
284,거창,2024-03-06 11:00,8.5,,2,340,56
284,거창,2024-03-06 12:00,10,,1.8,360,53
284,거창,2024-03-06 13:00,9.8,,2.5,360,54
284,거창,2024-03-06 14:00,8.6,,2.8,140,61
284,거창,2024-03-06 15:00,9.2,0,1.9,140,58
284,거창,2024-03-06 16:00,9.2,,1.8,140,58
284,거창,2024-03-06 17:00,9,,1.5,110,59
284,거창,2024-03-06 18:00,8.2,,2.2,140,65
284,거창,2024-03-06 19:00,7.4,,1.4,140,70
284,거창,2024-03-06 20:00,6.8,,.6,110,72
284,거창,2024-03-06 21:00,5.9,0,1,50,79
284,거창,2024-03-06 22:00,4.8,,.7,50,88
284,거창,2024-03-06 23:00,3.9,,1.8,110,84
284,거창,2024-03-07 00:00,3.6,.3,1.1,110,84
284,거창,2024-03-07 01:00,3.5,,.5,90,79
284,거창,2024-03-07 02:00,3.2,,.1,0,88
284,거창,2024-03-07 03:00,3.1,0,.4,0,85
284,거창,2024-03-07 04:00,3.1,,0,0,87
284,거창,2024-03-07 05:00,2.8,,0,0,92
284,거창,2024-03-07 06:00,2.7,0,.6,270,94
284,거창,2024-03-07 07:00,2.8,,0,0,92
284,거창,2024-03-07 08:00,2.9,,0,0,93
284,거창,2024-03-07 09:00,3.7,0,.2,0,84
284,거창,2024-03-07 10:00,4.7,,.4,0,77
284,거창,2024-03-07 11:00,5.9,,1.3,180,70
284,거창,2024-03-07 12:00,7.2,,2.6,200,61
284,거창,2024-03-07 13:00,8.2,,3.4,180,44
284,거창,2024-03-07 14:00,8.6,,3.1,290,37
284,거창,2024-03-07 15:00,8.3,,1.9,230,37
284,거창,2024-03-07 16:00,7.1,,4.7,290,39
284,거창,2024-03-07 17:00,6.3,,4.2,290,41
284,거창,2024-03-07 18:00,4.7,,3.1,270,47
284,거창,2024-03-07 19:00,3.6,,3.4,250,47
284,거창,2024-03-07 20:00,2.5,,1.4,270,47
284,거창,2024-03-07 21:00,1.6,,2.6,250,52
284,거창,2024-03-07 22:00,.3,,2,250,61
284,거창,2024-03-07 23:00,-1.4,,1.1,270,70
284,거창,2024-03-08 00:00,-1.7,,.6,50,68
284,거창,2024-03-08 01:00,.5,,3.1,250,49
284,거창,2024-03-08 02:00,.4,,3.9,250,56
284,거창,2024-03-08 03:00,0,,2.9,250,61
284,거창,2024-03-08 04:00,-.4,,2.5,250,66
284,거창,2024-03-08 05:00,-1.6,,.8,250,72
284,거창,2024-03-08 06:00,-2,,1,290,76
