tm,pm10,pm25,o3,no2,co,so2
2024-02-29:24,10,7,0.0410,0.0051,0.30,0.0022
2024-02-29:23,7,,0.0410,0.0058,0.32,0.0020
2024-02-29:22,8,7,0.0370,0.0069,0.30,0.0020
2024-02-29:21,7,6,0.0350,0.0091,0.32,0.0020
2024-02-29:20,6,4,0.0340,0.0116,0.32,0.0020
2024-02-29:19,6,4,0.0320,0.0135,0.34,0.0020
2024-02-29:18,6,5,0.0320,0.0148,0.33,0.0020
2024-02-29:17,8,7,0.0390,0.0097,0.31,0.0020
2024-02-29:16,12,7,0.0380,0.0100,0.35,0.0020
2024-02-29:15,14,6,0.0380,0.0100,0.30,0.0020
2024-02-29:14,16,8,0.0380,0.0112,0.30,0.0020
2024-02-29:13,21,11,0.0360,0.0133,0.30,0.0022
2024-02-29:12,26,16,0.0280,0.0252,0.30,0.0025
2024-02-29:11,25,15,0.0220,0.0292,0.33,0.0026
2024-02-29:10,22,13,0.0190,0.0288,0.35,0.0026
2024-02-29:09,23,11,0.0190,0.0213,0.33,0.0026
2024-02-29:08,23,11,0.0250,0.0140,0.32,0.0025
2024-02-29:07,23,12,0.0230,0.0154,0.33,0.0026
2024-02-29:06,23,12,0.0310,0.0112,0.29,0.0028
2024-02-29:05,24,12,0.0350,0.0114,0.30,0.0029
2024-02-29:04,26,14,0.0370,0.0103,0.30,0.0028
2024-02-29:03,25,15,0.0300,0.0158,0.31,0.0028
2024-02-29:02,25,19,0.0340,0.0137,0.33,0.0026
2024-02-29:01,26,17,0.0350,0.0122,0.33,0.0026
2024-02-28:24,25,13,0.0340,0.0176,0.36,0.0026
2024-02-28:23,24,11,0.0410,0.0132,0.34,0.0025
2024-02-28:22,22,12,0.0440,0.0099,0.32,0.0024
2024-02-28:21,22,12,0.0430,0.0112,0.32,0.0024
2024-02-28:20,24,12,0.0460,0.0082,0.31,0.0023
2024-02-28:19,24,11,0.0470,0.0100,0.31,0.0024
2024-02-28:18,24,11,0.0480,0.0105,0.31,0.0024
2024-02-28:17,26,13,0.0510,0.0100,0.30,0.0025
2024-02-28:16,28,12,0.0520,0.0087,0.30,0.0027
2024-02-28:15,28,12,0.0480,0.0119,0.31,0.0025
2024-02-28:14,30,13,0.0450,0.0126,0.30,0.0026
2024-02-28:13,33,15,0.0440,0.0126,0.29,0.0026
2024-02-28:12,33,15,0.0390,0.0159,0.29,0.0025
2024-02-28:11,30,11,0.0390,0.0143,0.29,0.0025
2024-02-28:10,26,8,0.0320,0.0183,0.32,0.0024
2024-02-28:09,25,8,0.0320,0.0149,0.30,0.0023
2024-02-28:08,24,8,0.0290,0.0116,0.28,0.0022
2024-02-28:07,24,10,0.0250,0.0165,0.28,0.0022
2024-02-28:06,25,14,0.0340,0.0064,0.26,0.0021
2024-02-28:05,23,12,0.0350,0.0046,0.25,0.0021
2024-02-28:04,24,7,0.0360,0.0045,0.25,0.0022
2024-02-28:03,26,7,0.0370,0.0044,0.27,0.0022
2024-02-28:02,27,9,0.0330,0.0062,0.26,0.0022
2024-02-28:01,29,15,0.0350,0.0066,0.27,0.0025
2024-02-27:24,32,18,0.0350,0.0085,0.29,0.0024
2024-02-27:23,34,18,0.0390,0.0105,0.30,0.0025
2024-02-27:22,33,12,0.0380,0.0127,0.30,0.0025
2024-02-27:21,32,13,0.0370,0.0132,0.31,0.0024
2024-02-27:20,33,16,0.0390,0.0122,0.29,0.0022
2024-02-27:19,36,17,0.0400,0.0125,0.30,0.0022
2024-02-27:18,39,19,0.0380,0.0153,0.30,0.0023
2024-02-27:17,39,20,0.0410,0.0128,0.29,0.0024
2024-02-27:16,40,19,0.0400,0.0137,0.30,0.0023
2024-02-27:15,40,18,0.0400,0.0128,0.30,0.0023
2024-02-27:14,39,18,0.0380,0.0155,0.30,0.0022
2024-02-27:13,39,21,0.0420,0.0095,0.30,0.0023
2024-02-27:12,36,20,0.0390,0.0130,0.31,0.0024
2024-02-27:11,33,17,0.0400,0.0127,0.31,0.0024
2024-02-27:10,28,15,0.0370,0.0156,0.32,0.0025
2024-02-27:09,23,13,0.0360,0.0159,0.32,0.0024
2024-02-27:08,18,11,0.0340,0.0166,0.34,0.0024
2024-02-27:07,18,10,0.0360,0.0130,0.34,0.0024
2024-02-27:06,16,9,0.0400,0.0072,0.33,0.0023
2024-02-27:05,16,8,0.0380,0.0063,0.33,0.0022
2024-02-27:04,15,10,0.0380,0.0070,0.31,0.0024
2024-02-27:03,17,11,0.0380,0.0077,0.32,0.0024
2024-02-27:02,19,10,0.0400,0.0061,0.33,0.0024
2024-02-27:01,21,11,0.0420,0.0054,0.34,0.0026
2024-02-26:24,19,11,0.0380,0.0091,0.36,0.0026
2024-02-26:23,15,9,0.0380,0.0102,0.32,0.0023
2024-02-26:22,13,6,0.0350,0.0129,0.32,0.0023
2024-02-26:21,14,5,0.0370,0.0117,0.28,0.0023
2024-02-26:20,14,5,0.0370,0.0124,0.31,0.0023
2024-02-26:19,16,6,0.0360,0.0136,0.30,0.0023
2024-02-26:18,15,6,0.0350,0.0161,0.32,0.0022
2024-02-26:17,15,8,0.0400,0.0125,0.31,0.0026
2024-02-26:16,14,9,0.0420,0.0103,0.29,0.0025
2024-02-26:15,14,6,0.0430,0.0105,0.30,0.0023
2024-02-26:14,16,5,0.0380,0.0147,0.29,0.0024
2024-02-26:13,15,5,0.0320,0.0156,0.31,0.0024
2024-02-26:12,15,4,0.0300,0.0150,0.32,0.0025
2024-02-26:11,15,7,0.0300,0.0118,0.32,0.0024
2024-02-26:10,13,11,0.0280,0.0097,0.34,0.0023
