아주동 ( 경남 거제시 아주동 산164-1 거제시 옥포 유해대기측정소 ),,,,,,,,,,,,
,,,,,,,,,,,,
날짜,PM10,,PM2.5,,오존,,이산화질소,,일산화탄소,,아황산가스,
(년-월-일:시),(㎍/㎥),,(㎍/㎥),,(ppm),,(ppm),,(ppm),,(ppm),
,등급,1시간,등급,1시간,등급,1시간,등급,1시간,등급,1시간,등급,1시간
2024-03-30:16,보통,73,보통,20,보통,0.0713,좋음,0.0037,좋음,0.39,좋음,0.0022
2024-03-30:15,나쁨,92,보통,26,보통,0.0749,좋음,0.0044,좋음,0.45,좋음,0.0022
2024-03-30:14,나쁨,99,보통,25,보통,0.0720,좋음,0.0050,좋음,0.47,좋음,0.0022
2024-03-30:13,나쁨,92,보통,23,보통,0.0676,좋음,0.0051,좋음,0.42,좋음,0.0023
2024-03-30:12,나쁨,82,보통,23,보통,0.0598,좋음,0.0067,좋음,0.43,좋음,0.0026
2024-03-30:11,보통,72,보통,19,보통,0.0536,좋음,0.0083,좋음,0.43,좋음,0.0025
2024-03-30:10,보통,64,보통,16,보통,0.0493,좋음,0.0083,좋음,0.34,좋음,0.0022
2024-03-30:09,보통,59,좋음,13,좋음,0.0288,좋음,0.0294,좋음,0.40,좋음,0.0027
2024-03-30:08,보통,60,좋음,14,보통,0.0378,좋음,0.0089,좋음,0.34,좋음,0.0020
2024-03-30:07,보통,65,보통,18,보통,0.0335,좋음,0.0106,좋음,0.32,좋음,0.0021
2024-03-30:06,보통,78,보통,27,보통,0.0388,좋음,0.0034,좋음,0.32,좋음,0.0021
2024-03-30:05,나쁨,103,나쁨,38,보통,0.0396,좋음,0.0054,좋음,0.39,좋음,0.0023
2024-03-30:04,나쁨,114,나쁨,45,보통,0.0423,좋음,0.0070,좋음,0.59,좋음,0.0027
2024-03-30:03,나쁨,115,나쁨,45,보통,0.0455,좋음,0.0065,좋음,0.62,좋음,0.0030
2024-03-30:02,나쁨,108,나쁨,43,보통,0.0547,좋음,0.0068,좋음,0.64,좋음,0.0033
2024-03-30:01,나쁨,96,나쁨,40,보통,0.0558,좋음,0.0063,좋음,0.63,좋음,0.0027
2024-03-29:24,보통,80,나쁨,39,보통,0.0565,좋음,0.0065,좋음,0.58,좋음,0.0022
2024-03-29:23,보통,67,나쁨,39,보통,0.0590,좋음,0.0067,좋음,0.57,좋음,0.0021
2024-03-29:22,보통,57,나쁨,41,보통,0.0623,좋음,0.0050,좋음,0.56,좋음,0.0019
2024-03-29:21,보통,56,나쁨,41,보통,0.0642,좋음,0.0044,좋음,0.54,좋음,0.0019
2024-03-29:20,보통,54,보통,34,보통,0.0630,좋음,0.0041,좋음,0.53,좋음,0.0019
2024-03-29:19,보통,52,보통,26,보통,0.0613,좋음,0.0044,좋음,0.50,좋음,0.0020
2024-03-29:18,보통,59,보통,22,보통,0.0621,좋음,0.0036,좋음,0.45,좋음,0.0024
2024-03-29:17,보통,71,보통,19,보통,0.0632,좋음,0.0031,좋음,0.39,좋음,0.0021
2024-03-29:16,나쁨,95,보통,20,보통,0.0615,좋음,0.0033,좋음,0.33,좋음,0.0022
2024-03-29:15,나쁨,137,보통,23,보통,0.0615,좋음,0.0022,좋음,0.30,좋음,0.0019
2024-03-29:14,매우나쁨,189,보통,29,보통,0.0576,좋음,0.0024,좋음,0.29,좋음,0.0020
2024-03-29:13,매우나쁨,233,나쁨,36,보통,0.0552,좋음,0.0031,좋음,0.29,좋음,0.0019
2024-03-29:12,매우나쁨,223,보통,34,보통,0.0548,좋음,0.0030,좋음,0.30,좋음,0.0019
2024-03-29:11,매우나쁨,171,보통,27,보통,0.0512,좋음,0.0026,좋음,0.30,좋음,0.0019
2024-03-29:10,나쁨,123,보통,18,보통,0.0468,좋음,0.0042,좋음,0.34,좋음,0.0023
2024-03-29:09,나쁨,92,좋음,13,보통,0.0440,좋음,0.0061,좋음,0.33,좋음,0.0025
2024-03-29:08,보통,78,좋음,10,보통,0.0366,좋음,0.0073,좋음,0.50,좋음,0.0027
2024-03-29:07,보통,72,좋음,10,좋음,0.0292,좋음,0.0073,좋음,0.40,좋음,0.0020
2024-03-29:06,보통,69,좋음,7,보통,0.0333,좋음,0.0048,좋음,0.31,좋음,0.0020
2024-03-29:05,보통,49,좋음,6,보통,0.0369,좋음,0.0025,좋음,0.29,좋음,0.0018
2024-03-29:04,좋음,23,좋음,2,보통,0.0453,좋음,0.0024,좋음,0.29,좋음,0.0019
2024-03-29:03,좋음,6,좋음,1,보통,0.0451,좋음,0.0025,좋음,0.29,좋음,0.0018
2024-03-29:02,좋음,6,좋음,4,보통,0.0428,좋음,0.0027,좋음,0.29,좋음,0.0019
2024-03-29:01,좋음,8,,,보통,0.0395,좋음,0.0035,좋음,0.30,좋음,0.0018
2024-03-28:24,좋음,7,,,보통,0.0331,좋음,0.0051,좋음,0.30,좋음,0.0018
2024-03-28:23,좋음,5,,,좋음,0.0290,좋음,0.0078,좋음,0.30,좋음,0.0018
2024-03-28:22,좋음,5,,,좋음,0.0271,좋음,0.0093,좋음,0.31,좋음,0.0019
2024-03-28:21,좋음,3,좋음,3,좋음,0.0288,좋음,0.0109,좋음,0.33,좋음,0.0019
2024-03-28:20,좋음,2,,,보통,0.0396,좋음,0.0095,좋음,0.32,좋음,0.0018
2024-03-28:19,좋음,4,좋음,4,보통,0.0470,좋음,0.0039,좋음,0.27,좋음,0.0019
2024-03-28:18,좋음,4,좋음,2,보통,0.0447,좋음,0.0068,좋음,0.27,좋음,0.0020
2024-03-28:17,좋음,4,좋음,3,보통,0.0421,좋음,0.0100,좋음,0.28,좋음,0.0021
2024-03-28:16,좋음,4,좋음,2,보통,0.0457,좋음,0.0053,좋음,0.26,좋음,0.0021
2024-03-28:15,좋음,5,좋음,4,보통,0.0432,좋음,0.0066,좋음,0.26,좋음,0.0021
2024-03-28:14,좋음,9,좋음,6,보통,0.0453,좋음,0.0048,좋음,0.27,좋음,0.0022
2024-03-28:13,좋음,13,좋음,9,보통,0.0453,좋음,0.0052,좋음,0.26,좋음,0.0021
2024-03-28:12,좋음,20,좋음,11,보통,0.0447,좋음,0.0071,좋음,0.27,좋음,0.0022
2024-03-28:11,좋음,20,좋음,12,보통,0.0428,좋음,0.0072,좋음,0.27,좋음,0.0022
2024-03-28:10,좋음,15,좋음,10,보통,0.0321,좋음,0.0171,좋음,0.30,좋음,0.0022
2024-03-28:09,좋음,13,좋음,8,좋음,0.0063,보통,0.0396,좋음,0.42,좋음,0.0027
2024-03-28:08,좋음,11,좋음,8,좋음,0.0085,좋음,0.0302,좋음,0.37,좋음,0.0024
2024-03-28:07,좋음,11,좋음,5,좋음,0.0158,좋음,0.0158,좋음,0.27,좋음,0.0024
2024-03-28:06,좋음,10,좋음,2,좋음,0.0297,좋음,0.0080,좋음,0.29,좋음,0.0020
2024-03-28:05,좋음,10,좋음,2,보통,0.0363,좋음,0.0038,좋음,0.26,좋음,0.0020
2024-03-28:04,좋음,11,좋음,2,보통,0.0440,좋음,0.0034,좋음,0.26,좋음,0.0020
2024-03-28:03,좋음,14,좋음,6,보통,0.0391,좋음,0.0034,좋음,0.26,좋음,0.0020
2024-03-28:02,좋음,15,좋음,6,보통,0.0344,좋음,0.0058,좋음,0.27,좋음,0.0024
2024-03-28:01,좋음,13,좋음,5,좋음,0.0275,좋음,0.0101,좋음,0.30,좋음,0.0025
2024-03-27:24,좋음,8,좋음,8,보통,0.0306,좋음,0.0088,좋음,0.28,좋음,0.0022
2024-03-27:23,좋음,12,,,보통,0.0351,좋음,0.0061,좋음,0.29,좋음,0.0022
2024-03-27:22,좋음,16,좋음,15,보통,0.0327,좋음,0.0128,좋음,0.36,좋음,0.0027
2024-03-27:21,좋음,13,좋음,7,보통,0.0359,좋음,0.0102,좋음,0.36,좋음,0.0027
2024-03-27:20,좋음,10,좋음,5,보통,0.0424,좋음,0.0091,좋음,0.33,좋음,0.0023
2024-03-27:19,좋음,8,좋음,4,보통,0.0532,좋음,0.0068,좋음,0.31,좋음,0.0024
2024-03-27:18,좋음,8,좋음,4,보통,0.0560,좋음,0.0055,좋음,0.30,좋음,0.0026
2024-03-27:17,좋음,9,좋음,4,보통,0.0582,좋음,0.0056,좋음,0.29,좋음,0.0025
2024-03-27:16,좋음,10,좋음,7,보통,0.0571,좋음,0.0061,좋음,0.30,좋음,0.0026
2024-03-27:15,좋음,13,좋음,8,보통,0.0522,좋음,0.0066,좋음,0.30,좋음,0.0027
2024-03-27:14,좋음,18,좋음,11,보통,0.0468,좋음,0.0078,좋음,0.30,좋음,0.0027
2024-03-27:13,좋음,28,보통,18,보통,0.0462,좋음,0.0081,좋음,0.31,좋음,0.0025
2024-03-27:12,보통,31,보통,20,보통,0.0346,좋음,0.0189,좋음,0.33,좋음,0.0029
2024-03-27:11,보통,32,보통,21,좋음,0.0241,좋음,0.0265,좋음,0.36,좋음,0.0029
2024-03-27:10,좋음,25,좋음,15,좋음,0.0188,보통,0.0306,좋음,0.41,좋음,0.0029
2024-03-27:09,좋음,19,좋음,11,좋음,0.0186,좋음,0.0238,좋음,0.44,좋음,0.0028
2024-03-27:08,좋음,19,좋음,9,좋음,0.0213,좋음,0.0092,좋음,0.37,좋음,0.0023
2024-03-27:07,좋음,18,좋음,7,좋음,0.0165,좋음,0.0089,좋음,0.33,좋음,0.0022
2024-03-27:06,좋음,15,좋음,5,좋음,0.0174,좋음,0.0082,좋음,0.34,좋음,0.0023
2024-03-27:05,좋음,13,좋음,3,좋음,0.0189,좋음,0.0066,좋음,0.34,좋음,0.0022
2024-03-27:04,좋음,11,좋음,4,좋음,0.0215,좋음,0.0063,좋음,0.32,좋음,0.0022
2024-03-27:03,좋음,12,좋음,5,좋음,0.0245,좋음,0.0053,좋음,0.32,좋음,0.0020
2024-03-27:02,좋음,8,좋음,7,좋음,0.0223,좋음,0.0062,좋음,0.31,좋음,0.0021
2024-03-27:01,좋음,9,,,좋음,0.0226,좋음,0.0077,좋음,0.33,좋음,0.0022
2024-03-26:24,좋음,11,,,좋음,0.0275,좋음,0.0066,좋음,0.32,좋음,0.0022
2024-03-26:23,좋음,15,좋음,9,보통,0.0349,좋음,0.0067,좋음,0.33,좋음,0.0021
2024-03-26:22,좋음,15,좋음,9,보통,0.0343,좋음,0.0083,좋음,0.39,좋음,0.0023
2024-03-26:21,좋음,15,좋음,10,보통,0.0345,좋음,0.0117,좋음,0.39,좋음,0.0023
2024-03-26:20,좋음,17,좋음,8,보통,0.0369,좋음,0.0097,좋음,0.33,좋음,0.0021
2024-03-26:19,좋음,24,좋음,10,보통,0.0331,좋음,0.0113,좋음,0.33,좋음,0.0021
2024-03-26:18,좋음,26,좋음,9,보통,0.0346,좋음,0.0166,좋음,0.32,좋음,0.0022
2024-03-26:17,좋음,23,좋음,6,보통,0.0347,좋음,0.0171,좋음,0.32,좋음,0.0023
2024-03-26:16,,,,,,,,,,,,
2024-03-26:15,,,,,,,,,,,,
2024-03-26:14,좋음,6,좋음,3,보통,0.0414,좋음,0.0077,좋음,0.30,좋음,0.0020
2024-03-26:13,좋음,8,좋음,3,보통,0.0424,좋음,0.0070,좋음,0.30,좋음,0.0021
2024-03-26:12,좋음,8,좋음,3,보통,0.0423,좋음,0.0078,좋음,0.29,좋음,0.0021
2024-03-26:11,좋음,10,좋음,4,보통,0.0413,좋음,0.0089,좋음,0.30,좋음,0.0021
2024-03-26:10,좋음,7,좋음,2,보통,0.0365,좋음,0.0153,좋음,0.30,좋음,0.0021
2024-03-26:09,좋음,5,좋음,3,보통,0.0333,좋음,0.0169,좋음,0.33,좋음,0.0022
2024-03-26:08,좋음,5,좋음,5,보통,0.0407,좋음,0.0075,좋음,0.31,좋음,0.0021
2024-03-26:07,좋음,8,,,보통,0.0418,좋음,0.0065,좋음,0.29,좋음,0.0021
2024-03-26:06,좋음,10,,,보통,0.0443,좋음,0.0058,좋음,0.28,좋음,0.0024
2024-03-26:05,좋음,11,좋음,7,보통,0.0460,좋음,0.0055,좋음,0.26,좋음,0.0021
2024-03-26:04,좋음,11,좋음,4,보통,0.0476,좋음,0.0040,좋음,0.26,좋음,0.0020
2024-03-26:03,좋음,13,좋음,3,보통,0.0463,좋음,0.0046,좋음,0.29,좋음,0.0020
2024-03-26:02,좋음,16,좋음,3,보통,0.0465,좋음,0.0047,좋음,0.29,좋음,0.0021
2024-03-26:01,좋음,16,좋음,5,보통,0.0484,좋음,0.0038,좋음,0.27,좋음,0.0021
2024-03-25:24,좋음,10,좋음,6,보통,0.0468,좋음,0.0067,좋음,0.31,좋음,0.0024
2024-03-25:23,좋음,9,좋음,7,보통,0.0449,좋음,0.0078,좋음,0.33,좋음,0.0023
2024-03-25:22,좋음,11,좋음,8,보통,0.0416,좋음,0.0112,좋음,0.36,좋음,0.0023
2024-03-25:21,좋음,13,좋음,10,보통,0.0437,좋음,0.0091,좋음,0.35,좋음,0.0024
2024-03-25:20,좋음,18,좋음,11,보통,0.0404,좋음,0.0116,좋음,0.35,좋음,0.0022
2024-03-25:19,좋음,25,좋음,14,보통,0.0386,좋음,0.0139,좋음,0.37,좋음,0.0021
2024-03-25:18,좋음,29,보통,16,보통,0.0342,좋음,0.0193,좋음,0.37,좋음,0.0022
2024-03-25:17,좋음,30,좋음,15,보통,0.0323,좋음,0.0237,좋음,0.37,좋음,0.0023
2024-03-25:16,보통,32,좋음,15,보통,0.0326,좋음,0.0235,좋음,0.36,좋음,0.0023
2024-03-25:15,보통,34,보통,16,보통,0.0314,좋음,0.0244,좋음,0.35,좋음,0.0022
2024-03-25:14,보통,35,보통,16,보통,0.0378,좋음,0.0195,좋음,0.36,좋음,0.0023
2024-03-25:13,보통,35,보통,17,보통,0.0458,좋음,0.0124,좋음,0.33,좋음,0.0024
2024-03-25:12,보통,35,좋음,15,보통,0.0401,좋음,0.0187,좋음,0.35,좋음,0.0024
2024-03-25:11,보통,31,좋음,14,보통,0.0364,좋음,0.0206,좋음,0.37,좋음,0.0024
2024-03-25:10,좋음,28,좋음,13,보통,0.0362,좋음,0.0189,좋음,0.36,좋음,0.0024
2024-03-25:09,좋음,27,좋음,10,보통,0.0376,좋음,0.0167,좋음,0.36,좋음,0.0024
2024-03-25:08,좋음,25,좋음,10,보통,0.0397,좋음,0.0129,좋음,0.36,좋음,0.0023
2024-03-25:07,좋음,23,좋음,11,보통,0.0411,좋음,0.0093,좋음,0.38,좋음,0.0022
2024-03-25:06,좋음,23,좋음,11,보통,0.0425,좋음,0.0055,좋음,0.32,좋음,0.0022
2024-03-25:05,좋음,24,좋음,12,보통,0.0436,좋음,0.0046,좋음,0.32,좋음,0.0021
2024-03-25:04,좋음,24,좋음,12,보통,0.0423,좋음,0.0048,좋음,0.31,좋음,0.0021
2024-03-25:03,좋음,21,좋음,11,보통,0.0439,좋음,0.0047,좋음,0.31,좋음,0.0021
2024-03-25:02,좋음,21,좋음,10,보통,0.0411,좋음,0.0062,좋음,0.32,좋음,0.0022
2024-03-25:01,좋음,18,좋음,7,보통,0.0423,좋음,0.0074,좋음,0.32,좋음,0.0022
2024-03-24:24,좋음,18,좋음,8,보통,0.0458,좋음,0.0060,좋음,0.33,좋음,0.0022
2024-03-24:23,좋음,16,좋음,9,보통,0.0455,좋음,0.0072,좋음,0.34,좋음,0.0023
2024-03-24:22,좋음,17,좋음,9,보통,0.0485,좋음,0.0063,좋음,0.34,좋음,0.0023
2024-03-24:21,좋음,16,좋음,9,보통,0.0478,좋음,0.0080,좋음,0.33,좋음,0.0022
2024-03-24:20,좋음,16,좋음,8,보통,0.0470,좋음,0.0083,좋음,0.35,좋음,0.0021
2024-03-24:19,좋음,19,좋음,10,보통,0.0460,좋음,0.0084,좋음,0.33,좋음,0.0021
2024-03-24:18,좋음,23,좋음,10,보통,0.0445,좋음,0.0111,좋음,0.33,좋음,0.0022
2024-03-24:17,좋음,22,좋음,9,보통,0.0460,좋음,0.0095,좋음,0.34,좋음,0.0022
2024-03-24:16,좋음,27,좋음,11,보통,0.0485,좋음,0.0075,좋음,0.33,좋음,0.0023
2024-03-24:15,좋음,29,좋음,12,보통,0.0480,좋음,0.0104,좋음,0.36,좋음,0.0025
2024-03-24:14,좋음,29,좋음,11,보통,0.0478,좋음,0.0108,좋음,0.37,좋음,0.0026
2024-03-24:13,좋음,29,좋음,12,보통,0.0463,좋음,0.0091,좋음,0.36,좋음,0.0022
2024-03-24:12,좋음,29,좋음,12,보통,0.0486,좋음,0.0076,좋음,0.35,좋음,0.0022
2024-03-24:11,좋음,29,좋음,13,보통,0.0472,좋음,0.0083,좋음,0.35,좋음,0.0022
2024-03-24:10,좋음,30,좋음,13,보통,0.0468,좋음,0.0083,좋음,0.34,좋음,0.0022
2024-03-24:09,좋음,30,좋음,13,보통,0.0394,좋음,0.0155,좋음,0.33,좋음,0.0024
2024-03-24:08,보통,31,좋음,14,보통,0.0469,좋음,0.0078,좋음,0.34,좋음,0.0025
2024-03-24:07,보통,31,좋음,14,보통,0.0512,좋음,0.0058,좋음,0.34,좋음,0.0025
2024-03-24:06,보통,31,좋음,14,보통,0.0512,좋음,0.0059,좋음,0.34,좋음,0.0025
2024-03-24:05,보통,32,좋음,14,보통,0.0491,좋음,0.0060,좋음,0.34,좋음,0.0027
2024-03-24:04,보통,34,좋음,13,보통,0.0513,좋음,0.0052,좋음,0.35,좋음,0.0023
2024-03-24:03,보통,39,좋음,15,보통,0.0532,좋음,0.0042,좋음,0.34,좋음,0.0021
2024-03-24:02,보통,43,좋음,15,보통,0.0553,좋음,0.0046,좋음,0.35,좋음,0.0020
2024-03-24:01,보통,46,보통,17,보통,0.0569,좋음,0.0046,좋음,0.34,좋음,0.0021
2024-03-23:24,보통,49,보통,17,보통,0.0532,좋음,0.0060,좋음,0.35,좋음,0.0021
2024-03-23:23,보통,47,보통,17,보통,0.0549,좋음,0.0049,좋음,0.35,좋음,0.0022
2024-03-23:22,보통,47,보통,21,보통,0.0538,좋음,0.0065,좋음,0.36,좋음,0.0023
2024-03-23:21,보통,58,보통,26,보통,0.0486,좋음,0.0121,좋음,0.37,좋음,0.0024
2024-03-23:20,보통,57,보통,25,보통,0.0495,좋음,0.0178,좋음,0.41,좋음,0.0032
2024-03-23:19,보통,57,보통,24,보통,0.0425,좋음,0.0164,좋음,0.44,좋음,0.0029
2024-03-23:18,보통,57,보통,24,보통,0.0647,좋음,0.0065,좋음,0.38,좋음,0.0039
2024-03-23:17,보통,56,보통,24,보통,0.0721,좋음,0.0050,좋음,0.39,좋음,0.0028
2024-03-23:16,보통,55,보통,22,보통,0.0727,좋음,0.0041,좋음,0.40,좋음,0.0027
2024-03-23:15,보통,56,보통,22,보통,0.0704,좋음,0.0044,좋음,0.40,좋음,0.0028
2024-03-23:14,보통,55,보통,22,보통,0.0689,좋음,0.0048,좋음,0.42,좋음,0.0028
2024-03-23:13,보통,56,보통,23,보통,0.0651,좋음,0.0051,좋음,0.41,좋음,0.0029
2024-03-23:12,보통,54,보통,23,보통,0.0579,좋음,0.0065,좋음,0.42,좋음,0.0030
2024-03-23:11,보통,50,보통,19,보통,0.0491,좋음,0.0137,좋음,0.45,좋음,0.0032
2024-03-23:10,보통,49,보통,17,보통,0.0517,좋음,0.0060,좋음,0.42,좋음,0.0030
2024-03-23:09,보통,44,보통,18,보통,0.0509,좋음,0.0048,좋음,0.44,좋음,0.0028
2024-03-23:08,보통,42,보통,22,보통,0.0508,좋음,0.0043,좋음,0.35,좋음,0.0024
2024-03-23:07,보통,37,보통,27,보통,0.0521,좋음,0.0039,좋음,0.31,좋음,0.0022
2024-03-23:06,좋음,30,보통,24,보통,0.0537,좋음,0.0025,좋음,0.29,좋음,0.0021
2024-03-23:05,좋음,28,보통,16,보통,0.0517,좋음,0.0026,좋음,0.27,좋음,0.0022
2024-03-23:04,좋음,24,좋음,9,보통,0.0509,좋음,0.0024,좋음,0.27,좋음,0.0023
2024-03-23:03,좋음,18,좋음,9,보통,0.0506,좋음,0.0023,좋음,0.26,좋음,0.0024
2024-03-23:02,좋음,11,좋음,6,보통,0.0520,좋음,0.0021,좋음,0.26,좋음,0.0024
2024-03-23:01,좋음,9,좋음,3,보통,0.0544,좋음,0.0021,좋음,0.26,좋음,0.0023
2024-03-22:24,좋음,8,좋음,2,보통,0.0555,좋음,0.0018,좋음,0.27,좋음,0.0023
2024-03-22:23,좋음,9,좋음,1,보통,0.0562,좋음,0.0025,좋음,0.28,좋음,0.0024
2024-03-22:22,좋음,15,좋음,4,보통,0.0576,좋음,0.0033,좋음,0.28,좋음,0.0023
2024-03-22:21,좋음,18,좋음,8,보통,0.0548,좋음,0.0036,좋음,0.27,좋음,0.0023
2024-03-22:20,좋음,20,좋음,14,보통,0.0544,좋음,0.0039,좋음,0.28,좋음,0.0024
2024-03-22:19,좋음,22,좋음,14,보통,0.0535,좋음,0.0049,좋음,0.29,좋음,0.0023
2024-03-22:18,좋음,21,좋음,9,보통,0.0557,좋음,0.0049,좋음,0.29,좋음,0.0025
2024-03-22:17,좋음,21,좋음,7,보통,0.0550,좋음,0.0063,좋음,0.29,좋음,0.0026
2024-03-22:16,좋음,17,좋음,6,보통,0.0529,좋음,0.0073,좋음,0.28,좋음,0.0025
2024-03-22:15,좋음,16,좋음,7,보통,0.0542,좋음,0.0045,좋음,0.28,좋음,0.0025
2024-03-22:14,좋음,15,좋음,9,보통,0.0537,좋음,0.0050,좋음,0.28,좋음,0.0027
2024-03-22:13,좋음,17,좋음,9,보통,0.0512,좋음,0.0049,좋음,0.29,좋음,0.0029
2024-03-22:12,좋음,21,좋음,9,보통,0.0538,좋음,0.0048,좋음,0.30,좋음,0.0026
2024-03-22:11,좋음,23,좋음,10,보통,0.0532,좋음,0.0049,좋음,0.29,좋음,0.0026
2024-03-22:10,좋음,24,좋음,11,보통,0.0508,좋음,0.0083,좋음,0.31,좋음,0.0026
2024-03-22:09,좋음,20,좋음,14,보통,0.0348,좋음,0.0223,좋음,0.44,좋음,0.0027
2024-03-22:08,좋음,20,보통,19,보통,0.0357,좋음,0.0143,좋음,0.42,좋음,0.0026
2024-03-22:07,좋음,16,좋음,15,보통,0.0362,좋음,0.0129,좋음,0.38,좋음,0.0027
2024-03-22:06,좋음,16,좋음,13,보통,0.0440,좋음,0.0047,좋음,0.33,좋음,0.0026
2024-03-22:05,좋음,15,좋음,14,보통,0.0443,좋음,0.0036,좋음,0.31,좋음,0.0027
2024-03-22:04,좋음,17,좋음,11,보통,0.0438,좋음,0.0036,좋음,0.32,좋음,0.0028
2024-03-22:03,좋음,18,좋음,11,보통,0.0425,좋음,0.0038,좋음,0.31,좋음,0.0027
2024-03-22:02,좋음,20,좋음,12,보통,0.0441,좋음,0.0042,좋음,0.33,좋음,0.0029
2024-03-22:01,좋음,22,좋음,14,보통,0.0448,좋음,0.0069,좋음,0.35,좋음,0.0030
2024-03-21:24,좋음,21,보통,16,보통,0.0466,좋음,0.0065,좋음,0.35,좋음,0.0031
2024-03-21:23,좋음,21,보통,20,보통,0.0472,좋음,0.0085,좋음,0.39,좋음,0.0034
2024-03-21:22,좋음,20,,,보통,0.0500,좋음,0.0093,좋음,0.40,좋음,0.0034
2024-03-21:21,좋음,22,좋음,13,보통,0.0528,좋음,0.0069,좋음,0.37,좋음,0.0033
2024-03-21:20,좋음,18,좋음,14,보통,0.0557,좋음,0.0072,좋음,0.38,좋음,0.0035
2024-03-21:19,좋음,23,보통,16,보통,0.0587,좋음,0.0058,좋음,0.38,좋음,0.0035
2024-03-21:18,좋음,27,보통,19,보통,0.0544,좋음,0.0053,좋음,0.33,좋음,0.0029
2024-03-21:17,좋음,29,보통,18,보통,0.0536,좋음,0.0065,좋음,0.32,좋음,0.0026
2024-03-21:16,좋음,28,보통,18,보통,0.0524,좋음,0.0069,좋음,0.32,좋음,0.0026
2024-03-21:15,좋음,30,보통,20,보통,0.0527,좋음,0.0051,좋음,0.34,좋음,0.0026
2024-03-21:14,좋음,29,보통,20,보통,0.0517,좋음,0.0058,좋음,0.39,좋음,0.0029
2024-03-21:13,좋음,28,보통,21,보통,0.0509,좋음,0.0058,좋음,0.37,좋음,0.0027
2024-03-21:12,좋음,28,보통,19,보통,0.0500,좋음,0.0055,좋음,0.32,좋음,0.0029
2024-03-21:11,좋음,27,보통,16,보통,0.0484,좋음,0.0065,좋음,0.32,좋음,0.0029
2024-03-21:10,좋음,26,보통,16,보통,0.0467,좋음,0.0068,좋음,0.32,좋음,0.0029
2024-03-21:09,좋음,25,좋음,15,보통,0.0409,좋음,0.0113,좋음,0.35,좋음,0.0028
2024-03-21:08,좋음,24,좋음,14,보통,0.0425,좋음,0.0067,좋음,0.36,좋음,0.0025
2024-03-21:07,좋음,24,좋음,15,보통,0.0377,좋음,0.0081,좋음,0.34,좋음,0.0026
2024-03-21:06,좋음,22,보통,17,보통,0.0438,좋음,0.0048,좋음,0.33,좋음,0.0025
2024-03-21:05,좋음,22,좋음,15,보통,0.0453,좋음,0.0041,좋음,0.31,좋음,0.0024
2024-03-21:04,좋음,24,좋음,13,보통,0.0451,좋음,0.0038,좋음,0.30,좋음,0.0025
2024-03-21:03,좋음,26,좋음,14,보통,0.0456,좋음,0.0034,좋음,0.30,좋음,0.0025
2024-03-21:02,좋음,25,좋음,14,보통,0.0453,좋음,0.0033,좋음,0.30,좋음,0.0025
2024-03-21:01,좋음,23,좋음,12,보통,0.0448,좋음,0.0043,좋음,0.29,좋음,0.0026
2024-03-20:24,좋음,23,좋음,14,보통,0.0445,좋음,0.0052,좋음,0.29,좋음,0.0027
2024-03-20:23,좋음,26,좋음,15,보통,0.0460,좋음,0.0055,좋음,0.31,좋음,0.0025
2024-03-20:22,좋음,24,좋음,15,보통,0.0463,좋음,0.0067,좋음,0.30,좋음,0.0024
2024-03-20:21,좋음,22,좋음,15,보통,0.0468,좋음,0.0060,좋음,0.32,좋음,0.0025
2024-03-20:20,좋음,23,좋음,15,보통,0.0458,좋음,0.0080,좋음,0.32,좋음,0.0024
2024-03-20:19,좋음,22,좋음,15,보통,0.0474,좋음,0.0091,좋음,0.34,좋음,0.0023
2024-03-20:18,좋음,20,좋음,15,보통,0.0504,좋음,0.0073,좋음,0.31,좋음,0.0024
2024-03-20:17,좋음,22,보통,16,보통,0.0525,좋음,0.0053,좋음,0.30,좋음,0.0025
2024-03-20:16,좋음,24,보통,16,보통,0.0527,좋음,0.0043,좋음,0.29,좋음,0.0024
2024-03-20:15,좋음,27,보통,17,보통,0.0523,좋음,0.0041,좋음,0.30,좋음,0.0026
2024-03-20:14,좋음,29,보통,18,보통,0.0521,좋음,0.0036,좋음,0.32,좋음,0.0028
2024-03-20:13,좋음,30,보통,20,보통,0.0518,좋음,0.0036,좋음,0.32,좋음,0.0025
2024-03-20:12,보통,31,보통,23,보통,0.0509,좋음,0.0039,좋음,0.33,좋음,0.0025
2024-03-20:11,보통,32,보통,22,보통,0.0491,좋음,0.0048,좋음,0.33,좋음,0.0025
2024-03-20:10,좋음,30,보통,22,보통,0.0465,좋음,0.0059,좋음,0.35,좋음,0.0024
2024-03-20:09,좋음,28,보통,21,보통,0.0440,좋음,0.0077,좋음,0.38,좋음,0.0024
2024-03-20:08,좋음,27,보통,17,보통,0.0448,좋음,0.0062,좋음,0.36,좋음,0.0023
2024-03-20:07,좋음,24,보통,16,보통,0.0453,좋음,0.0049,좋음,0.33,좋음,0.0023
2024-03-20:06,좋음,21,좋음,15,보통,0.0479,좋음,0.0032,좋음,0.31,좋음,0.0023
2024-03-20:05,좋음,21,보통,16,보통,0.0489,좋음,0.0025,좋음,0.29,좋음,0.0023
2024-03-20:04,좋음,24,좋음,15,보통,0.0494,좋음,0.0023,좋음,0.29,좋음,0.0022
2024-03-20:03,좋음,28,좋음,13,보통,0.0482,좋음,0.0029,좋음,0.29,좋음,0.0024
