tm,pm10,pm25,o3,no2,co,so2
2024-02-29:24,7,7,0.0260,0.0150,0.33,0.0025
2024-02-29:23,8,6,0.0330,0.0120,0.31,0.0024
2024-02-29:22,8,4,0.0320,0.0130,0.30,0.0024
2024-02-29:21,5,5,0.0340,0.0120,0.31,0.0024
2024-02-29:20,,5,0.0360,0.0110,0.30,0.0024
2024-02-29:19,,1,0.0370,0.0110,0.30,0.0024
2024-02-29:18,,2,0.0390,0.0090,0.29,0.0024
2024-02-29:17,4,3,0.0380,0.0110,0.29,0.0025
2024-02-29:16,6,4,0.0320,0.0160,0.32,0.0024
2024-02-29:15,6,6,0.0360,0.0140,0.31,0.0024
2024-02-29:14,7,,0.0410,0.0100,0.32,0.0025
2024-02-29:13,13,9,0.0390,0.0110,0.34,0.0028
2024-02-29:12,18,12,0.0340,0.0130,0.32,0.0027
2024-02-29:11,25,14,0.0270,0.0210,0.33,0.0025
2024-02-29:10,33,20,0.0200,0.0260,0.36,0.0028
2024-02-29:09,27,13,0.0240,0.0200,0.34,0.0024
2024-02-29:08,17,15,0.0280,0.0120,0.32,0.0024
2024-02-29:07,21,12,0.0240,0.0170,0.32,0.0024
2024-02-29:06,23,18,0.0220,0.0140,0.36,0.0025
2024-02-29:05,16,9,0.0300,0.0100,0.31,0.0024
2024-02-29:04,16,13,0.0290,0.0120,0.31,0.0023
2024-02-29:03,14,13,0.0330,0.0090,0.31,0.0023
2024-02-29:02,17,12,0.0350,0.0080,0.31,0.0022
2024-02-29:01,21,14,0.0300,0.0120,0.31,0.0023
2024-02-28:24,18,11,0.0320,0.0120,0.30,0.0023
2024-02-28:23,20,13,0.0320,0.0130,0.31,0.0022
2024-02-28:22,22,12,0.0310,0.0180,0.34,0.0022
2024-02-28:21,22,14,0.0330,0.0190,0.33,0.0023
2024-02-28:20,18,10,0.0410,0.0120,0.30,0.0023
2024-02-28:19,15,13,0.0480,0.0080,0.30,0.0022
2024-02-28:18,13,8,0.0500,0.0090,0.30,0.0023
2024-02-28:17,14,8,0.0520,0.0070,0.29,0.0022
2024-02-28:16,13,9,0.0520,0.0060,0.28,0.0022
2024-02-28:15,15,6,0.0520,0.0060,0.29,0.0021
2024-02-28:14,15,6,0.0500,0.0070,0.30,0.0021
2024-02-28:13,17,6,0.0480,0.0080,0.30,0.0023
2024-02-28:12,26,8,0.0400,0.0130,0.32,0.0023
2024-02-28:11,23,10,0.0330,0.0150,0.33,0.0023
