瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%)
192,柳林,2024-02-15 13:00,18.4,,1.6,180,71
192,柳林,2024-02-15 14:00,16.8,,4.4,250,55
192,柳林,2024-02-15 15:00,15.8,,1.5,270,57
192,柳林,2024-02-15 16:00,11.2,,3.4,360,60
192,柳林,2024-02-15 17:00,8.4,,5.1,360,58
192,柳林,2024-02-15 18:00,7,,2.9,360,61
192,柳林,2024-02-15 19:00,6,,3.3,340,51
192,柳林,2024-02-15 20:00,5.3,,1.7,360,46
192,柳林,2024-02-15 21:00,4.6,,2.2,360,46
192,柳林,2024-02-15 22:00,4,,2.1,360,50
192,柳林,2024-02-15 23:00,3.4,,2.5,360,54
192,柳林,2024-02-16 00:00,2.2,,1.1,360,59
192,柳林,2024-02-16 01:00,1.8,,1.4,340,62
192,柳林,2024-02-16 02:00,1.6,,1,360,62
192,柳林,2024-02-16 03:00,-.5,,.3,0,73
192,柳林,2024-02-16 04:00,-1.5,,0,0,81
192,柳林,2024-02-16 05:00,-2.3,,.1,0,83
192,柳林,2024-02-16 06:00,-2.5,,0,0,87
192,柳林,2024-02-16 07:00,-2.8,,0,0,89
192,柳林,2024-02-16 08:00,-1.9,,0,0,88
192,柳林,2024-02-16 09:00,1.2,,0,0,81
192,柳林,2024-02-16 10:00,5.3,,1.9,340,57
192,柳林,2024-02-16 11:00,6.7,,1.6,50,48
192,柳林,2024-02-16 12:00,7.7,,.8,340,47
192,柳林,2024-02-16 13:00,8.2,,1,90,46
192,柳林,2024-02-16 14:00,9.4,,2,140,42
192,柳林,2024-02-16 15:00,10.3,,1.2,110,38
192,柳林,2024-02-16 16:00,10.5,,.7,270,38
192,柳林,2024-02-16 17:00,10,,1.2,270,39
192,柳林,2024-02-16 18:00,8,,1.2,200,47
192,柳林,2024-02-16 19:00,6.3,,.6,110,56
192,柳林,2024-02-16 20:00,4,,.3,0,68
192,柳林,2024-02-16 21:00,2,,0,0,77
192,柳林,2024-02-16 22:00,.8,,0,0,83
192,柳林,2024-02-16 23:00,-.2,,.2,0,86
192,柳林,2024-02-17 00:00,-.9,,0,0,89
192,柳林,2024-02-17 01:00,-1.8,,0,0,90
192,柳林,2024-02-17 02:00,-1.8,,0,0,92
192,柳林,2024-02-17 03:00,-2.2,,0,0,92
192,柳林,2024-02-17 04:00,-2.8,,0,0,92
192,柳林,2024-02-17 05:00,-3,,0,0,92
192,柳林,2024-02-17 06:00,-3.5,,0,0,92
192,柳林,2024-02-17 07:00,-3.5,,0,0,93
192,柳林,2024-02-17 08:00,-2.8,,.1,0,92
192,柳林,2024-02-17 09:00,1.1,,0,0,89
192,柳林,2024-02-17 10:00,4.2,,.6,140,76
192,柳林,2024-02-17 11:00,7.3,,1.1,320,61
192,柳林,2024-02-17 12:00,10.1,,1.5,290,53
192,柳林,2024-02-17 13:00,12,,1.5,250,48
192,柳林,2024-02-17 14:00,13.5,,1.3,110,47
192,柳林,2024-02-17 15:00,13.5,,2.2,140,48
192,柳林,2024-02-17 16:00,13.7,,2.3,110,47
192,柳林,2024-02-17 17:00,12.8,,1.7,200,51
192,柳林,2024-02-17 18:00,10.2,,.5,180,60
192,柳林,2024-02-17 19:00,8.7,,.8,180,69
192,柳林,2024-02-17 20:00,6.9,,0,0,76
192,柳林,2024-02-17 21:00,4.5,,0,0,86
192,柳林,2024-02-17 22:00,2.6,,0,0,90
192,柳林,2024-02-17 23:00,1.6,,.2,0,93
192,柳林,2024-02-18 00:00,.6,,0,0,93
192,柳林,2024-02-18 01:00,-.3,,0,0,94
192,柳林,2024-02-18 02:00,-.7,,0,0,94
192,柳林,2024-02-18 03:00,.4,,0,0,95
192,柳林,2024-02-18 04:00,.4,,.4,0,96
