瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%)
192,柳林,2024-04-01 23:00,8.9,,0,0,77
192,柳林,2024-04-02 00:00,7.8,,0,0,81
192,柳林,2024-04-02 01:00,6.4,,0,0,86
192,柳林,2024-04-02 02:00,6.5,,0,0,87
192,柳林,2024-04-02 03:00,5.9,,0,0,89
192,柳林,2024-04-02 04:00,5.6,,0,0,90
192,柳林,2024-04-02 05:00,5.5,,0,0,91
192,柳林,2024-04-02 06:00,5.1,,0,0,92
192,柳林,2024-04-02 07:00,5.8,,.1,0,92
192,柳林,2024-04-02 08:00,8.3,,0,0,85
192,柳林,2024-04-02 09:00,11,,.8,270,73
192,柳林,2024-04-02 10:00,12.9,,.9,270,65
192,柳林,2024-04-02 11:00,16.2,,.9,290,54
192,柳林,2024-04-02 12:00,18.2,,1,290,45
192,柳林,2024-04-02 13:00,20.7,,2,230,38
192,柳林,2024-04-02 14:00,20.6,,1.3,200,44
192,柳林,2024-04-02 15:00,20.7,,1.4,290,48
192,柳林,2024-04-02 16:00,19.3,,1.4,270,58
192,柳林,2024-04-02 17:00,18.4,,1.2,180,63
192,柳林,2024-04-02 18:00,17.7,,1.7,200,62
192,柳林,2024-04-02 19:00,16.3,0,.9,160,70
192,柳林,2024-04-02 20:00,14.6,.1,.2,0,84
192,柳林,2024-04-02 21:00,13,3.9,.6,250,93
192,柳林,2024-04-02 22:00,12.8,3.8,.7,360,95
192,柳林,2024-04-02 23:00,12.1,4,.6,290,95
192,柳林,2024-04-03 00:00,12.1,5.8,0,0,96
192,柳林,2024-04-03 01:00,12.1,8,.4,0,96
192,柳林,2024-04-03 02:00,12.1,9.4,.3,0,97
192,柳林,2024-04-03 03:00,12.3,7.3,.5,320,97
192,柳林,2024-04-03 04:00,12.5,5.5,.5,360,97
192,柳林,2024-04-03 05:00,12.6,2.6,.7,360,97
192,柳林,2024-04-03 06:00,12.6,4,.3,0,97
192,柳林,2024-04-03 07:00,12.8,3.5,0,0,97
192,柳林,2024-04-03 08:00,13.3,1.1,.7,340,97
192,柳林,2024-04-03 09:00,13.5,.7,.1,0,96
192,柳林,2024-04-03 10:00,13.5,.5,.6,320,96
192,柳林,2024-04-03 11:00,13.8,2,.6,360,96
192,柳林,2024-04-03 12:00,14,1.2,1.2,360,94
192,柳林,2024-04-03 13:00,14,.3,1.6,360,95
192,柳林,2024-04-03 14:00,13.8,.7,.9,360,95
192,柳林,2024-04-03 15:00,13.8,2.4,1.1,340,95
192,柳林,2024-04-03 16:00,13.8,2.8,1.3,360,94
192,柳林,2024-04-03 17:00,13.6,2.3,1,360,94
192,柳林,2024-04-03 18:00,13.5,2.5,.4,0,95
192,柳林,2024-04-03 19:00,13.1,.5,.4,0,94
192,柳林,2024-04-03 20:00,13,.2,1,320,95
192,柳林,2024-04-03 21:00,12.5,0,.2,0,96
192,柳林,2024-04-03 22:00,12.6,,.2,0,97
192,柳林,2024-04-03 23:00,12.8,,.6,70,96
192,柳林,2024-04-04 00:00,13,,.6,20,94
192,柳林,2024-04-04 01:00,12.3,,.1,0,94
192,柳林,2024-04-04 02:00,12.1,,.1,0,97
192,柳林,2024-04-04 03:00,12,,.2,0,97
192,柳林,2024-04-04 04:00,11.6,,0,0,97
192,柳林,2024-04-04 05:00,11.5,,.1,0,97
192,柳林,2024-04-04 06:00,11.3,,.2,0,98
192,柳林,2024-04-04 07:00,11.4,,.1,0,97
192,柳林,2024-04-04 08:00,12.5,,.1,0,97
192,柳林,2024-04-04 09:00,13.4,,.2,0,94
192,柳林,2024-04-04 10:00,14.8,,1.1,90,87
192,柳林,2024-04-04 11:00,15.1,,1.5,70,77
192,柳林,2024-04-04 12:00,15.8,,2,50,68
192,柳林,2024-04-04 13:00,16,,.8,90,71
192,柳林,2024-04-04 14:00,15.1,,1.4,140,78
192,柳林,2024-04-04 15:00,15.2,,1,160,78
192,柳林,2024-04-04 16:00,14.6,,1.2,180,81
192,柳林,2024-04-04 17:00,14.3,,.8,250,83
192,柳林,2024-04-04 18:00,13.3,0,.6,270,90
192,柳林,2024-04-04 19:00,13.1,,.4,0,91
192,柳林,2024-04-04 20:00,12.6,,0,0,94
192,柳林,2024-04-04 21:00,12.5,,.2,0,94
192,柳林,2024-04-04 22:00,12.5,,.5,140,94
192,柳林,2024-04-04 23:00,11.5,,0,0,83
192,柳林,2024-04-05 00:00,11.8,,.7,360,79
192,柳林,2024-04-05 01:00,10.8,,.1,0,76
192,柳林,2024-04-05 02:00,11.1,,.4,0,72
192,柳林,2024-04-05 03:00,10.1,,.2,0,78
192,柳林,2024-04-05 04:00,10.3,,.3,0,78
192,柳林,2024-04-05 05:00,9.6,,.2,0,82
192,柳林,2024-04-05 06:00,8.8,,.2,0,88
192,柳林,2024-04-05 07:00,9.4,,.1,0,88
192,柳林,2024-04-05 08:00,11.5,,.2,0,74
192,柳林,2024-04-05 09:00,13.1,,1.2,20,63
192,柳林,2024-04-05 10:00,15,,1.1,20,56
192,柳林,2024-04-05 11:00,16,,1.4,50,50
192,柳林,2024-04-05 12:00,17,,1.8,90,47
192,柳林,2024-04-05 13:00,17.8,,1.5,200,42
192,柳林,2024-04-05 14:00,18.3,,1.2,320,41
192,柳林,2024-04-05 15:00,19.1,,1.4,270,44
192,柳林,2024-04-05 16:00,19.9,,1.6,290,41
192,柳林,2024-04-05 17:00,19.7,,.5,230,40
192,柳林,2024-04-05 18:00,17.5,,2.1,180,51
192,柳林,2024-04-05 19:00,14.9,,1.3,140,58
192,柳林,2024-04-05 20:00,13.5,,.9,320,65
192,柳林,2024-04-05 21:00,12.8,,1.2,180,70
192,柳林,2024-04-05 22:00,11,,.3,0,79
192,柳林,2024-04-05 23:00,9.7,,.2,0,87
192,柳林,2024-04-06 00:00,8.9,,.2,0,89
192,柳林,2024-04-06 01:00,8,,0,0,92
192,柳林,2024-04-06 02:00,7.2,,0,0,94
192,柳林,2024-04-06 03:00,7.1,,0,0,95
192,柳林,2024-04-06 04:00,6.6,,0,0,95
192,柳林,2024-04-06 05:00,6.2,,0,0,96
192,柳林,2024-04-06 06:00,6.7,,.2,0,95
192,柳林,2024-04-06 07:00,6.8,,0,0,96
192,柳林,2024-04-06 08:00,9.5,,.3,0,94
192,柳林,2024-04-06 09:00,12,,.6,140,80
192,柳林,2024-04-06 10:00,14.3,,.6,230,71
192,柳林,2024-04-06 11:00,16.8,,1.7,270,63
192,柳林,2024-04-06 12:00,17.8,,.7,250,57
192,柳林,2024-04-06 13:00,17.7,,.6,320,57
192,柳林,2024-04-06 14:00,18.1,,.5,270,56
192,柳林,2024-04-06 15:00,18.3,,.4,0,58
192,柳林,2024-04-06 16:00,19.8,,.7,230,55
192,柳林,2024-04-06 17:00,19.8,,1.2,230,50
192,柳林,2024-04-06 18:00,18.3,,.5,140,55
192,柳林,2024-04-06 19:00,14.7,,0,0,72
192,柳林,2024-04-06 20:00,13,,.1,0,80
192,柳林,2024-04-06 21:00,10.8,,.1,0,88
192,柳林,2024-04-06 22:00,10.1,,0,0,92
192,柳林,2024-04-06 23:00,9.3,,.2,0,94
192,柳林,2024-04-07 00:00,8.8,,0,0,95
192,柳林,2024-04-07 01:00,8.3,,0,0,95
192,柳林,2024-04-07 02:00,7.9,,0,0,95
192,柳林,2024-04-07 03:00,7.5,,.2,0,96
192,柳林,2024-04-07 04:00,7,,.1,0,96
192,柳林,2024-04-07 05:00,6.7,,0,0,96
192,柳林,2024-04-07 06:00,6.2,,0,0,96
192,柳林,2024-04-07 07:00,6.9,,.2,0,97
192,柳林,2024-04-07 08:00,10.6,,.2,0,95
192,柳林,2024-04-07 09:00,14.1,,.5,320,75
192,柳林,2024-04-07 10:00,17,,.8,270,62
192,柳林,2024-04-07 11:00,20.2,,1.6,180,44
192,柳林,2024-04-07 12:00,22.7,,1.9,90,37
192,柳林,2024-04-07 13:00,23.3,,1.3,140,33
192,柳林,2024-04-07 14:00,23.7,,1.9,140,29
192,柳林,2024-04-07 15:00,23.9,,1.7,180,26
192,柳林,2024-04-07 16:00,24.4,,1.6,180,34
192,柳林,2024-04-07 17:00,22.7,,1.1,250,31
192,柳林,2024-04-07 18:00,21.3,,1,230,35
192,柳林,2024-04-07 19:00,18.9,,1.1,160,43
192,柳林,2024-04-07 20:00,17.1,,1.1,250,50
192,柳林,2024-04-07 21:00,13.7,,0,0,66
192,柳林,2024-04-07 22:00,12.5,,.2,0,73
192,柳林,2024-04-07 23:00,11.3,,.4,0,79
192,柳林,2024-04-08 00:00,11.1,,.1,0,81
192,柳林,2024-04-08 01:00,10.6,,0,0,82
192,柳林,2024-04-08 02:00,10.6,,0,0,84
192,柳林,2024-04-08 03:00,10.6,,.5,70,85
192,柳林,2024-04-08 04:00,10.5,,0,0,85
192,柳林,2024-04-08 05:00,9.3,,.1,0,89
192,柳林,2024-04-08 06:00,9.6,,0,0,90
192,柳林,2024-04-08 07:00,10.3,,0,0,87
192,柳林,2024-04-08 08:00,12.5,,.3,0,82
192,柳林,2024-04-08 09:00,15.7,,.9,250,66
192,柳林,2024-04-08 10:00,17.5,,.4,0,61
192,柳林,2024-04-08 11:00,20.2,,.3,0,50
192,柳林,2024-04-08 12:00,20.6,,.4,0,49
192,柳林,2024-04-08 13:00,21.5,,.8,290,47
192,柳林,2024-04-08 14:00,22.6,,.7,110,35
192,柳林,2024-04-08 15:00,23,,.3,0,33
192,柳林,2024-04-08 16:00,21.2,,.1,0,43
192,柳林,2024-04-08 17:00,20.2,,.4,0,49
192,柳林,2024-04-08 18:00,18.9,,.7,290,57
192,柳林,2024-04-08 19:00,17.3,,.3,0,68
192,柳林,2024-04-08 20:00,15.9,,.2,0,73
192,柳林,2024-04-08 21:00,16.5,,1.3,110,66
192,柳林,2024-04-08 22:00,16.2,,.7,320,69
192,柳林,2024-04-08 23:00,15.1,,.6,20,73
192,柳林,2024-04-09 00:00,14.9,,.5,270,69
192,柳林,2024-04-09 01:00,14.2,,.5,270,68
192,柳林,2024-04-09 02:00,14.4,,.6,180,69
192,柳林,2024-04-09 03:00,11.9,,0,0,82
192,柳林,2024-04-09 04:00,10.7,,.3,0,87
192,柳林,2024-04-09 05:00,9.8,,.6,50,90
192,柳林,2024-04-09 06:00,9,,0,0,93
192,柳林,2024-04-09 07:00,9.4,,.4,0,93
192,柳林,2024-04-09 08:00,12.3,,.2,0,84
192,柳林,2024-04-09 09:00,14.1,,1.2,110,67
192,柳林,2024-04-09 10:00,15,,1.8,50,61
192,柳林,2024-04-09 11:00,15.4,,1.4,50,49
192,柳林,2024-04-09 12:00,16.1,,1.8,70,41
192,柳林,2024-04-09 13:00,17.2,,1.4,90,38
192,柳林,2024-04-09 14:00,17.7,,1.7,110,36
192,柳林,2024-04-09 15:00,19.1,,1.8,90,34
192,柳林,2024-04-09 16:00,19.2,,1.6,140,35
192,柳林,2024-04-09 17:00,16.8,,2.7,200,48
192,柳林,2024-04-09 18:00,15.4,,1.4,160,57
192,柳林,2024-04-09 19:00,13.6,,1.7,140,57
192,柳林,2024-04-09 20:00,12.5,,.8,110,60
192,柳林,2024-04-09 21:00,12,,1.1,110,63
192,柳林,2024-04-09 22:00,11.3,,2.6,90,59
192,柳林,2024-04-09 23:00,10.8,,1.8,90,62
192,柳林,2024-04-10 00:00,9.1,,.9,110,67
192,柳林,2024-04-10 01:00,7.7,,.5,110,73
192,柳林,2024-04-10 02:00,6.4,,.3,0,80
192,柳林,2024-04-10 03:00,6.4,,0,0,82
192,柳林,2024-04-10 04:00,6.1,,0,0,84
192,柳林,2024-04-10 05:00,6.4,,0,0,83
192,柳林,2024-04-10 06:00,6.2,,.7,50,85
192,柳林,2024-04-10 07:00,7.4,,0,0,83
192,柳林,2024-04-10 08:00,8.8,,.3,0,75
192,柳林,2024-04-10 09:00,11.3,,.9,90,61
192,柳林,2024-04-10 10:00,13.2,,1.1,70,54
192,柳林,2024-04-10 11:00,15,,1.2,50,49
192,柳林,2024-04-10 12:00,16.5,,1.4,50,49
192,柳林,2024-04-10 13:00,17.8,,1.3,90,48
192,柳林,2024-04-10 14:00,18.5,,.8,360,43
192,柳林,2024-04-10 15:00,20.3,,1.5,270,41
192,柳林,2024-04-10 16:00,18.7,,3.2,200,46
192,柳林,2024-04-10 17:00,17.7,,2.4,200,48
192,柳林,2024-04-10 18:00,16.3,,1.7,250,51
192,柳林,2024-04-10 19:00,14.3,,1.2,180,62
192,柳林,2024-04-10 20:00,13.1,,1.1,180,67
192,柳林,2024-04-10 21:00,12.7,,1.2,200,69
192,柳林,2024-04-10 22:00,11.1,,0,0,78
192,柳林,2024-04-10 23:00,11,,0,0,79
192,柳林,2024-04-11 00:00,10.6,,.3,0,82
192,柳林,2024-04-11 01:00,10.3,,.1,0,85
192,柳林,2024-04-11 02:00,9.9,,0,0,85
192,柳林,2024-04-11 03:00,9.9,,1.1,50,86
192,柳林,2024-04-11 04:00,9.4,,.7,70,87
192,柳林,2024-04-11 05:00,8.7,,.1,0,89
192,柳林,2024-04-11 06:00,8.5,,.4,0,92
192,柳林,2024-04-11 07:00,9,,.2,0,91
192,柳林,2024-04-11 08:00,10.6,,0,0,86
192,柳林,2024-04-11 09:00,11.9,,.5,270,80
192,柳林,2024-04-11 10:00,13,,1.5,320,75
192,柳林,2024-04-11 11:00,14.6,,.6,230,68
192,柳林,2024-04-11 12:00,17.3,,.9,250,57
192,柳林,2024-04-11 13:00,17.1,,1.4,140,60
192,柳林,2024-04-11 14:00,18.7,,.7,270,62
192,柳林,2024-04-11 15:00,18.5,,.7,360,62
192,柳林,2024-04-11 16:00,16.8,,1.3,180,70
192,柳林,2024-04-11 17:00,17.3,,1.4,200,71
192,柳林,2024-04-11 18:00,17.2,,.5,230,71
192,柳林,2024-04-11 19:00,15.7,,1.1,140,78
192,柳林,2024-04-11 20:00,14.6,,.4,0,82
192,柳林,2024-04-11 21:00,13.8,,1,200,83
192,柳林,2024-04-11 22:00,12.1,,.4,0,89
192,柳林,2024-04-11 23:00,10.6,,0,0,94
192,柳林,2024-04-12 00:00,9.7,,0,0,95
192,柳林,2024-04-12 01:00,9.2,,0,0,96
192,柳林,2024-04-12 02:00,8.6,,0,0,96
192,柳林,2024-04-12 03:00,9.5,,0,0,96
192,柳林,2024-04-12 04:00,9.5,,0,0,97
192,柳林,2024-04-12 05:00,10.1,,.6,20,97
192,柳林,2024-04-12 06:00,10.1,,.6,50,97
192,柳林,2024-04-12 07:00,10,,.4,0,97
192,柳林,2024-04-12 08:00,10.5,,.6,110,97
192,柳林,2024-04-12 09:00,12.7,,.4,0,95
192,柳林,2024-04-12 10:00,14.8,,.7,230,80
192,柳林,2024-04-12 11:00,18,,.9,340,73
192,柳林,2024-04-12 12:00,21.6,,1.3,110,52
192,柳林,2024-04-12 13:00,22.6,,1.7,160,39
192,柳林,2024-04-12 14:00,23.5,,1.4,290,38
192,柳林,2024-04-12 15:00,25.1,,1.2,50,32
192,柳林,2024-04-12 16:00,24,,1.5,200,43
192,柳林,2024-04-12 17:00,22.5,,2.8,180,49
192,柳林,2024-04-12 18:00,20.3,,1.3,160,53
192,柳林,2024-04-12 19:00,18.6,,1.5,270,60
192,柳林,2024-04-12 20:00,17.5,,.9,290,60
192,柳林,2024-04-12 21:00,15.2,,.6,200,67
192,柳林,2024-04-12 22:00,12.7,,.1,0,80
192,柳林,2024-04-12 23:00,11.5,,0,0,87
192,柳林,2024-04-13 00:00,10.7,,.2,0,90
192,柳林,2024-04-13 01:00,9.9,,0,0,93
192,柳林,2024-04-13 02:00,9.6,,0,0,94
192,柳林,2024-04-13 03:00,8.8,,0,0,94
192,柳林,2024-04-13 04:00,8.6,,0,0,95
192,柳林,2024-04-13 05:00,8.5,,.1,0,96
192,柳林,2024-04-13 06:00,7.9,,.2,0,96
192,柳林,2024-04-13 07:00,9.1,,.2,0,96
192,柳林,2024-04-13 08:00,12.9,,.1,0,90
192,柳林,2024-04-13 09:00,15.7,,.4,0,76
192,柳林,2024-04-13 10:00,19.8,,.6,200,59
192,柳林,2024-04-13 11:00,22.3,,1,360,51
192,柳林,2024-04-13 12:00,24.2,,1,230,42
192,柳林,2024-04-13 13:00,25.6,,1.1,110,32
192,柳林,2024-04-13 14:00,26.7,,1.7,70,25
192,柳林,2024-04-13 15:00,26,,2.1,200,36
192,柳林,2024-04-13 16:00,25.2,,2.2,180,35
192,柳林,2024-04-13 17:00,24.1,,2.4,180,34
192,柳林,2024-04-13 18:00,22.6,,1.3,160,38
192,柳林,2024-04-13 19:00,20.4,,1.3,250,44
192,柳林,2024-04-13 20:00,17.1,,.4,0,57
192,柳林,2024-04-13 21:00,15.2,,.4,0,64
192,柳林,2024-04-13 22:00,13.3,,.2,0,73
192,柳林,2024-04-13 23:00,11.9,,0,0,79
192,柳林,2024-04-14 00:00,10.6,,0,0,84
192,柳林,2024-04-14 01:00,10,,0,0,88
192,柳林,2024-04-14 02:00,9.1,,0,0,90
192,柳林,2024-04-14 03:00,8.6,,0,0,92
192,柳林,2024-04-14 04:00,8.1,,0,0,94
192,柳林,2024-04-14 05:00,7.5,,0,0,94
192,柳林,2024-04-14 06:00,7,,0,0,95
192,柳林,2024-04-14 07:00,8.8,,0,0,95
192,柳林,2024-04-14 08:00,13.1,,0,0,82
192,柳林,2024-04-14 09:00,16,,1.1,270,70
192,柳林,2024-04-14 10:00,19.2,,1.2,270,62
192,柳林,2024-04-14 11:00,22.8,,.7,320,48
192,柳林,2024-04-14 12:00,25.1,,1.3,160,40
192,柳林,2024-04-14 13:00,26,,1.7,110,36
192,柳林,2024-04-14 14:00,26.2,,2.2,140,37
192,柳林,2024-04-14 15:00,25.1,,1.8,160,39
192,柳林,2024-04-14 16:00,24.2,,1.3,160,37
192,柳林,2024-04-14 17:00,22.3,,1.5,230,47
192,柳林,2024-04-14 18:00,21.4,,1.2,180,49
192,柳林,2024-04-14 19:00,18.4,,.2,0,58
192,柳林,2024-04-14 20:00,16,,.2,0,69
192,柳林,2024-04-14 21:00,14.6,,0,0,79
192,柳林,2024-04-14 22:00,13.9,,.3,0,81
192,柳林,2024-04-14 23:00,14.3,,.2,0,82
192,柳林,2024-04-15 00:00,14.1,,0,0,82
192,柳林,2024-04-15 01:00,14.2,,.1,0,83
192,柳林,2024-04-15 02:00,14.8,,.2,0,83
192,柳林,2024-04-15 03:00,14.4,,0,0,83
192,柳林,2024-04-15 04:00,14.7,,.1,0,83
192,柳林,2024-04-15 05:00,15.3,,.6,20,81
192,柳林,2024-04-15 06:00,15.4,0,0,0,86
192,柳林,2024-04-15 07:00,15.5,0,.4,0,90
192,柳林,2024-04-15 08:00,15.1,.4,.4,0,91
192,柳林,2024-04-15 09:00,15.1,3.7,.3,0,93
192,柳林,2024-04-15 10:00,14.8,9,.7,290,95
192,柳林,2024-04-15 11:00,14.6,9.7,.4,0,96
192,柳林,2024-04-15 12:00,15.3,5,.4,0,96
192,柳林,2024-04-15 13:00,15.4,4.4,0,0,96
192,柳林,2024-04-15 14:00,15.3,1.6,.3,0,96
192,柳林,2024-04-15 15:00,15.8,1.7,.8,250,97
192,柳林,2024-04-15 16:00,15.8,.6,.8,320,94
192,柳林,2024-04-15 17:00,15.8,.4,1.1,250,94
192,柳林,2024-04-15 18:00,15.8,.1,.2,0,95
192,柳林,2024-04-15 19:00,15.6,,0,0,96
192,柳林,2024-04-15 20:00,15.6,,.1,0,97
192,柳林,2024-04-15 21:00,15.1,,0,0,97
192,柳林,2024-04-15 22:00,14.9,,.2,0,97
192,柳林,2024-04-15 23:00,14.8,,0,0,98
192,柳林,2024-04-16 00:00,15.3,,.9,230,97
192,柳林,2024-04-16 01:00,15.1,,.3,0,96
192,柳林,2024-04-16 02:00,14.8,,.6,180,96
192,柳林,2024-04-16 03:00,14.8,,.4,0,97
192,柳林,2024-04-16 04:00,14.8,,.3,0,96
192,柳林,2024-04-16 05:00,14.6,,.3,0,97
192,柳林,2024-04-16 06:00,14.6,,.2,0,97
192,柳林,2024-04-16 07:00,15,,0,0,97
192,柳林,2024-04-16 08:00,15.6,,1,290,93
192,柳林,2024-04-16 09:00,15.8,,.8,290,90
192,柳林,2024-04-16 10:00,17.7,,1.1,180,84
192,柳林,2024-04-16 11:00,19.8,,1.3,180,77
192,柳林,2024-04-16 12:00,21.9,,1.2,360,67
192,柳林,2024-04-16 13:00,22.2,,1.2,20,62
192,柳林,2024-04-16 14:00,23.6,,2.1,230,49
192,柳林,2024-04-16 15:00,24.9,,1.7,320,36
192,柳林,2024-04-16 16:00,24.6,,1.8,360,34
192,柳林,2024-04-16 17:00,24.2,,2.4,360,29
192,柳林,2024-04-16 18:00,22.7,,2.3,340,31
192,柳林,2024-04-16 19:00,20.9,,2.1,340,32
192,柳林,2024-04-16 20:00,19.3,,1.9,360,32
192,柳林,2024-04-16 21:00,16.1,,.5,20,44
192,柳林,2024-04-16 22:00,13.5,,.4,0,56
192,柳林,2024-04-16 23:00,11.8,,.2,0,69
192,柳林,2024-04-17 00:00,10.4,,0,0,81
192,柳林,2024-04-17 01:00,9.3,,.1,0,85
192,柳林,2024-04-17 02:00,7.9,,.2,0,89
192,柳林,2024-04-17 03:00,7.1,,0,0,90
192,柳林,2024-04-17 04:00,6.8,,.4,0,90
192,柳林,2024-04-17 05:00,6.3,,.5,70,93
192,柳林,2024-04-17 06:00,6.1,,.6,50,93
192,柳林,2024-04-17 07:00,8.3,,0,0,83
192,柳林,2024-04-17 08:00,11.6,,0,0,74
192,柳林,2024-04-17 09:00,14.6,,.7,270,65
192,柳林,2024-04-17 10:00,16.8,,1.1,110,50
192,柳林,2024-04-17 11:00,19.1,,1.3,90,40
192,柳林,2024-04-17 12:00,20.6,,1.1,70,35
192,柳林,2024-04-17 13:00,22.3,,1.8,320,34
192,柳林,2024-04-17 14:00,21.8,,1.3,160,34
192,柳林,2024-04-17 15:00,21.2,,2,180,38
192,柳林,2024-04-17 16:00,20.7,,1.5,200,40
192,柳林,2024-04-17 17:00,20.7,,.7,20,39
192,柳林,2024-04-17 18:00,18.8,,1,160,39
192,柳林,2024-04-17 19:00,17.7,,.9,140,44
192,柳林,2024-04-17 20:00,15,,.2,0,61
192,柳林,2024-04-17 21:00,13.9,,.1,0,67
192,柳林,2024-04-17 22:00,12.9,,.9,90,75
192,柳林,2024-04-17 23:00,12.5,,0,0,78
192,柳林,2024-04-18 00:00,11.3,,0,0,83
192,柳林,2024-04-18 01:00,10.5,,0,0,88
192,柳林,2024-04-18 02:00,10.3,,.4,0,86
192,柳林,2024-04-18 03:00,9.1,,0,0,91
192,柳林,2024-04-18 04:00,8.5,,0,0,94
192,柳林,2024-04-18 05:00,8.1,,0,0,94
192,柳林,2024-04-18 06:00,7.3,,0,0,94
192,柳林,2024-04-18 07:00,9.1,,0,0,94
192,柳林,2024-04-18 08:00,12.6,,0,0,80
192,柳林,2024-04-18 09:00,16.1,,.6,110,73
192,柳林,2024-04-18 10:00,19.1,,.8,140,58
192,柳林,2024-04-18 11:00,21.1,,1.7,140,48
192,柳林,2024-04-18 12:00,22.4,,1.6,270,46
192,柳林,2024-04-18 13:00,23.5,,1.4,270,43
192,柳林,2024-04-18 14:00,24.3,,1.7,250,37
192,柳林,2024-04-18 15:00,25.7,,1.7,230,34
192,柳林,2024-04-18 16:00,24.2,,2.8,200,43
192,柳林,2024-04-18 17:00,21.2,,2.4,180,47
192,柳林,2024-04-18 18:00,19.3,,1.3,200,52
192,柳林,2024-04-18 19:00,17.6,,1.3,320,59
192,柳林,2024-04-18 20:00,16.4,,1,160,64
192,柳林,2024-04-18 21:00,16.1,,1,180,65
192,柳林,2024-04-18 22:00,14.8,,.3,0,68
192,柳林,2024-04-18 23:00,12.3,,0,0,80
192,柳林,2024-04-19 00:00,11.3,,.1,0,86
192,柳林,2024-04-19 01:00,10.6,,0,0,90
192,柳林,2024-04-19 02:00,10,,.1,0,92
192,柳林,2024-04-19 03:00,9.5,,0,0,94
192,柳林,2024-04-19 04:00,9.1,,.1,0,95
192,柳林,2024-04-19 05:00,8.5,,.3,0,95
192,柳林,2024-04-19 06:00,8.3,,0,0,95
192,柳林,2024-04-19 07:00,9.8,,.1,0,94
192,柳林,2024-04-19 08:00,13.3,,0,0,91
192,柳林,2024-04-19 09:00,16.5,,.4,0,72
192,柳林,2024-04-19 10:00,19.3,,1.2,290,61
192,柳林,2024-04-19 11:00,22.3,,1,290,51
192,柳林,2024-04-19 12:00,23.7,,2,230,40
192,柳林,2024-04-19 13:00,24.7,,2,230,36
192,柳林,2024-04-19 14:00,25.7,,2.3,160,32
192,柳林,2024-04-19 15:00,24.7,,1.7,200,35
192,柳林,2024-04-19 16:00,24.5,,1.3,160,40
192,柳林,2024-04-19 17:00,23.1,,1.3,110,43
192,柳林,2024-04-19 18:00,22.1,,1.4,140,46
192,柳林,2024-04-19 19:00,20.2,,1,200,52
192,柳林,2024-04-19 20:00,18.7,,1.1,140,57
192,柳林,2024-04-19 21:00,17.7,,1.1,160,60
192,柳林,2024-04-19 22:00,17.5,,1.2,250,61
192,柳林,2024-04-19 23:00,17.2,,1,290,62
192,柳林,2024-04-20 00:00,15,,.3,0,74
192,柳林,2024-04-20 01:00,13.8,,0,0,80
192,柳林,2024-04-20 02:00,13.5,,.4,0,83
192,柳林,2024-04-20 03:00,13,,0,0,86
192,柳林,2024-04-20 04:00,13,,.3,0,87
192,柳林,2024-04-20 05:00,13,,.7,50,86
192,柳林,2024-04-20 06:00,12.9,,.4,0,87
192,柳林,2024-04-20 07:00,13.6,,0,0,85
192,柳林,2024-04-20 08:00,14.9,,.9,270,84
192,柳林,2024-04-20 09:00,14.3,.1,.3,0,89
192,柳林,2024-04-20 10:00,14.1,1,.5,70,90
192,柳林,2024-04-20 11:00,14,2.6,.8,290,94
192,柳林,2024-04-20 12:00,13.8,1.2,.7,320,94
192,柳林,2024-04-20 13:00,14,1.7,.1,0,95
192,柳林,2024-04-20 14:00,14.6,.9,.5,110,95
192,柳林,2024-04-20 15:00,15,2.6,1.4,90,96
192,柳林,2024-04-20 16:00,14.9,1.9,1.1,90,96
192,柳林,2024-04-20 17:00,15,2.4,1.3,90,96
192,柳林,2024-04-20 18:00,14.6,1.8,.8,90,96
192,柳林,2024-04-20 19:00,14.3,1.6,.9,50,96
192,柳林,2024-04-20 20:00,14.1,.9,.4,0,96
192,柳林,2024-04-20 21:00,13.8,.8,.8,20,96
192,柳林,2024-04-20 22:00,13.8,.6,.6,50,96
192,柳林,2024-04-20 23:00,13.6,.5,1.1,20,96
192,柳林,2024-04-21 00:00,13.6,.5,.4,0,97
192,柳林,2024-04-21 01:00,13.6,.2,1.1,340,97
192,柳林,2024-04-21 02:00,13.6,.2,1.1,340,97
192,柳林,2024-04-21 03:00,13.6,,.3,0,97
192,柳林,2024-04-21 04:00,13.7,,.3,0,96
192,柳林,2024-04-21 05:00,13.6,,0,0,97
192,柳林,2024-04-21 06:00,13.6,.1,0,0,97
192,柳林,2024-04-21 07:00,13.8,.3,0,0,97
192,柳林,2024-04-21 08:00,14.1,.2,.2,0,97
192,柳林,2024-04-21 09:00,14.5,.1,0,0,97
192,柳林,2024-04-21 10:00,15,.1,.4,0,96
192,柳林,2024-04-21 11:00,15.2,.1,.2,0,95
192,柳林,2024-04-21 12:00,15.8,,1.1,360,94
192,柳林,2024-04-21 13:00,16.3,,.9,340,92
192,柳林,2024-04-21 14:00,16.2,,.8,340,93
192,柳林,2024-04-21 15:00,15.8,.4,.9,320,95
192,柳林,2024-04-21 16:00,15.8,.5,.7,340,96
192,柳林,2024-04-21 17:00,15.8,.2,.9,340,96
192,柳林,2024-04-21 18:00,15.5,.2,.4,0,96
192,柳林,2024-04-21 19:00,15.3,.2,1,340,95
