tm,pm10,pm25,o3,no2,co,so2
2024-04-30:24,7,2,0.0514,0.0052,0.30,0.0021
2024-04-30:23,8,5,0.0499,0.0076,0.33,0.0022
2024-04-30:22,13,9,0.0439,0.0110,0.37,0.0032
2024-04-30:21,14,9,0.0478,0.0111,0.35,0.0025
2024-04-30:20,25,14,0.0520,0.0144,0.36,0.0023
2024-04-30:19,26,15,0.0513,0.0201,0.40,0.0025
2024-04-30:18,29,12,0.0443,0.0234,0.38,0.0024
2024-04-30:17,33,12,0.0427,0.0243,0.43,0.0025
2024-04-30:16,18,10,0.0484,0.0121,0.34,0.0022
2024-04-30:15,20,9,0.0487,0.0112,0.33,0.0022
2024-04-30:14,18,11,0.0432,0.0138,0.34,0.0022
2024-04-30:13,14,6,0.0440,0.0146,0.32,0.0023
2024-04-30:12,19,9,0.0373,0.0177,0.33,0.0024
2024-04-30:11,22,11,0.0344,0.0169,0.33,0.0025
2024-04-30:10,15,8,0.0358,0.0152,0.32,0.0024
2024-04-30:09,30,16,0.0256,0.0189,0.35,0.0025
2024-04-30:08,33,11,0.0170,0.0253,0.34,0.0024
2024-04-30:07,14,6,0.0147,0.0279,0.32,0.0022
2024-04-30:06,11,6,0.0262,0.0175,0.30,0.0021
2024-04-30:05,15,6,0.0330,0.0108,0.28,0.0021
2024-04-30:04,16,6,0.0386,0.0077,0.30,0.0021
2024-04-30:03,15,5,0.0385,0.0080,0.29,0.0022
2024-04-30:02,9,6,0.0470,0.0049,0.28,0.0021
2024-04-30:01,14,7,0.0400,0.0089,0.30,0.0020
2024-04-29:24,17,8,0.0378,0.0112,0.32,0.0021
2024-04-29:23,16,8,0.0378,0.0128,0.35,0.0020
2024-04-29:22,17,8,0.0401,0.0121,0.36,0.0022
2024-04-29:21,18,10,0.0399,0.0126,0.37,0.0021
2024-04-29:20,16,9,0.0415,0.0140,0.39,0.0021
2024-04-29:19,15,8,0.0365,0.0194,0.40,0.0022
2024-04-29:18,15,7,0.0354,0.0225,0.39,0.0022
2024-04-29:17,10,3,,,,
2024-04-29:16,,,,,,
2024-04-29:15,14,8,0.0511,0.0126,0.33,0.0024
2024-04-29:14,14,8,0.0440,0.0170,0.35,0.0023
2024-04-29:13,8,8,0.0483,0.0130,0.35,0.0024
2024-04-29:12,17,10,0.0445,0.0158,0.37,0.0027
2024-04-29:11,19,11,0.0325,0.0243,0.40,0.0028
2024-04-29:10,20,14,0.0351,0.0197,0.40,0.0022
2024-04-29:09,24,16,0.0354,0.0186,0.42,0.0021
2024-04-29:08,29,19,0.0389,0.0159,0.40,0.0022
2024-04-29:07,29,19,0.0312,0.0240,0.39,0.0022
2024-04-29:06,38,19,0.0478,0.0083,0.38,0.0024
2024-04-29:05,34,18,0.0510,0.0080,0.34,0.0026
2024-04-29:04,36,14,0.0561,0.0064,0.32,0.0026
2024-04-29:03,38,15,0.0575,0.0060,0.32,0.0025
