tm,pm10,pm25,o3,no2,co,so2
2024-04-30:24,29,21,0.0426,0.0061,0.37,0.0023
2024-04-30:23,45,32,0.0431,0.0088,0.34,0.0025
2024-04-30:22,39,29,0.0367,0.0121,0.35,0.0027
2024-04-30:21,38,24,0.0188,0.0093,0.31,0.0028
2024-04-30:20,40,18,0.0157,0.0091,0.32,0.0023
2024-04-30:19,29,18,0.0272,0.0099,0.32,0.0026
2024-04-30:18,26,15,0.0365,0.0079,0.31,0.0024
2024-04-30:17,27,21,0.0392,0.0073,0.30,0.0025
2024-04-30:16,26,15,0.0433,0.0067,0.30,0.0023
2024-04-30:15,26,21,0.0433,0.0057,0.29,0.0021
2024-04-30:14,22,15,0.0425,0.0058,0.30,0.0022
2024-04-30:13,18,,0.0428,0.0046,0.29,0.0025
2024-04-30:12,15,11,0.0414,0.0050,0.29,0.0022
2024-04-30:11,14,13,0.0414,0.0058,0.30,0.0023
2024-04-30:10,24,12,0.0345,0.0062,0.31,0.0026
2024-04-30:09,23,16,0.0258,0.0081,0.32,0.0026
2024-04-30:08,21,13,0.0207,0.0089,0.33,0.0022
2024-04-30:07,28,17,0.0207,0.0086,0.32,0.0025
2024-04-30:06,31,17,0.0222,0.0070,0.31,0.0024
2024-04-30:05,30,18,0.0259,0.0060,0.31,0.0025
2024-04-30:04,27,15,0.0241,0.0066,0.31,0.0022
2024-04-30:03,27,16,0.0296,0.0052,0.31,0.0024
2024-04-30:02,26,15,0.0323,0.0048,0.31,0.0021
2024-04-30:01,26,14,0.0318,0.0052,0.31,0.0024
2024-04-29:24,24,14,0.0349,0.0056,0.30,0.0024
2024-04-29:23,22,16,0.0383,0.0056,0.32,0.0024
2024-04-29:22,24,14,0.0393,0.0064,0.32,0.0025
2024-04-29:21,27,16,0.0406,0.0073,0.32,0.0025
2024-04-29:20,22,15,0.0457,0.0101,0.32,0.0026
2024-04-29:19,21,16,0.0492,0.0102,0.34,0.0027
2024-04-29:18,19,14,0.0528,0.0077,0.32,0.0023
2024-04-29:17,20,17,0.0526,0.0076,0.32,0.0025
2024-04-29:16,23,16,0.0520,0.0084,0.33,0.0022
2024-04-29:15,25,22,0.0485,0.0101,0.33,0.0026
2024-04-29:14,28,21,0.0476,0.0106,0.32,0.0023
2024-04-29:13,31,23,0.0458,0.0096,0.32,0.0024
2024-04-29:12,36,24,0.0428,0.0117,0.32,0.0023
2024-04-29:11,34,24,0.0446,0.0116,0.32,0.0024
2024-04-29:10,34,23,0.0467,0.0089,0.32,0.0023
2024-04-29:09,38,24,0.0426,0.0109,0.34,0.0023
2024-04-29:08,45,28,0.0436,0.0106,0.37,0.0023
2024-04-29:07,48,30,0.0432,0.0095,0.37,0.0025
2024-04-29:06,53,29,0.0497,0.0055,0.36,0.0028
2024-04-29:05,55,32,0.0501,0.0052,0.35,0.0031
2024-04-29:04,52,30,0.0483,0.0061,0.35,0.0030
2024-04-29:03,42,35,0.0407,0.0071,0.37,0.0028
2024-04-29:02,39,34,0.0382,0.0077,0.37,0.0023
2024-04-29:01,42,35,0.0398,0.0083,0.39,0.0027
2024-04-28:24,45,33,0.0460,0.0085,0.41,0.0025
2024-04-28:23,48,36,0.0508,0.0092,0.43,0.0026
2024-04-28:22,48,32,0.0700,0.0077,0.42,0.0028
2024-04-28:21,49,31,0.0812,0.0078,0.43,0.0032
2024-04-28:20,53,34,0.0865,0.0077,0.44,0.0039
2024-04-28:19,63,39,0.0925,0.0072,0.51,0.0039
2024-04-28:18,59,34,0.0982,0.0067,0.59,0.0043
2024-04-28:17,52,30,0.0912,0.0054,0.49,0.0034
2024-04-28:16,46,20,0.0858,0.0049,0.39,0.0032
2024-04-28:15,50,30,0.0806,0.0060,0.39,0.0031
2024-04-28:14,54,33,0.0754,0.0060,0.43,0.0030
2024-04-28:13,53,37,0.0703,0.0064,0.45,0.0033
2024-04-28:12,48,41,0.0687,0.0063,0.47,0.0032
2024-04-28:11,43,34,0.0638,0.0060,0.45,0.0034
2024-04-28:10,40,32,0.0418,0.0090,0.45,0.0029
2024-04-28:09,43,31,0.0248,0.0095,0.48,0.0026
2024-04-28:08,45,37,0.0134,0.0087,0.49,0.0025
2024-04-28:07,44,36,0.0107,0.0089,0.49,0.0025
2024-04-28:06,42,34,0.0119,0.0094,0.49,0.0021
2024-04-28:05,43,34,0.0177,0.0066,0.49,0.0024
2024-04-28:04,46,38,0.0235,0.0065,0.49,0.0023
2024-04-28:03,47,39,0.0282,0.0066,0.49,0.0023
2024-04-28:02,46,37,0.0332,0.0063,0.49,0.0024
2024-04-28:01,43,32,0.0362,0.0066,0.46,0.0027
2024-04-27:24,41,30,0.0322,0.0094,0.39,0.0025
2024-04-27:23,42,32,0.0362,0.0083,0.36,0.0023
2024-04-27:22,44,30,0.0343,0.0110,0.35,0.0024
2024-04-27:21,45,25,0.0424,0.0100,0.35,0.0025
2024-04-27:20,49,26,0.0444,0.0126,0.38,0.0025
2024-04-27:19,47,22,0.0623,0.0113,0.35,0.0022
2024-04-27:18,38,27,0.0743,0.0075,0.31,0.0026
2024-04-27:17,46,26,0.0747,0.0062,0.32,0.0026
2024-04-27:16,45,23,0.0754,0.0065,0.33,0.0027
2024-04-27:15,39,24,0.0722,0.0051,0.37,0.0028
2024-04-27:14,35,20,0.0698,0.0057,0.38,0.0024
2024-04-27:13,37,25,0.0692,0.0054,0.38,0.0025
2024-04-27:12,41,30,0.0664,0.0064,0.45,0.0026
2024-04-27:11,43,31,0.0601,0.0072,0.58,0.0030
2024-04-27:10,38,33,0.0359,0.0080,0.69,0.0028
2024-04-27:09,46,41,0.0178,0.0106,0.80,0.0025
2024-04-27:08,47,44,0.0167,0.0115,0.86,0.0021
2024-04-27:07,57,50,0.0154,0.0103,0.98,0.0023
2024-04-27:06,53,48,0.0133,0.0099,1.03,0.0023
2024-04-27:05,57,49,0.0162,0.0083,1.06,0.0025
2024-04-27:04,61,54,0.0184,0.0084,1.10,0.0025
2024-04-27:03,61,53,0.0257,0.0070,1.12,0.0023
2024-04-27:02,64,54,0.0285,0.0084,1.15,0.0024
2024-04-27:01,65,55,0.0337,0.0100,1.18,0.0024
2024-04-26:24,70,58,0.0452,0.0109,1.31,0.0030
2024-04-26:23,72,58,0.0503,0.0117,1.24,0.0035
2024-04-26:22,70,55,0.0663,0.0126,1.38,0.0049
2024-04-26:21,68,49,0.0647,0.0140,1.26,0.0050
2024-04-26:20,68,54,0.0919,0.0150,1.50,0.0099
2024-04-26:19,49,31,0.0909,0.0120,1.14,0.0080
2024-04-26:18,40,24,0.0772,0.0084,0.49,0.0040
2024-04-26:17,37,21,0.0770,0.0068,0.46,0.0041
2024-04-26:16,38,25,0.0776,0.0065,0.47,0.0041
2024-04-26:15,47,32,0.0658,0.0072,0.48,0.0036
2024-04-26:14,50,24,0.0654,0.0069,0.42,0.0033
2024-04-26:13,50,25,0.0565,0.0079,0.42,0.0030
2024-04-26:12,45,23,0.0519,0.0086,0.44,0.0033
2024-04-26:11,41,24,0.0386,0.0121,0.50,0.0030
2024-04-26:10,43,26,0.0234,0.0151,0.54,0.0029
2024-04-26:09,41,24,0.0185,0.0148,0.57,0.0025
2024-04-26:08,40,26,0.0105,0.0146,0.54,0.0026
2024-04-26:07,34,28,0.0052,0.0175,0.57,0.0022
2024-04-26:06,38,27,0.0086,0.0149,0.57,0.0022
2024-04-26:05,36,27,0.0137,0.0125,0.58,0.0024
2024-04-26:04,36,29,0.0235,0.0061,0.57,0.0023
2024-04-26:03,36,27,0.0296,0.0061,0.57,0.0024
2024-04-26:02,36,31,0.0339,0.0071,0.60,0.0021
2024-04-26:01,38,29,0.0402,0.0073,0.62,0.0026
