tm,pm10,pm25,o3,no2,co,so2
2024-06-30:24,7,5,0.0206,0.0050,0.20,0.0021
2024-06-30:23,10,9,0.0133,0.0095,0.23,0.0020
2024-06-30:22,9,6,0.0166,0.0087,0.23,0.0025
2024-06-30:21,10,6,0.0217,0.0061,0.21,0.0023
2024-06-30:20,11,11,0.0242,0.0057,0.23,0.0023
2024-06-30:19,11,,0.0261,0.0056,0.21,0.0022
2024-06-30:18,10,7,0.0284,0.0046,0.20,0.0023
2024-06-30:17,8,7,0.0260,0.0048,0.18,0.0025
2024-06-30:16,9,7,0.0251,0.0036,0.17,0.0023
2024-06-30:15,6,5,0.0242,0.0033,0.14,0.0022
2024-06-30:14,6,,0.0222,0.0032,0.15,0.0023
2024-06-30:13,6,4,0.0226,0.0028,0.16,0.0022
2024-06-30:12,1,0,0.0199,0.0029,0.14,0.0021
2024-06-30:11,3,,0.0171,0.0034,0.14,0.0024
2024-06-30:10,3,1,0.0186,0.0025,0.13,0.0024
2024-06-30:09,4,1,0.0184,0.0023,0.13,0.0025
2024-06-30:08,1,0,0.0182,0.0025,0.13,0.0026
2024-06-30:07,3,,0.0184,0.0024,0.12,0.0024
2024-06-30:06,6,,0.0195,0.0023,0.13,0.0023
2024-06-30:05,12,7,0.0218,0.0021,0.13,0.0024
2024-06-30:04,13,8,0.0214,0.0021,0.13,0.0022
2024-06-30:03,13,7,0.0205,0.0021,0.13,0.0024
2024-06-30:02,18,10,0.0203,0.0021,0.14,0.0023
2024-06-30:01,18,7,0.0215,0.0022,0.13,0.0022
2024-06-29:24,13,7,0.0212,0.0023,0.14,0.0025
2024-06-29:23,4,3,0.0200,0.0028,0.14,0.0022
2024-06-29:22,4,2,0.0157,0.0060,0.17,0.0025
2024-06-29:21,6,3,0.0154,0.0069,0.19,0.0026
2024-06-29:20,9,4,0.0176,0.0054,0.17,0.0021
2024-06-29:19,5,4,0.0161,0.0079,0.18,0.0024
2024-06-29:18,8,5,0.0189,0.0081,0.20,0.0026
2024-06-29:17,9,5,0.0264,0.0104,0.26,0.0024
2024-06-29:16,12,7,0.0308,0.0122,0.26,0.0026
2024-06-29:15,15,10,0.0380,0.0108,0.27,0.0025
2024-06-29:14,19,14,0.0435,0.0090,0.28,0.0023
2024-06-29:13,18,10,0.0509,0.0066,0.27,0.0026
2024-06-29:12,15,10,0.0552,0.0056,0.27,0.0025
2024-06-29:11,13,7,0.0544,0.0061,0.28,0.0026
2024-06-29:10,16,12,0.0460,0.0080,0.26,0.0026
2024-06-29:09,6,5,0.0395,0.0094,0.23,0.0028
2024-06-29:08,12,7,0.0360,0.0090,0.21,0.0029
2024-06-29:07,16,13,0.0160,0.0159,0.24,0.0032
2024-06-29:06,19,14,0.0102,0.0176,0.25,0.0032
2024-06-29:05,16,12,0.0158,0.0137,0.25,0.0030
2024-06-29:04,16,12,0.0161,0.0136,0.24,0.0030
2024-06-29:03,14,10,0.0226,0.0129,0.25,0.0029
2024-06-29:02,14,8,0.0201,0.0154,0.23,0.0028
2024-06-29:01,13,10,0.0227,0.0171,0.24,0.0028
2024-06-28:24,15,9,0.0260,0.0186,0.24,0.0026
2024-06-28:23,13,9,0.0286,0.0187,0.25,0.0031
2024-06-28:22,15,10,0.0371,0.0156,0.23,0.0030
2024-06-28:21,12,8,0.0408,0.0141,0.21,0.0031
2024-06-28:20,13,10,0.0460,0.0133,0.22,0.0029
2024-06-28:19,19,14,0.0590,0.0100,0.24,0.0025
2024-06-28:18,24,18,0.0708,0.0112,0.23,0.0029
2024-06-28:17,19,15,0.0818,0.0100,0.22,0.0027
2024-06-28:16,19,15,0.0852,0.0093,0.23,0.0027
