tm,pm10,pm25,o3,no2,co,so2
2024-02-29:24,17,12,0.0310,0.0130,0.34,0.0031
2024-02-29:23,13,10,0.0290,0.0150,0.36,0.0031
2024-02-29:22,13,9,0.0300,0.0160,0.35,0.0030
2024-02-29:21,11,11,0.0350,0.0130,0.33,0.0033
2024-02-29:20,9,,0.0300,0.0180,0.37,0.0033
2024-02-29:19,8,,0.0240,0.0250,0.39,0.0032
2024-02-29:18,7,,0.0280,0.0220,0.38,0.0031
2024-02-29:17,7,,0.0300,0.0210,0.37,0.0032
2024-02-29:16,6,,0.0280,0.0230,0.37,0.0032
2024-02-29:15,8,8,0.0350,0.0180,0.36,0.0031
2024-02-29:14,14,11,0.0340,0.0180,0.37,0.0031
2024-02-29:13,19,19,0.0240,0.0250,0.39,0.0032
2024-02-29:12,30,25,0.0120,0.0340,0.44,0.0031
2024-02-29:11,46,28,0.0090,0.0350,0.45,0.0036
2024-02-29:10,34,21,0.0130,0.0380,0.43,0.0036
2024-02-29:09,28,15,0.0200,0.0310,0.39,0.0035
2024-02-29:08,25,18,0.0100,0.0340,0.41,0.0041
2024-02-29:07,27,20,0.0150,0.0290,0.39,0.0039
2024-02-29:06,31,17,0.0210,0.0220,0.36,0.0039
2024-02-29:05,24,17,0.0210,0.0250,0.37,0.0043
2024-02-29:04,24,15,0.0290,0.0180,0.38,0.0044
2024-02-29:03,13,13,0.0310,0.0140,0.36,0.0040
2024-02-29:02,20,12,0.0300,0.0150,0.36,0.0041
2024-02-29:01,19,11,0.0310,0.0160,0.36,0.0047
2024-02-28:24,23,13,0.0320,0.0170,0.37,0.0043
2024-02-28:23,19,14,0.0310,0.0170,0.37,0.0035
2024-02-28:22,21,11,0.0280,0.0220,0.36,0.0035
2024-02-28:21,17,12,0.0340,0.0180,0.34,0.0035
2024-02-28:20,21,10,0.0310,0.0240,0.36,0.0038
2024-02-28:19,32,13,0.0260,0.0380,0.37,0.0045
2024-02-28:18,28,13,0.0350,0.0320,0.36,0.0048
2024-02-28:17,13,9,0.0520,0.0090,0.30,0.0031
2024-02-28:16,17,10,0.0530,0.0090,0.30,0.0031
2024-02-28:15,13,8,0.0540,0.0070,0.29,0.0028
2024-02-28:14,18,9,0.0530,0.0080,0.30,0.0029
2024-02-28:13,21,13,0.0460,0.0130,0.31,0.0026
