tm,pm10,pm25,o3,no2,co,so2
2024-06-30:24,6,3,0.0125,0.0137,0.29,0.0026
2024-06-30:23,6,4,0.0122,0.0168,0.36,0.0027
2024-06-30:22,9,5,0.0145,0.0162,0.33,0.0025
2024-06-30:21,11,4,0.0178,0.0126,0.31,0.0024
2024-06-30:20,9,3,0.0212,0.0121,0.29,0.0026
2024-06-30:19,9,3,0.0238,0.0109,0.26,0.0026
2024-06-30:18,8,1,0.0255,0.0096,0.26,0.0026
2024-06-30:17,6,0,0.0219,0.0096,0.25,0.0026
2024-06-30:16,6,0,0.0180,0.0096,0.25,0.0025
2024-06-30:15,6,1,0.0192,0.0075,0.24,0.0025
2024-06-30:14,6,1,0.0174,0.0070,0.21,0.0026
2024-06-30:13,6,1,0.0213,0.0059,0.21,0.0025
2024-06-30:12,3,1,0.0206,0.0050,0.20,0.0025
2024-06-30:11,4,1,0.0152,0.0068,0.21,0.0025
2024-06-30:10,5,0,0.0178,0.0054,0.20,0.0025
2024-06-30:09,8,1,0.0187,0.0049,0.20,0.0024
2024-06-30:08,11,2,0.0170,0.0058,0.20,0.0024
2024-06-30:07,15,3,0.0182,0.0058,0.20,0.0024
2024-06-30:06,20,2,0.0197,0.0057,0.21,0.0025
2024-06-30:05,18,1,0.0206,0.0056,0.23,0.0024
2024-06-30:04,22,1,0.0182,0.0065,0.22,0.0025
2024-06-30:03,27,2,0.0165,0.0065,0.21,0.0026
2024-06-30:02,29,2,0.0177,0.0052,0.21,0.0025
2024-06-30:01,19,1,0.0178,0.0048,0.21,0.0025
2024-06-29:24,13,0,0.0166,0.0069,0.15,0.0026
2024-06-29:23,5,,0.0157,0.0080,0.18,0.0025
2024-06-29:22,2,,0.0161,0.0068,0.18,0.0025
2024-06-29:21,4,,0.0149,0.0091,0.23,0.0025
2024-06-29:20,5,0,0.0133,0.0112,0.27,0.0024
2024-06-29:19,3,0,0.0143,0.0106,0.23,0.0025
2024-06-29:18,5,0,0.0222,0.0083,0.21,0.0025
2024-06-29:17,10,1,0.0251,0.0095,0.26,0.0026
2024-06-29:16,10,1,0.0358,0.0115,0.33,0.0025
2024-06-29:15,12,3,0.0469,0.0092,0.30,0.0025
2024-06-29:14,17,4,0.0490,0.0092,0.27,0.0026
2024-06-29:13,14,1,0.0549,0.0102,0.28,0.0026
2024-06-29:12,12,0,0.0519,0.0113,0.31,0.0027
2024-06-29:11,9,0,0.0454,0.0135,0.32,0.0027
2024-06-29:10,11,1,0.0403,0.0156,0.31,0.0028
2024-06-29:09,11,2,0.0414,0.0142,0.32,0.0028
2024-06-29:08,14,4,0.0363,0.0141,0.31,0.0027
2024-06-29:07,15,5,0.0283,0.0154,0.33,0.0026
2024-06-29:06,15,6,0.0216,0.0128,0.33,0.0027
2024-06-29:05,17,7,0.0174,0.0129,0.32,0.0027
2024-06-29:04,17,6,0.0194,0.0116,0.33,0.0026
2024-06-29:03,13,6,0.0285,0.0117,0.33,0.0028
2024-06-29:02,7,4,0.0240,0.0123,0.31,0.0028
2024-06-29:01,6,2,0.0279,0.0129,0.30,0.0028
2024-06-28:24,4,1,0.0360,0.0116,0.23,0.0029
2024-06-28:23,5,0,0.0439,0.0108,0.26,0.0030
2024-06-28:22,5,2,0.0448,0.0102,0.22,0.0029
2024-06-28:21,7,2,0.0471,0.0112,0.21,0.0028
2024-06-28:20,9,2,0.0469,0.0132,0.19,0.0028
2024-06-28:19,9,3,0.0485,0.0121,0.16,0.0028
2024-06-28:18,15,4,0.0567,0.0119,0.16,0.0028
2024-06-28:17,19,5,0.0646,0.0129,0.17,0.0028
2024-06-28:16,26,8,0.0705,0.0120,0.17,0.0029
2024-06-28:15,28,9,0.0888,0.0121,0.22,0.0032
2024-06-28:14,30,9,0.0898,0.0142,0.26,0.0035
2024-06-28:13,26,8,0.0827,0.0174,0.31,0.0036
2024-06-28:12,21,10,0.0712,0.0142,0.30,0.0035
2024-06-28:11,25,12,0.0565,0.0151,0.31,0.0034
2024-06-28:10,23,11,0.0410,0.0179,0.32,0.0030
2024-06-28:09,23,12,0.0414,0.0115,0.28,0.0028
2024-06-28:08,26,15,0.0344,0.0115,0.28,0.0029
2024-06-28:07,30,16,0.0209,0.0183,0.30,0.0029
2024-06-28:06,33,15,0.0287,0.0112,0.29,0.0030
2024-06-28:05,33,17,0.0315,0.0101,0.29,0.0030
2024-06-28:04,33,17,0.0321,0.0104,0.32,0.0030
2024-06-28:03,30,18,0.0277,0.0126,0.36,0.0030
2024-06-28:02,31,16,0.0215,0.0155,0.38,0.0029
2024-06-28:01,30,14,0.0230,0.0164,0.38,0.0030
2024-06-27:24,32,13,0.0265,0.0175,0.29,0.0031
2024-06-27:23,32,14,0.0307,0.0185,0.35,0.0032
2024-06-27:22,30,13,0.0323,0.0209,0.37,0.0032
2024-06-27:21,27,10,0.0285,0.0258,0.43,0.0033
2024-06-27:20,27,10,0.0295,0.0317,0.44,0.0034
2024-06-27:19,29,10,0.0359,0.0310,0.42,0.0035
2024-06-27:18,34,11,0.0405,0.0282,0.39,0.0036
2024-06-27:17,43,15,0.0455,0.0286,0.39,0.0038
2024-06-27:16,43,17,0.0444,0.0359,0.44,0.0043
2024-06-27:15,39,14,0.0400,0.0394,0.47,0.0039
2024-06-27:14,35,14,0.0382,0.0346,0.43,0.0035
2024-06-27:13,36,13,0.0315,0.0339,0.40,0.0034
2024-06-27:12,37,12,0.0301,0.0329,0.38,0.0033
2024-06-27:11,33,13,0.0388,0.0239,0.34,0.0032
2024-06-27:10,35,15,0.0358,0.0186,0.34,0.0032
2024-06-27:09,35,16,0.0250,0.0258,0.37,0.0035
2024-06-27:08,32,15,0.0203,0.0265,0.34,0.0033
2024-06-27:07,33,15,0.0233,0.0232,0.30,0.0030
2024-06-27:06,31,15,0.0282,0.0178,0.28,0.0030
2024-06-27:05,33,16,0.0332,0.0132,0.28,0.0029
2024-06-27:04,30,15,0.0367,0.0133,0.28,0.0029
2024-06-27:03,29,15,0.0463,0.0122,0.28,0.0032
2024-06-27:02,28,15,0.0594,0.0097,0.27,0.0034
2024-06-27:01,23,13,0.0423,0.0141,0.33,0.0032
2024-06-26:24,24,13,0.0403,0.0165,0.27,0.0032
2024-06-26:23,27,11,0.0410,0.0218,0.35,0.0035
2024-06-26:22,32,11,0.0488,0.0219,0.34,0.0036
2024-06-26:21,33,12,0.0584,0.0203,0.31,0.0039
2024-06-26:20,37,14,0.0685,0.0194,0.28,0.0045
2024-06-26:19,37,15,0.0800,0.0206,0.27,0.0050
2024-06-26:18,36,13,0.0894,0.0196,0.26,0.0045
2024-06-26:17,34,11,0.0944,0.0187,0.28,0.0039
2024-06-26:16,27,8,0.1051,0.0168,0.30,0.0038
2024-06-26:15,21,5,0.0916,0.0133,0.28,0.0031
2024-06-26:14,18,5,0.0781,0.0121,0.27,0.0030
2024-06-26:13,18,5,0.0658,0.0115,0.26,0.0028
2024-06-26:12,22,5,0.0549,0.0134,0.26,0.0029
2024-06-26:11,22,6,0.0496,0.0111,0.25,0.0029
2024-06-26:10,28,9,0.0468,0.0107,0.25,0.0029
2024-06-26:09,31,11,0.0407,0.0114,0.28,0.0030
2024-06-26:08,33,11,0.0142,0.0242,0.39,0.0032
2024-06-26:07,30,11,0.0098,0.0225,0.36,0.0029
2024-06-26:06,27,11,0.0145,0.0158,0.35,0.0027
2024-06-26:05,26,11,0.0207,0.0132,0.35,0.0028
2024-06-26:04,26,12,0.0308,0.0092,0.35,0.0029
2024-06-26:03,27,13,0.0209,0.0121,0.37,0.0027
2024-06-26:02,23,14,0.0205,0.0126,0.36,0.0027
2024-06-26:01,18,10,0.0225,0.0140,0.38,0.0028
2024-06-25:24,18,9,0.0208,0.0174,0.38,0.0028
2024-06-25:23,20,9,0.0280,0.0172,0.50,0.0029
2024-06-25:22,24,8,0.0314,0.0196,0.47,0.0030
2024-06-25:21,25,8,0.0408,0.0185,0.43,0.0032
2024-06-25:20,27,8,0.0394,0.0203,0.38,0.0029
2024-06-25:19,32,7,0.0389,0.0227,0.34,0.0030
2024-06-25:18,23,4,0.0511,0.0128,0.22,0.0027
2024-06-25:17,,,,,,
2024-06-25:16,,,,,,
2024-06-25:15,16,4,0.0619,0.0081,0.15,0.0031
2024-06-25:14,24,4,0.0621,0.0070,0.14,0.0031
2024-06-25:13,38,6,0.0602,0.0064,0.14,0.0031
2024-06-25:12,50,9,0.0585,0.0063,0.16,0.0030
2024-06-25:11,66,11,0.0575,0.0062,0.15,0.0030
2024-06-25:10,95,16,0.0551,0.0069,0.16,0.0030
2024-06-25:09,116,21,0.0501,0.0079,0.18,0.0030
2024-06-25:08,130,22,0.0451,0.0088,0.22,0.0030
2024-06-25:07,126,22,0.0453,0.0102,0.24,0.0030
2024-06-25:06,114,22,0.0533,0.0070,0.25,0.0031
2024-06-25:05,86,24,0.0559,0.0075,0.26,0.0032
2024-06-25:04,60,24,0.0515,0.0086,0.30,0.0031
2024-06-25:03,38,19,0.0379,0.0127,0.35,0.0033
2024-06-25:02,29,14,0.0392,0.0121,0.36,0.0033
2024-06-25:01,30,11,0.0408,0.0124,0.34,0.0035
2024-06-24:24,29,10,0.0456,0.0126,0.26,0.0037
2024-06-24:23,30,10,0.0463,0.0139,0.31,0.0037
2024-06-24:22,31,10,0.0481,0.0145,0.30,0.0037
2024-06-24:21,35,9,0.0492,0.0154,0.30,0.0033
2024-06-24:20,26,8,0.0548,0.0139,0.29,0.0032
2024-06-24:19,23,9,0.0604,0.0113,0.28,0.0031
2024-06-24:18,24,9,0.0643,0.0096,0.25,0.0030
2024-06-24:17,22,9,0.0643,0.0097,0.25,0.0031
2024-06-24:16,24,9,0.0631,0.0098,0.25,0.0031
2024-06-24:15,24,8,0.0684,0.0103,0.30,0.0031
2024-06-24:14,25,7,0.0701,0.0111,0.32,0.0031
2024-06-24:13,24,5,0.0744,0.0113,0.32,0.0033
2024-06-24:12,20,4,0.0634,0.0150,0.33,0.0036
2024-06-24:11,20,3,0.0458,0.0172,0.29,0.0036
2024-06-24:10,20,5,0.0358,0.0176,0.28,0.0034
2024-06-24:09,23,6,0.0294,0.0172,0.28,0.0032
2024-06-24:08,27,10,0.0156,0.0273,0.32,0.0035
2024-06-24:07,27,10,0.0129,0.0234,0.36,0.0036
2024-06-24:06,25,9,0.0076,0.0162,0.36,0.0032
2024-06-24:05,23,9,0.0144,0.0202,0.34,0.0037
2024-06-24:04,24,9,0.0135,0.0175,0.34,0.0034
2024-06-24:03,23,9,0.0135,0.0106,0.38,0.0030
2024-06-24:02,25,7,0.0154,0.0099,0.37,0.0031
2024-06-24:01,26,7,0.0207,0.0111,0.38,0.0031
2024-06-23:24,28,7,0.0281,0.0134,0.31,0.0034
2024-06-23:23,23,8,0.0347,0.0141,0.40,0.0035
2024-06-23:22,24,8,0.0382,0.0140,0.41,0.0036
2024-06-23:21,21,8,0.0446,0.0142,0.45,0.0038
2024-06-23:20,22,8,0.0500,0.0162,0.46,0.0040
2024-06-23:19,20,6,0.0528,0.0157,0.43,0.0038
2024-06-23:18,15,5,0.0539,0.0102,0.32,0.0034
2024-06-23:17,16,7,0.0526,0.0071,0.30,0.0030
2024-06-23:16,17,7,0.0562,0.0121,0.35,0.0033
