tm,pm10,pm25,o3,no2,co,so2
2024-04-30:24,11,11,0.0509,0.0109,0.31,0.0028
2024-04-30:23,14,14,0.0455,0.0134,0.37,0.0034
2024-04-30:22,14,,0.0443,0.0147,0.40,0.0035
2024-04-30:21,27,23,0.0496,0.0157,0.35,0.0031
2024-04-30:20,33,28,0.0494,0.0215,0.40,0.0031
2024-04-30:19,32,26,0.0419,0.0251,0.40,0.0035
2024-04-30:18,25,22,0.0401,0.0227,0.35,0.0034
2024-04-30:17,18,17,0.0422,0.0232,0.34,0.0032
2024-04-30:16,16,10,0.0472,0.0168,0.27,0.0030
2024-04-30:15,20,15,0.0441,0.0160,0.31,0.0029
2024-04-30:14,18,17,0.0414,0.0169,0.35,0.0030
2024-04-30:13,20,19,0.0392,0.0185,0.34,0.0031
2024-04-30:12,23,20,0.0337,0.0264,0.38,0.0033
2024-04-30:11,20,18,0.0263,0.0288,0.43,0.0035
2024-04-30:10,15,12,0.0303,0.0226,0.38,0.0027
2024-04-30:09,17,13,0.0316,0.0189,0.39,0.0031
2024-04-30:08,20,14,0.0260,0.0196,0.41,0.0029
2024-04-30:07,24,19,0.0191,0.0231,0.39,0.0030
2024-04-30:06,20,16,0.0241,0.0171,0.34,0.0027
2024-04-30:05,15,12,0.0321,0.0125,0.33,0.0032
2024-04-30:04,16,12,0.0401,0.0098,0.31,0.0026
2024-04-30:03,16,12,0.0370,0.0116,0.38,0.0027
2024-04-30:02,14,11,0.0384,0.0119,0.35,0.0029
2024-04-30:01,14,13,0.0403,0.0119,0.37,0.0027
2024-04-29:24,16,13,0.0390,0.0129,0.33,0.0030
2024-04-29:23,17,12,0.0408,0.0131,0.31,0.0026
2024-04-29:22,19,13,0.0365,0.0171,0.37,0.0030
2024-04-29:21,19,13,0.0403,0.0164,0.41,0.0027
2024-04-29:20,16,13,0.0401,0.0178,0.45,0.0028
2024-04-29:19,18,14,0.0407,0.0179,0.48,0.0028
2024-04-29:18,12,,0.0422,0.0199,0.46,0.0027
2024-04-29:17,14,14,0.0423,0.0192,0.44,0.0029
2024-04-29:16,13,12,0.0347,0.0233,0.47,0.0028
2024-04-29:15,14,,0.0391,0.0203,0.43,0.0029
2024-04-29:14,16,15,0.0381,0.0206,0.42,0.0027
2024-04-29:13,18,18,0.0363,0.0215,0.36,0.0026
2024-04-29:12,18,18,0.0377,0.0202,0.42,0.0033
2024-04-29:11,23,22,0.0333,0.0231,0.50,0.0029
2024-04-29:10,29,27,0.0303,0.0241,0.49,0.0030
2024-04-29:09,34,28,0.0301,0.0252,0.50,0.0025
2024-04-29:08,37,29,0.0357,0.0217,0.48,0.0029
2024-04-29:07,35,27,0.0414,0.0182,0.51,0.0028
2024-04-29:06,36,27,0.0496,0.0125,0.40,0.0032
2024-04-29:05,34,25,0.0576,0.0103,0.34,0.0033
2024-04-29:04,34,26,0.0582,0.0101,0.35,0.0036
2024-04-29:03,36,23,0.0529,0.0122,0.39,0.0040
2024-04-29:02,39,25,0.0555,0.0121,0.42,0.0040
2024-04-29:01,40,27,0.0379,0.0290,0.49,0.0044
2024-04-28:24,36,26,0.0406,0.0251,0.45,0.0039
2024-04-28:23,38,28,0.0430,0.0219,0.41,0.0040
2024-04-28:22,31,25,0.0401,0.0306,0.42,0.0053
2024-04-28:21,22,18,0.0394,0.0381,0.45,0.0049
2024-04-28:20,19,15,0.0605,0.0161,0.35,0.0042
2024-04-28:19,21,14,0.0658,0.0160,0.37,0.0040
2024-04-28:18,22,15,0.0779,0.0137,0.32,0.0042
2024-04-28:17,29,19,0.0950,0.0134,0.44,0.0045
2024-04-28:16,31,24,0.0942,0.0139,0.44,0.0048
2024-04-28:15,42,27,0.0948,0.0188,0.54,0.0052
2024-04-28:14,44,32,0.0894,0.0238,0.54,0.0051
2024-04-28:13,47,38,0.0953,0.0254,0.64,0.0056
2024-04-28:12,50,42,0.0783,0.0397,1.00,0.0078
2024-04-28:11,52,40,0.0784,0.0222,0.94,0.0055
2024-04-28:10,54,37,0.0615,0.0240,0.91,0.0050
2024-04-28:09,49,38,0.0491,0.0242,0.71,0.0048
2024-04-28:08,50,41,0.0358,0.0229,0.65,0.0040
2024-04-28:07,55,49,0.0221,0.0253,0.64,0.0043
2024-04-28:06,51,45,0.0270,0.0221,0.65,0.0042
2024-04-28:05,54,46,0.0343,0.0217,0.58,0.0041
2024-04-28:04,51,44,0.0379,0.0191,0.57,0.0040
2024-04-28:03,58,49,0.0356,0.0235,0.58,0.0042
2024-04-28:02,50,40,0.0427,0.0216,0.60,0.0042
2024-04-28:01,52,40,0.0415,0.0237,0.55,0.0039
2024-04-27:24,47,35,0.0462,0.0240,0.51,0.0039
2024-04-27:23,43,32,0.0605,0.0210,0.53,0.0037
2024-04-27:22,40,28,0.0743,0.0188,0.52,0.0038
2024-04-27:21,42,28,0.0840,0.0204,0.46,0.0040
2024-04-27:20,39,29,0.0865,0.0279,0.48,0.0044
2024-04-27:19,41,26,0.0981,0.0254,0.40,0.0042
2024-04-27:18,41,27,0.1066,0.0168,0.43,0.0040
2024-04-27:17,35,26,0.0963,0.0155,0.40,0.0038
2024-04-27:16,26,16,0.0814,0.0107,0.34,0.0033
2024-04-27:15,27,19,0.0808,0.0111,0.34,0.0034
2024-04-27:14,35,21,0.0922,0.0132,0.45,0.0037
2024-04-27:13,33,22,0.0889,0.0122,0.43,0.0038
2024-04-27:12,36,24,0.0865,0.0119,0.41,0.0038
2024-04-27:11,37,28,0.0761,0.0158,0.56,0.0048
2024-04-27:10,41,30,0.0507,0.0202,0.59,0.0049
2024-04-27:09,43,34,0.0255,0.0280,0.63,0.0043
2024-04-27:08,40,34,0.0137,0.0294,0.63,0.0039
2024-04-27:07,36,31,0.0055,0.0332,0.66,0.0041
2024-04-27:06,33,31,0.0056,0.0426,0.59,0.0039
2024-04-27:05,38,33,0.0110,0.0317,0.58,0.0039
2024-04-27:04,44,37,0.0098,0.0352,0.56,0.0039
2024-04-27:03,37,30,0.0053,0.0436,0.69,0.0037
2024-04-27:02,42,35,0.0054,0.0463,0.70,0.0044
2024-04-27:01,41,35,0.0126,0.0371,0.59,0.0041
2024-04-26:24,36,32,0.0158,0.0374,0.58,0.0037
2024-04-26:23,39,33,0.0148,0.0438,0.63,0.0043
2024-04-26:22,36,30,0.0195,0.0412,0.55,0.0042
2024-04-26:21,40,31,0.0326,0.0344,0.51,0.0041
2024-04-26:20,34,29,0.0456,0.0302,0.47,0.0043
2024-04-26:19,30,23,0.0499,0.0323,0.51,0.0049
2024-04-26:18,29,24,0.0557,0.0244,0.42,0.0043
2024-04-26:17,32,22,0.0504,0.0244,0.42,0.0045
2024-04-26:16,,,,,,
2024-04-26:15,,,,,,
2024-04-26:14,24,15,0.0623,0.0241,0.49,0.0057
2024-04-26:13,35,22,0.0469,0.0322,0.56,0.0055
2024-04-26:12,31,20,0.0364,0.0380,0.61,0.0045
2024-04-26:11,33,24,0.0280,0.0384,0.74,0.0048
2024-04-26:10,45,33,0.0116,0.0486,0.89,0.0049
2024-04-26:09,57,44,0.0070,0.0515,1.07,0.0058
2024-04-26:08,56,43,0.0053,0.0529,0.99,0.0052
2024-04-26:07,54,44,0.0044,0.0449,1.03,0.0048
2024-04-26:06,53,42,0.0031,0.0442,0.81,0.0041
2024-04-26:05,44,37,0.0067,0.0416,0.77,0.0040
2024-04-26:04,38,33,0.0117,0.0349,0.64,0.0036
2024-04-26:03,35,31,0.0143,0.0338,0.61,0.0034
2024-04-26:02,33,27,0.0189,0.0321,0.64,0.0040
2024-04-26:01,35,28,0.0270,0.0285,0.53,0.0036
