tm,pm10,pm25,o3,no2,co,so2
2024-04-30:24,16,8,0.0470,0.0040,0.34,0.0023
2024-04-30:23,11,6,0.0460,0.0060,0.32,0.0023
2024-04-30:22,9,6,0.0450,0.0080,0.33,0.0025
2024-04-30:21,6,,0.0480,0.0070,0.34,0.0023
2024-04-30:20,6,,0.0480,0.0070,0.35,0.0023
2024-04-30:19,27,13,0.0440,0.0110,0.40,0.0030
2024-04-30:18,18,16,0.0510,0.0090,0.37,0.0026
2024-04-30:17,33,20,0.0520,0.0120,0.38,0.0033
2024-04-30:16,27,15,0.0560,0.0100,0.40,0.0034
2024-04-30:15,36,17,0.0620,0.0100,0.44,0.0039
2024-04-30:14,24,10,0.0550,0.0090,0.40,0.0028
2024-04-30:13,22,7,0.0570,0.0080,0.37,0.0025
2024-04-30:12,23,6,0.0530,0.0080,0.36,0.0025
2024-04-30:11,19,7,,,,
2024-04-30:10,15,9,,,,
2024-04-30:09,15,9,0.0380,0.0150,0.39,0.0025
2024-04-30:08,14,8,0.0340,0.0170,0.39,0.0024
2024-04-30:07,19,9,0.0380,0.0120,0.40,0.0025
2024-04-30:06,16,12,0.0440,0.0070,0.41,0.0025
2024-04-30:05,26,13,0.0460,0.0050,0.46,0.0026
2024-04-30:04,24,15,0.0440,0.0060,0.54,0.0028
2024-04-30:03,20,11,0.0450,0.0060,0.51,0.0027
2024-04-30:02,23,17,0.0440,0.0060,0.51,0.0026
2024-04-30:01,24,12,0.0450,0.0060,0.50,0.0025
2024-04-29:24,21,15,0.0460,0.0060,0.50,0.0025
2024-04-29:23,28,16,0.0460,0.0080,0.53,0.0025
2024-04-29:22,28,22,0.0470,0.0090,0.58,0.0024
2024-04-29:21,26,14,0.0470,0.0080,0.49,0.0023
2024-04-29:20,12,11,0.0450,0.0090,0.42,0.0023
2024-04-29:19,9,6,0.0440,0.0100,0.41,0.0023
2024-04-29:18,11,7,0.0440,0.0120,0.39,0.0023
2024-04-29:17,15,8,0.0440,0.0130,0.39,0.0024
2024-04-29:16,23,11,0.0410,0.0160,0.37,0.0024
2024-04-29:15,24,12,0.0470,0.0110,0.35,0.0023
