tm,pm10,pm25,o3,no2,co,so2
2024-02-29:24,8,4,0.0270,0.0200,0.46,0.0025
2024-02-29:23,9,5,0.0400,0.0120,0.40,0.0025
2024-02-29:22,5,5,0.0390,0.0120,0.42,0.0026
2024-02-29:21,3,3,0.0380,0.0130,0.40,0.0026
2024-02-29:20,3,1,0.0390,0.0130,0.39,0.0025
2024-02-29:19,2,2,0.0380,0.0120,0.38,0.0025
2024-02-29:18,2,2,0.0390,0.0120,0.37,0.0024
2024-02-29:17,4,3,0.0390,0.0120,0.39,0.0024
2024-02-29:16,8,4,0.0390,0.0120,0.45,0.0026
2024-02-29:15,11,7,0.0370,0.0130,0.44,0.0026
2024-02-29:14,10,8,0.0360,0.0150,0.47,0.0026
2024-02-29:13,18,9,0.0330,0.0190,0.60,0.0037
2024-02-29:12,26,17,0.0260,0.0230,0.62,0.0040
2024-02-29:11,33,16,0.0110,0.0390,0.68,0.0045
2024-02-29:10,40,18,0.0090,0.0430,0.69,0.0041
2024-02-29:09,34,12,0.0120,0.0400,0.60,0.0033
2024-02-29:08,34,11,0.0070,0.0410,0.62,0.0032
2024-02-29:07,31,17,0.0080,0.0370,0.55,0.0033
2024-02-29:06,32,18,0.0130,0.0250,0.50,0.0037
2024-02-29:05,28,15,0.0150,0.0210,0.48,0.0034
2024-02-29:04,31,19,0.0200,0.0170,0.49,0.0034
2024-02-29:03,26,13,0.0210,0.0180,0.48,0.0032
2024-02-29:02,32,21,0.0190,0.0220,0.51,0.0031
2024-02-29:01,27,16,0.0180,0.0240,0.52,0.0033
2024-02-28:24,32,21,0.0120,0.0330,0.54,0.0038
2024-02-28:23,32,20,0.0150,0.0310,0.55,0.0035
2024-02-28:22,33,20,0.0100,0.0400,0.59,0.0031
2024-02-28:21,32,14,0.0110,0.0430,0.61,0.0029
2024-02-28:20,24,11,0.0250,0.0300,0.55,0.0031
2024-02-28:19,27,14,0.0360,0.0230,0.51,0.0032
2024-02-28:18,31,15,0.0430,0.0180,0.49,0.0036
2024-02-28:17,25,12,0.0480,0.0160,0.47,0.0037
2024-02-28:16,29,14,0.0520,0.0130,0.45,0.0060
2024-02-28:15,29,11,0.0540,0.0110,0.44,0.0064
2024-02-28:14,27,6,0.0510,0.0090,0.44,0.0033
2024-02-28:13,28,6,0.0490,0.0100,0.44,0.0031
2024-02-28:12,27,5,0.0470,0.0090,0.38,0.0030
2024-02-28:11,28,5,0.0470,0.0080,0.33,0.0028
2024-02-28:10,27,6,0.0400,0.0140,0.32,0.0027
2024-02-28:09,53,17,0.0070,0.0520,0.73,0.0035
2024-02-28:08,49,17,0.0050,0.0440,0.55,0.0032
2024-02-28:07,48,25,0.0060,0.0360,0.45,0.0024
2024-02-28:06,32,14,0.0080,0.0340,0.41,0.0023
2024-02-28:05,29,16,0.0160,0.0250,0.34,0.0023
2024-02-28:04,28,11,0.0280,0.0130,0.33,0.0022
2024-02-28:03,24,7,0.0330,0.0110,0.33,0.0021
2024-02-28:02,22,9,0.0370,0.0090,0.33,0.0022
2024-02-28:01,26,9,0.0360,0.0110,0.35,0.0022
2024-02-27:24,23,8,0.0340,0.0140,0.36,0.0023
2024-02-27:23,23,9,0.0370,0.0130,0.35,0.0023
2024-02-27:22,20,8,0.0410,0.0110,0.34,0.0020
2024-02-27:21,24,9,0.0390,0.0140,0.36,0.0021
2024-02-27:20,27,6,0.0420,0.0100,0.35,0.0021
2024-02-27:19,27,8,0.0430,0.0100,0.36,0.0021
2024-02-27:18,31,9,0.0430,0.0110,0.36,0.0022
2024-02-27:17,32,9,0.0450,0.0080,0.33,0.0022
2024-02-27:16,31,6,0.0440,0.0090,0.32,0.0022
2024-02-27:15,29,6,0.0440,0.0100,0.31,0.0021
2024-02-27:14,27,10,0.0440,0.0090,0.31,0.0021
2024-02-27:13,30,11,0.0440,0.0080,0.31,0.0021
2024-02-27:12,40,11,0.0440,0.0090,0.31,0.0021
2024-02-27:11,31,9,0.0400,0.0130,0.31,0.0023
